index,well,date,tide,hw
1,0.034,1/22/2013 0:00,-1.4905,0.058
2,0.034,1/22/2013 1:00,-1.5065,0.058
3,0.034,1/22/2013 2:00,-1.262,0.058
4,0.034,1/22/2013 3:00,-0.912,0.058
5,0.034,1/22/2013 4:00,-0.5685,0.058
6,0.034,1/22/2013 5:00,-0.2685,0.058
7,0.034,1/22/2013 6:00,-0.0485,0.061
8,0.034,1/22/2013 7:00,-0.0375,0.058
9,0.044,1/22/2013 8:00,-0.216,0.059052632
10,0.044,1/22/2013 9:00,-0.473368421,0.057473684
11,0.044,1/22/2013 10:00,-0.724,0.059
12,0.044,1/22/2013 11:00,-0.9345,0.0555
13,0.044,1/22/2013 12:00,-1.093,0.053
14,0.044,1/22/2013 13:00,-1.1125,0.0485
15,0.044,1/22/2013 14:00,-0.9285,0.0415
16,0.034,1/22/2013 15:00,-0.639,0.038
17,0.034,1/22/2013 16:00,-0.287,0.033
18,0.034,1/22/2013 17:00,0.0745,0.0285
19,0.034,1/22/2013 18:00,0.2675,0.028
20,0.034,1/22/2013 19:00,0.24,0.028
21,0.034,1/22/2013 20:00,0.0285,0.033
22,0.044,1/22/2013 21:00,-0.1505,0.0325
23,0.034,1/22/2013 22:00,-0.4505,0.037
24,0.034,1/22/2013 23:00,-0.6935,0.0375
25,0.034,1/23/2013 0:00,-0.8365,0.0405
26,0.034,1/23/2013 1:00,-0.908,0.037
27,0.034,1/23/2013 2:00,-0.8705,0.035
28,0.034,1/23/2013 3:00,-0.615,0.03
29,0.034,1/23/2013 4:00,-0.322,0.025
30,0.034,1/23/2013 5:00,-0.0125,0.018
31,0.034,1/23/2013 6:00,0.285,0.016
32,0.044,1/23/2013 7:00,0.4945,0.017
33,0.044,1/23/2013 8:00,0.492,0.0155
34,0.044,1/23/2013 9:00,0.2185,0.0175
35,0.044,1/23/2013 10:00,-0.0895,0.0095
36,0.044,1/23/2013 11:00,-0.403,0.009
37,0.044,1/23/2013 12:00,-0.6395,0.0085
38,0.044,1/23/2013 13:00,-0.848777778,0.009666667
39,0.044,1/23/2013 14:00,-0.9275,0.0065
40,0.044,1/23/2013 15:00,-0.816,0.0005
41,0.044,1/23/2013 16:00,-0.561555556,0.000222222
42,0.044,1/23/2013 17:00,-0.3025,0.001
43,0.044,1/23/2013 18:00,-0.046,0.0065
44,0.044,1/23/2013 19:00,0.1385,0.006
45,0.044,1/23/2013 20:00,0.1155,0.006
46,0.044,1/23/2013 21:00,-0.1635,0.006
47,0.044,1/23/2013 22:00,-0.504,0.0075
48,0.044,1/23/2013 23:00,-0.8,0.008
49,0.044,1/24/2013 0:00,-1.083,0.008
50,0.044,1/24/2013 1:00,-1.3345,0.008
51,0.044,1/24/2013 2:00,-1.503,0.008
52,0.044,1/24/2013 3:00,-1.457,0.0075
53,0.044,1/24/2013 4:00,-1.2005,0.0055
54,0.044,1/24/2013 5:00,-0.855,0
55,0.044,1/24/2013 6:00,-0.476,-0.002
