index,well,date,tide,hw
1,0.124,3/30/2010 0:00,-0.880210526,0.140105263
2,0.124,3/30/2010 1:00,-1.165,0.169
3,0.104,3/30/2010 2:00,-1.4715,0.19
4,0.134,3/30/2010 3:00,-1.768,0.208
5,0.174,3/30/2010 4:00,-2.015,0.2235
6,0.214,3/30/2010 5:00,-2.0505,0.233
7,0.234,3/30/2010 6:00,-1.7585,0.238
8,0.184,3/30/2010 7:00,-1.322,0.2475
9,0.174,3/30/2010 8:00,-0.823058824,0.253294118
10,0.214,3/30/2010 9:00,-0.398,-0.0012
11,0.224,3/30/2010 10:00,-0.1265,0.0205
12,0.184,3/30/2010 11:00,-0.332086957,-0.06373913
13,0.164,3/30/2010 12:00,-0.7075,0.0335
14,0.154,3/30/2010 13:00,-1.08,0.0625
15,0.124,3/30/2010 14:00,-1.3985,0.095
16,0.104,3/30/2010 15:00,-1.6685,0.119
17,0.134,3/30/2010 16:00,-1.9195,0.1315
18,0.164,3/30/2010 17:00,-2.0535,0.1465
19,0.194,3/30/2010 18:00,-2.0045,0.16
20,0.214,3/30/2010 19:00,-1.648,0.174
21,0.224,3/30/2010 20:00,-1.2905,0.185
22,0.194,3/30/2010 21:00,-0.7385,0.1885
23,0.144,3/30/2010 22:00,-0.342,0.1985
24,0.164,3/30/2010 23:00,-0.2925,0.198
25,0.204,3/31/2010 0:00,-0.548,0.198
26,0.224,3/31/2010 1:00,-0.901,0.198
27,0.244,3/31/2010 2:00,-1.2325,0.198
28,0.174,3/31/2010 3:00,-1.546526316,0.198
29,0.134,3/31/2010 4:00,-1.7965,0.198
30,0.144,3/31/2010 5:00,-1.9995,0.198
31,0.184,3/31/2010 6:00,-2.0325,0.204
32,0.214,3/31/2010 7:00,-1.733,0.2075
33,0.234,3/31/2010 8:00,-1.3275,0.2075
34,0.214,3/31/2010 9:00,-0.816,0.208
35,0.154,3/31/2010 10:00,-0.41,0.2075
36,0.164,3/31/2010 11:00,-0.2415,0.207
37,0.204,3/31/2010 12:00,-0.4955,0.203
38,0.224,3/31/2010 13:00,-0.8415,0.1895
39,0.234,3/31/2010 14:00,-1.1765,0.181
40,0.164,3/31/2010 15:00,-1.4815,0.181
41,0.124,3/31/2010 16:00,-1.749,0.179
42,0.134,3/31/2010 17:00,-1.9975,0.183
43,0.164,3/31/2010 18:00,-2.1855,0.191
44,0.194,3/31/2010 19:00,-2.072,0.198
45,0.214,3/31/2010 20:00,-1.717,0.2005
46,0.224,3/31/2010 21:00,-1.2345,0.2015
47,0.224,3/31/2010 22:00,-0.7035,0.198
48,0.144,3/31/2010 23:00,-0.2975,0.198
49,0.144,4/1/2010 0:00,-0.251,0.198
50,0.184,4/1/2010 1:00,-0.5895,0.205
51,0.214,4/1/2010 2:00,-0.964,0.208
52,0.234,4/1/2010 3:00,-1.2965,0.208
53,0.224,4/1/2010 4:00,-1.589,0.2065
54,0.144,4/1/2010 5:00,-1.8275,0.199
55,0.144,4/1/2010 6:00,-1.966526316,0.198
56,0.174,4/1/2010 7:00,-1.814,0.205
57,0.204,4/1/2010 8:00,-1.4455,0.208
58,0.224,4/1/2010 9:00,-0.952,0.207
