index,date,well,tide,hw
1,10/30/2017 0:00,0.614,-1.203777778,0.608
2,10/30/2017 1:00,0.614,-0.996714286,0.608
3,10/30/2017 2:00,0.614,-0.687764706,0.608
4,10/30/2017 3:00,0.614,-0.319157895,0.608
5,10/30/2017 4:00,0.614,0.004,0.608
6,10/30/2017 5:00,0.614,0.186857143,0.618
7,10/30/2017 6:00,0.614,0.164,0.613
8,10/30/2017 7:00,0.614,-0.022428571,0.618
9,10/30/2017 8:00,0.614,-0.311333333,0.618
10,10/30/2017 9:00,0.614,-0.622,0.621333333
11,10/30/2017 10:00,0.614,-0.8885,0.618
12,10/30/2017 11:00,0.604,-1.112666667,0.611333333
13,10/30/2017 12:00,0.604,-1.266,0.608
14,10/30/2017 13:00,0.604,-1.118,0.608
15,10/30/2017 14:00,0.604,-0.773894737,0.608
16,10/30/2017 15:00,0.594,-0.376555556,0.598
17,10/30/2017 16:00,0.594,-0.01975,0.588
18,10/30/2017 17:00,0.594,0.255818182,0.588
19,10/30/2017 18:00,0.594,0.348,0.588
20,10/30/2017 19:00,0.594,0.161333333,0.583
21,10/30/2017 20:00,0.594,-0.164333333,0.588
22,10/30/2017 21:00,0.594,-0.504823529,0.588
23,10/30/2017 22:00,0.594,-0.808666667,0.578
24,10/30/2017 23:00,0.594,-1.069076923,0.578
25,10/31/2017 0:00,0.594,-1.264888889,0.568
26,10/31/2017 1:00,0.594,-1.273142857,0.558
27,10/31/2017 2:00,0.584,-1.032470588,0.553
28,10/31/2017 3:00,0.574,-0.686,0.548
29,10/31/2017 4:00,0.574,-0.334125,0.538
30,10/31/2017 5:00,0.574,-0.026625,0.538
31,10/31/2017 6:00,0.574,0.188285714,0.538
32,10/31/2017 7:00,0.574,0.1965,0.538
33,10/31/2017 8:00,0.574,-0.013857143,0.533
34,10/31/2017 9:00,0.574,-0.3185,0.533
35,10/31/2017 10:00,0.574,-0.638352941,0.5255
36,10/31/2017 11:00,0.574,-0.923857143,0.508
37,10/31/2017 12:00,0.564,-1.157818182,0.501333333
38,10/31/2017 13:00,0.564,-1.301,0.498
39,10/31/2017 14:00,0.554,-1.187428571,0.493
40,10/31/2017 15:00,0.544,-0.891625,0.488
41,10/31/2017 16:00,0.544,-0.528105263,0.478
42,10/31/2017 17:00,0.544,-0.16725,0.478
43,10/31/2017 18:00,0.544,0.094,0.478
44,10/31/2017 19:00,0.544,0.201142857,0.478
45,10/31/2017 20:00,0.544,-0.006625,0.478
46,10/31/2017 21:00,0.544,-0.333058824,0.473
47,10/31/2017 22:00,0.544,-0.671,0.468
48,10/31/2017 23:00,0.544,-0.979333333,0.468
49,11/1/2017 0:00,0.534,-1.245230769,0.463
