index,date,well,tide,hw
1,11/7/2011 0:00,0.274,-0.07225,0.07175
2,11/7/2011 1:00,0.274,-0.2905,-0.135
3,11/7/2011 2:00,0.274,-0.2965,-0.1905
4,11/7/2011 3:00,0.274,-0.087785714,-0.018428571
5,11/7/2011 4:00,0.274,0.3365,0.0815
6,11/7/2011 5:00,0.274,0.7075,0.1375
7,11/7/2011 6:00,0.274,1.067,0.178
8,11/7/2011 7:00,0.274,1.2925,0.2115
9,11/7/2011 8:00,0.274,1.238736842,0.230631579
10,11/7/2011 9:00,0.274,0.9365,0.2485
11,11/7/2011 10:00,0.284,0.598,0.2845
12,11/7/2011 11:00,0.284,0.292571429,0.268952381
13,11/7/2011 12:00,0.284,-0.061306122,0.181877551
14,11/7/2011 13:00,0.284,-0.2,0.06675
15,11/7/2011 14:00,0.284,-0.298,-0.1765
16,11/7/2011 15:00,0.284,-0.114928571,-0.024142857
17,11/7/2011 16:00,0.284,0.283,0.0825
18,11/7/2011 17:00,0.284,0.655,0.1305
19,11/7/2011 18:00,0.274,1.0175,0.1725
20,11/7/2011 19:00,0.274,1.249,0.201
21,11/7/2011 20:00,0.274,1.2685,0.227
22,11/7/2011 21:00,0.284,0.996,0.2475
23,11/7/2011 22:00,0.284,0.632,0.2675
24,11/7/2011 23:00,0.294,0.2795,0.283
25,11/8/2011 0:00,0.294,0.001307692,0.198384615
26,11/8/2011 1:00,0.294,-0.248105263,-0.095157895
27,11/8/2011 2:00,0.294,-0.3985,-0.2405
28,11/8/2011 3:00,0.294,-0.313,-0.2365
29,11/8/2011 4:00,0.294,-0.089571429,-0.078071429
30,11/8/2011 5:00,0.294,0.306,0.0075
31,11/8/2011 6:00,0.294,0.685,0.0665
32,11/8/2011 7:00,0.294,1.003,0.1125
33,11/8/2011 8:00,0.284,1.177157895,0.150631579
34,11/8/2011 9:00,0.294,1.0905,0.176
35,11/8/2011 10:00,0.294,0.747,0.2005
36,11/8/2011 11:00,0.294,0.4065,0.218
37,11/8/2011 12:00,0.294,0.108,0.225
38,11/8/2011 13:00,0.294,-0.168692308,0.001846154
39,11/8/2011 14:00,0.294,-0.4285,-0.2625
40,11/8/2011 15:00,0.294,-0.449571429,-0.298071429
41,11/8/2011 16:00,0.294,-0.1725,-0.083
42,11/8/2011 17:00,0.294,0.215,-0.0175
43,11/8/2011 18:00,0.294,0.641,0.039
44,11/8/2011 19:00,0.284,0.9845,0.083
45,11/8/2011 20:00,0.284,1.1485,0.12
46,11/8/2011 21:00,0.284,0.985,0.1515
47,11/8/2011 22:00,0.284,0.62,0.1785
48,11/8/2011 23:00,0.284,0.2485,0.2015
49,11/9/2011 0:00,0.294,-0.067538462,0.123
50,11/9/2011 1:00,0.294,-0.379,-0.2015
51,11/9/2011 2:00,0.294,-0.6385,-0.4315
52,11/9/2011 3:00,0.294,-0.727,-0.5685
53,11/9/2011 4:00,0.294,-0.484,-0.4315
54,11/9/2011 5:00,0.294,-0.141862069,-0.249586207
55,11/9/2011 6:00,0.284,0.3515,-0.1625
56,11/9/2011 7:00,0.284,0.756,-0.0915
57,11/9/2011 8:00,0.284,1.0965,-0.038
58,11/9/2011 9:00,0.284,1.207,0.0145
59,11/9/2011 10:00,0.284,0.951,0.058
60,11/9/2011 11:00,0.284,0.576105263,0.089052632
61,11/9/2011 12:00,0.284,0.218,0.1185
62,11/9/2011 13:00,0.284,-0.104214286,0.087642857
63,11/9/2011 14:00,0.284,-0.3415,-0.189
64,11/9/2011 15:00,0.284,-0.4845,-0.3515
65,11/9/2011 16:00,0.284,-0.327481481,-0.225333333
66,11/9/2011 17:00,0.284,0.152,-0.1075
67,11/9/2011 18:00,0.284,0.5925,-0.0525
68,11/9/2011 19:00,0.284,0.945,-0.004
69,11/9/2011 20:00,0.284,1.209,0.0395
70,11/9/2011 21:00,0.284,1.246,0.078
71,11/9/2011 22:00,0.284,0.935,0.111
72,11/9/2011 23:00,0.284,0.515,0.1395
73,11/10/2011 0:00,0.284,0.1185,0.1595
74,11/10/2011 1:00,0.284,-0.160230769,0.033
75,11/10/2011 2:00,0.284,-0.4765,-0.2905
76,11/10/2011 3:00,0.284,-0.736,-0.5255
77,11/10/2011 4:00,0.284,-0.7655,-0.6275
78,11/10/2011 5:00,0.284,-0.436714286,-0.391642857
79,11/10/2011 6:00,0.284,0.023,-0.256
80,11/10/2011 7:00,0.274,0.461,-0.175
81,11/10/2011 8:00,0.274,0.8975,-0.1095
82,11/10/2011 9:00,0.274,1.172,-0.057
83,11/10/2011 10:00,0.274,1.137684211,-0.008315789
84,11/10/2011 11:00,0.274,0.814,0.0275
85,11/10/2011 12:00,0.274,0.411,0.067
86,11/10/2011 13:00,0.274,0.043,0.0865
87,11/10/2011 14:00,0.274,-0.234148148,-0.043481481
88,11/10/2011 15:00,0.274,-0.526,-0.352
89,11/10/2011 16:00,0.274,-0.6165,-0.481
90,11/10/2011 17:00,0.274,-0.383407407,-0.303851852
91,11/10/2011 18:00,0.274,0.0245,-0.1915
92,11/10/2011 19:00,0.264,0.464,-0.131
93,11/10/2011 20:00,0.264,0.80525,-0.07825
94,11/10/2011 21:00,0.264,0.984,-0.035
95,11/10/2011 22:00,0.264,0.931,0.0005
96,11/10/2011 23:00,0.264,0.5825,0.0355
97,11/11/2011 0:00,0.264,0.200190476,0.066095238
98,11/11/2011 1:00,0.264,-0.171357143,0.009785714
99,11/11/2011 2:00,0.264,-0.43,-0.2765
100,11/11/2011 3:00,0.264,-0.7015,-0.5125
101,11/11/2011 4:00,0.264,-0.8785,-0.7025
102,11/11/2011 5:00,0.254,-0.718068966,-0.628896552
103,11/11/2011 6:00,0.254,-0.3495,-0.4075
104,11/11/2011 7:00,0.244,0.0875,-0.3155
105,11/11/2011 8:00,0.244,0.5325,-0.2415
106,11/11/2011 9:00,0.234,0.8905,-0.175
107,11/11/2011 10:00,0.234,1.074,-0.1205
108,11/11/2011 11:00,0.234,0.9525,-0.0755
109,11/11/2011 12:00,0.234,0.602,-0.0405
110,11/11/2011 13:00,0.234,0.2545,-0.009
111,11/11/2011 14:00,0.234,0.0275,0.0105
112,11/11/2011 15:00,0.244,-0.2255,0.028
113,11/11/2011 16:00,0.234,-0.34,0.0415
114,11/11/2011 17:00,0.234,-0.235666667,-0.01
115,11/11/2011 18:00,0.234,-0.0768,0.0236
116,11/11/2011 19:00,0.234,0.2765,0.0565
117,11/11/2011 20:00,0.234,0.6185,0.0805
118,11/11/2011 21:00,0.234,0.908736842,0.099578947
119,11/11/2011 22:00,0.234,0.9915,0.119
120,11/11/2011 23:00,0.234,0.771,0.1365
121,11/12/2011 0:00,0.234,0.402,0.153
122,11/12/2011 1:00,0.234,-0.021357143,0.128357143
123,11/12/2011 2:00,0.234,-0.3405,-0.17
124,11/12/2011 3:00,0.234,-0.6135,-0.4125
125,11/12/2011 4:00,0.234,-0.8625,-0.655
126,11/12/2011 5:00,0.234,-0.929684211,-0.770947368
127,11/12/2011 6:00,0.224,-0.691517241,-0.584413793
128,11/12/2011 7:00,0.214,-0.255,-0.393
129,11/12/2011 8:00,0.214,0.229,-0.3115
130,11/12/2011 9:00,0.214,0.668,-0.2475
131,11/12/2011 10:00,0.214,0.9845,-0.189
132,11/12/2011 11:00,0.214,1.101,-0.142
133,11/12/2011 12:00,0.214,0.9265,-0.1005
134,11/12/2011 13:00,0.214,0.5825,-0.071
135,11/12/2011 14:00,0.214,0.1835,-0.0365
136,11/12/2011 15:00,0.214,-0.1155,-0.01
137,11/12/2011 16:00,0.214,-0.3695,0.016
138,11/12/2011 17:00,0.214,-0.4435,0.033
139,11/12/2011 18:00,0.214,-0.2505,0.044
140,11/12/2011 19:00,0.204,0.063,0.0605
141,11/12/2011 20:00,0.204,0.4535,0.073
142,11/12/2011 21:00,0.204,0.732947368,0.085894737
143,11/12/2011 22:00,0.204,0.944,0.105
144,11/12/2011 23:00,0.204,0.924,0.1225
145,11/13/2011 0:00,0.204,0.65,0.13
146,11/13/2011 1:00,0.204,0.291,0.141
147,11/13/2011 2:00,0.204,-0.063777778,0.098740741
148,11/13/2011 3:00,0.204,-0.3475,-0.1925
149,11/13/2011 4:00,0.204,-0.637,-0.4415
150,11/13/2011 5:00,0.204,-0.8005,-0.626
151,11/13/2011 6:00,0.204,-0.788105263,-0.683578947
152,11/13/2011 7:00,0.204,-0.519448276,-0.459586207
153,11/13/2011 8:00,0.194,-0.0735,-0.3285
154,11/13/2011 9:00,0.194,0.362947368,-0.261473684
155,11/13/2011 10:00,0.194,0.7585,-0.2035
156,11/13/2011 11:00,0.194,1.001,-0.1495
157,11/13/2011 12:00,0.194,0.979789474,-0.105157895
158,11/13/2011 13:00,0.194,0.662,-0.075
159,11/13/2011 14:00,0.194,0.27,-0.041
160,11/13/2011 15:00,0.194,-0.09,-0.0155
161,11/13/2011 16:00,0.194,-0.3595,0.011
162,11/13/2011 17:00,0.194,-0.5655,0.0265
163,11/13/2011 18:00,0.194,-0.5675,0.035
164,11/13/2011 19:00,0.184,-0.283,0.043
165,11/13/2011 20:00,0.184,0.0645,0.0555
166,11/13/2011 21:00,0.184,0.44,0.0655
167,11/13/2011 22:00,0.184,0.7475,0.0795
168,11/13/2011 23:00,0.184,0.921,0.0935
169,11/14/2011 0:00,0.184,0.8195,0.111
170,11/14/2011 1:00,0.184,0.5095,0.1205
171,11/14/2011 2:00,0.184,0.1065,0.1295
172,11/14/2011 3:00,0.184,-0.183777778,0.014296296
173,11/14/2011 4:00,0.184,-0.4925,-0.3175
174,11/14/2011 5:00,0.184,-0.7605,-0.554
175,11/14/2011 6:00,0.184,-0.863,-0.707
176,11/14/2011 7:00,0.184,-0.695642857,-0.591642857
177,11/14/2011 8:00,0.174,-0.367176471,-0.407882353
178,11/14/2011 9:00,0.174,0.055,-0.328
179,11/14/2011 10:00,0.174,0.4595,-0.2615
180,11/14/2011 11:00,0.174,0.8065,-0.204
181,11/14/2011 12:00,0.174,0.9485,-0.1565
182,11/14/2011 13:00,0.174,0.7295,-0.113
183,11/14/2011 14:00,0.174,0.379263158,-0.081473684
184,11/14/2011 15:00,0.174,-0.0105,-0.053
