index,well,date,tide,hw
1,0.234,1/1/2011 0:00,-1.4045,0.1495
2,0.234,1/1/2011 1:00,-1.5735,0.146
3,0.154,1/1/2011 2:00,-1.751,0.1445
4,0.134,1/1/2011 3:00,-1.604,0.141
5,0.144,1/1/2011 4:00,-1.2765,0.1415
6,0.174,1/1/2011 5:00,-0.843,0.1415
7,0.194,1/1/2011 6:00,-0.433,0.1445
8,0.204,1/1/2011 7:00,-0.111,0.1455
9,0.214,1/1/2011 8:00,-0.0245,0.146
10,0.224,1/1/2011 9:00,-0.247,0.142
11,0.234,1/1/2011 10:00,-0.577,0.1435
12,0.234,1/1/2011 11:00,-0.8835,0.1425
13,0.234,1/1/2011 12:00,-1.184,0.1425
14,0.244,1/1/2011 13:00,-1.4315,0.142
15,0.174,1/1/2011 14:00,-1.638,0.1425
16,0.134,1/1/2011 15:00,-1.65,0.1425
17,0.134,1/1/2011 16:00,-1.4095,0.1405
18,0.164,1/1/2011 17:00,-1.0595,0.1475
19,0.184,1/1/2011 18:00,-0.698,0.148
20,0.204,1/1/2011 19:00,-0.4135,0.148
21,0.214,1/1/2011 20:00,-0.3275,0.148
22,0.214,1/1/2011 21:00,-0.586,0.148
23,0.234,1/1/2011 22:00,-0.8425,0.148
24,0.234,1/1/2011 23:00,-1.1655,0.1485
25,0.234,1/2/2011 0:00,-1.4525,0.155
26,0.234,1/2/2011 1:00,-1.718,0.1575
27,0.134,1/2/2011 2:00,-1.955,0.1575
28,0.134,1/2/2011 3:00,-2.1185,0.149
29,0.154,1/2/2011 4:00,-2.0285,0.148
30,0.174,1/2/2011 5:00,-1.7125,0.148
31,0.194,1/2/2011 6:00,-1.3085,0.148
32,0.204,1/2/2011 7:00,-0.874,0.148
33,0.214,1/2/2011 8:00,-0.5275,0.152
34,0.224,1/2/2011 9:00,-0.408,0.1495
35,0.234,1/2/2011 10:00,-0.651,0.1475
36,0.234,1/2/2011 11:00,-0.9725,0.1465
37,0.244,1/2/2011 12:00,-1.268,0.1465
38,0.194,1/2/2011 13:00,-1.518,0.148
39,0.134,1/2/2011 14:00,-1.734,0.149
40,0.134,1/2/2011 15:00,-1.9385,0.1535
41,0.154,1/2/2011 16:00,-1.937,0.155
42,0.174,1/2/2011 17:00,-1.668,0.158
43,0.194,1/2/2011 18:00,-1.3325,0.158
44,0.204,1/2/2011 19:00,-0.9705,0.158
45,0.214,1/2/2011 20:00,-0.689,0.1575
46,0.214,1/2/2011 21:00,-0.67,0.1575
47,0.234,1/2/2011 22:00,-0.947,0.155
48,0.234,1/2/2011 23:00,-1.241,0.1545
49,0.244,1/3/2011 0:00,-1.52,0.1535
50,0.244,1/3/2011 1:00,-1.777,0.1555
51,0.154,1/3/2011 2:00,-2.027,0.157
52,0.134,1/3/2011 3:00,-2.2435,0.158
53,0.154,1/3/2011 4:00,-2.388,0.158
54,0.174,1/3/2011 5:00,-2.243,0.162
55,0.194,1/3/2011 6:00,-1.9185,0.1585
56,0.204,1/3/2011 7:00,-1.4915,0.158
57,0.214,1/3/2011 8:00,-1.035,0.158
58,0.224,1/3/2011 9:00,-0.6885,0.158
59,0.234,1/3/2011 10:00,-0.588,0.1585
60,0.234,1/3/2011 11:00,-0.8465,0.158
61,0.234,1/3/2011 12:00,-1.1445,0.1585
62,0.134,1/3/2011 13:00,-1.4405,0.157
63,0.114,1/3/2011 14:00,-1.668,0.1495
64,0.134,1/3/2011 15:00,-1.9,0.1475
65,0.154,1/3/2011 16:00,-2.044,0.1485
