index,well,date,tide,hw
1,0.194,4/18/2016 0:00,-0.412,-0.150181818
2,0.194,4/18/2016 1:00,-0.621714286,-0.3445
3,0.194,4/18/2016 2:00,-0.544333333,-0.4
4,0.194,4/18/2016 3:00,-0.347428571,-0.257
5,0.194,4/18/2016 4:00,-0.024823529,-0.106285714
6,0.194,4/18/2016 5:00,0.339,-0.02
7,0.194,4/18/2016 6:00,0.704588235,0.063
8,0.194,4/18/2016 7:00,0.92,0.128
9,0.194,4/18/2016 8:00,0.888545455,0.168
10,0.194,4/18/2016 9:00,0.648210526,0.204666667
11,0.194,4/18/2016 10:00,0.276142857,0.218
12,0.194,4/18/2016 11:00,-0.046,0.100222222
13,0.194,4/18/2016 12:00,-0.339846154,-0.107
14,0.194,4/18/2016 13:00,-0.55725,-0.334307692
15,0.194,4/18/2016 14:00,-0.651714286,-0.497
16,0.194,4/18/2016 15:00,-0.540210526,-0.328
17,0.194,4/18/2016 16:00,-0.224666667,-0.1945
18,0.194,4/18/2016 17:00,0.129882353,-0.136
19,0.194,4/18/2016 18:00,0.505875,-0.077
20,0.164,4/18/2016 19:00,0.8065,-0.0345
21,0.164,4/18/2016 20:00,0.943,-0.002
22,0.164,4/18/2016 21:00,0.762,0.028
23,0.164,4/18/2016 22:00,0.436857143,0.051333333
24,0.164,4/18/2016 23:00,0.11025,0.081333333
25,0.164,4/19/2016 0:00,-0.1615,-0.020888889
26,0.174,4/19/2016 1:00,-0.4135,-0.2445
27,0.174,4/19/2016 2:00,-0.57475,-0.419142857
28,0.174,4/19/2016 3:00,-0.518666667,-0.299777778
29,0.174,4/19/2016 4:00,-0.230666667,-0.178666667
30,0.174,4/19/2016 5:00,0.105333333,-0.128
31,0.174,4/19/2016 6:00,0.429714286,-0.077
32,0.174,4/19/2016 7:00,0.711692308,-0.038666667
33,0.174,4/19/2016 8:00,0.916142857,-0.002
34,0.174,4/19/2016 9:00,0.806142857,0.018
35,0.174,4/19/2016 10:00,0.424526316,0.0355
36,0.174,4/19/2016 11:00,0.025176471,0.058
37,0.174,4/19/2016 12:00,-0.275285714,-0.118363636
38,0.174,4/19/2016 13:00,-0.536769231,-0.366444444
39,0.174,4/19/2016 14:00,-0.799461538,-0.400461538
40,0.174,4/19/2016 15:00,-0.746,-0.218666667
41,0.174,4/19/2016 16:00,-0.48975,-0.185333333
42,0.174,4/19/2016 17:00,-0.143647059,-0.1545
43,0.174,4/19/2016 18:00,0.236777778,-0.112
44,0.174,4/19/2016 19:00,0.6,-0.082
45,0.174,4/19/2016 20:00,0.864,-0.055333333
