index,date,well,tide,hw
1,11/6/2010 0:00,0.174,-0.5305,-0.255
2,11/6/2010 1:00,0.204,-0.948307692,-0.443538462
3,11/6/2010 2:00,0.134,-1.228,-0.193
4,11/6/2010 3:00,0.084,-1.388258065,-0.371354839
5,11/6/2010 4:00,0.044,-1.655,-0.1775
6,11/6/2010 5:00,0.004,-1.5044375,-0.3185625
7,11/6/2010 6:00,-0.006,-1.236967742,-0.342967742
8,11/6/2010 7:00,-0.026,-0.838083333,-0.206166667
9,11/6/2010 8:00,-0.026,-0.366952381,-0.277714286
10,11/6/2010 9:00,-0.036,0.035904762,-0.06247619
11,11/6/2010 10:00,-0.036,0.2745,0.0475
12,11/6/2010 11:00,-0.026,0.122,0.131
13,11/6/2010 12:00,0.064,-0.173391304,0.043217391
14,11/6/2010 13:00,0.114,-0.584888889,-0.322
15,11/6/2010 14:00,0.134,-0.962538462,-0.395846154
16,11/6/2010 15:00,0.084,-1.222,-0.194
17,11/6/2010 16:00,0.024,-1.447,-0.1565
18,11/6/2010 17:00,-0.026,-1.380074074,-0.300888889
19,11/6/2010 18:00,-0.056,-1.205,-0.242
20,11/6/2010 19:00,-0.076,-0.76,-0.2744
21,11/6/2010 20:00,-0.076,-0.365,-0.298
22,11/6/2010 21:00,-0.076,-0.016384615,-0.100076923
23,11/6/2010 22:00,-0.076,0.197,0.0105
24,11/6/2010 23:00,-0.056,-0.049181818,0.091181818
25,11/7/2010 0:00,0.014,-0.343727273,-0.135181818
26,11/7/2010 1:00,0.094,-0.7924,-0.4428
27,11/7/2010 1:00,0.094,-1.111,-0.294
28,11/7/2010 2:00,0.034,-1.3955,-0.217
29,11/7/2010 3:00,-0.016,-1.65,-0.195
30,11/7/2010 4:00,-0.066,-1.8585,-0.1735
31,11/7/2010 5:00,-0.076,-1.721,-0.1945
32,11/7/2010 6:00,-0.076,-1.359,-0.183
33,11/7/2010 7:00,-0.086,-0.896,-0.159
34,11/7/2010 8:00,-0.086,-0.308142857,-0.196642857
35,11/7/2010 9:00,-0.086,0.125851852,-0.042740741
36,11/7/2010 10:00,-0.086,0.340315789,0.023789474
37,11/7/2010 11:00,-0.056,0.128210526,0.098
38,11/7/2010 12:00,0.014,-0.209461538,0.014538462
39,11/7/2010 13:00,0.084,-0.5795,-0.35
40,11/7/2010 14:00,0.104,-0.936384615,-0.409692308
41,11/7/2010 15:00,0.074,-1.1535,-0.247
42,11/7/2010 16:00,0.004,-1.336,-0.219
43,11/7/2010 17:00,-0.056,-1.147052632,-0.209368421
44,11/7/2010 18:00,-0.086,-0.894,-0.1935
45,11/7/2010 19:00,-0.106,-0.4835,-0.156
46,11/7/2010 20:00,-0.106,-0.0425,-0.09
47,11/7/2010 21:00,-0.106,0.3055,-0.0195
48,11/7/2010 22:00,-0.106,0.398,0.0465
49,11/7/2010 23:00,-0.056,0.130190476,0.105142857
