index,date,well,tide,hw
1,11/1/2015 0:00,0.534,0.890153846,0.373
2,11/1/2015 1:00,0.534,1.026857143,0.378
3,11/1/2015 1:00,0.524,0.7865,0.378
4,11/1/2015 2:00,0.524,0.393375,0.388
5,11/1/2015 3:00,0.524,0.032,0.393
6,11/1/2015 4:00,0.524,-0.289333333,0.398
7,11/1/2015 5:00,0.524,-0.593857143,0.398
8,11/1/2015 6:00,0.524,-0.834,0.393
9,11/1/2015 7:00,0.524,-0.973142857,0.383
10,11/1/2015 8:00,0.524,-0.759529412,0.368
11,11/1/2015 9:00,0.524,-0.344947368,0.358
12,11/1/2015 10:00,0.524,0.1045,0.348
13,11/1/2015 11:00,0.504,0.555764706,0.341333333
14,11/1/2015 12:00,0.504,0.883090909,0.343
15,11/1/2015 13:00,0.504,0.930666667,0.338
16,11/1/2015 14:00,0.504,0.628666667,0.343
17,11/1/2015 15:00,0.504,0.244,0.348
18,11/1/2015 16:00,0.504,-0.109571429,0.348
19,11/1/2015 17:00,0.504,-0.400166667,0.358
20,11/1/2015 18:00,0.504,-0.65,0.353
21,11/1/2015 19:00,0.504,-0.811,0.348
22,11/1/2015 20:00,0.504,-0.688142857,0.343
23,11/1/2015 21:00,0.474,-0.368352941,0.338
24,11/1/2015 22:00,0.474,0.030111111,0.328
25,11/1/2015 23:00,0.474,0.419294118,0.321333333
26,11/2/2015 0:00,0.474,0.7315,0.328
27,11/2/2015 1:00,0.464,0.859714286,0.328
28,11/2/2015 2:00,0.464,0.638375,0.338
29,11/2/2015 3:00,0.464,0.283375,0.338
30,11/2/2015 4:00,0.464,-0.038307692,0.338
31,11/2/2015 5:00,0.464,-0.338,0.348
32,11/2/2015 6:00,0.464,-0.619846154,0.343
33,11/2/2015 7:00,0.464,-0.854,0.338
34,11/2/2015 8:00,0.464,-0.946,0.328
35,11/2/2015 9:00,0.464,-0.752428571,0.321333333
36,11/2/2015 10:00,0.454,-0.400444444,0.308
37,11/2/2015 11:00,0.454,0.011777778,0.308
38,11/2/2015 12:00,0.454,0.376666667,0.298
39,11/2/2015 13:00,0.444,0.6065,0.303
40,11/2/2015 14:00,0.444,0.591272727,0.298
41,11/2/2015 15:00,0.444,0.331142857,0.298
42,11/2/2015 16:00,0.444,0.017571429,0.298
43,11/2/2015 17:00,0.444,-0.294461538,0.308
44,11/2/2015 18:00,0.444,-0.567538462,0.308
45,11/2/2015 19:00,0.444,-0.791555556,0.303
46,11/2/2015 20:00,0.444,-0.91,0.293
47,11/2/2015 21:00,0.434,-0.766,0.288
48,11/2/2015 22:00,0.434,-0.455285714,0.283
49,11/2/2015 23:00,0.424,-0.099529412,0.278
50,11/3/2015 0:00,0.424,0.248,0.273
51,11/3/2015 1:00,0.424,0.48525,0.278
52,11/3/2015 2:00,0.424,0.62525,0.283
53,11/3/2015 3:00,0.424,0.469454545,0.288
54,11/3/2015 4:00,0.424,0.191333333,0.294666667
55,11/3/2015 5:00,0.424,-0.111714286,0.298
56,11/3/2015 6:00,0.424,-0.397428571,0.298
57,11/3/2015 7:00,0.424,-0.657538462,0.288
58,11/3/2015 8:00,0.424,-0.85975,0.281333333
59,11/3/2015 9:00,0.424,-0.886,0.273
60,11/3/2015 10:00,0.414,-0.648142857,0.258
61,11/3/2015 11:00,0.414,-0.316588235,0.248
62,11/3/2015 12:00,0.404,0.044625,0.253
63,11/3/2015 13:00,0.404,0.358615385,0.253
64,11/3/2015 14:00,0.404,0.54,0.248
65,11/3/2015 15:00,0.404,0.50525,0.248
66,11/3/2015 16:00,0.404,0.305666667,0.253
67,11/3/2015 17:00,0.394,0.019,0.258
68,11/3/2015 18:00,0.394,-0.256909091,0.258
69,11/3/2015 19:00,0.394,-0.46,0.258
70,11/3/2015 20:00,0.394,-0.666909091,0.258
71,11/3/2015 21:00,0.394,-0.781714286,0.253
72,11/3/2015 22:00,0.394,-0.675,0.253
73,11/3/2015 23:00,0.384,-0.410285714,0.243
74,11/4/2015 0:00,0.384,-0.0985,0.243
75,11/4/2015 1:00,0.384,0.243333333,0.238
76,11/4/2015 2:00,0.384,0.498,0.231333333
77,11/4/2015 3:00,0.384,0.579,0.238
78,11/4/2015 4:00,0.384,0.404769231,0.248
79,11/4/2015 5:00,0.384,0.1415,0.251333333
80,11/4/2015 6:00,0.384,-0.105230769,0.253
81,11/4/2015 7:00,0.384,-0.376769231,0.253
82,11/4/2015 8:00,0.384,-0.59225,0.243
83,11/4/2015 9:00,0.374,-0.771714286,0.238
84,11/4/2015 10:00,0.374,-0.781,0.224666667
85,11/4/2015 11:00,0.364,-0.579846154,0.213
86,11/4/2015 12:00,0.364,-0.278857143,0.218
87,11/4/2015 13:00,0.364,0.036666667,0.211333333
88,11/4/2015 14:00,0.354,0.329,0.213
89,11/4/2015 15:00,0.354,0.532888889,0.208
90,11/4/2015 16:00,0.354,0.579,0.213
91,11/4/2015 17:00,0.354,0.4,0.213
92,11/4/2015 18:00,0.344,0.143285714,0.218
93,11/4/2015 19:00,0.344,-0.127,0.224666667
94,11/4/2015 20:00,0.344,-0.355166667,0.228
95,11/4/2015 21:00,0.344,-0.555,0.223
96,11/4/2015 22:00,0.344,-0.614,0.218
97,11/4/2015 23:00,0.344,-0.497111111,0.213
98,11/5/2015 0:00,0.344,-0.268307692,0.208
99,11/5/2015 1:00,0.334,0.052571429,0.208
100,11/5/2015 2:00,0.334,0.3515,0.208
101,11/5/2015 3:00,0.334,0.617,0.213
102,11/5/2015 4:00,0.334,0.738,0.208
103,11/5/2015 5:00,0.334,0.586,0.218
104,11/5/2015 6:00,0.334,0.310923077,0.228
105,11/5/2015 7:00,0.334,0.042571429,0.228
106,11/5/2015 8:00,0.334,-0.214181818,0.223
107,11/5/2015 9:00,0.334,-0.399846154,0.218
108,11/5/2015 10:00,0.324,-0.581,0.218
109,11/5/2015 11:00,0.324,-0.604333333,0.211333333
110,11/5/2015 12:00,0.324,-0.383692308,0.208
111,11/5/2015 13:00,0.324,-0.091,0.203
112,11/5/2015 14:00,0.314,0.196,0.193
113,11/5/2015 15:00,0.314,0.464,0.193
