index,well,date,tide,hw
1,1.365,2/12/2012 0:00,0.454166667,1.456666667
2,1.385,2/12/2012 1:00,0.296666667,1.466666667
3,1.405,2/12/2012 2:00,-0.020833333,1.4775
4,1.415,2/12/2012 3:00,-0.458333333,1.4925
5,1.415,2/12/2012 4:00,-0.94,1.505833333
6,1.425,2/12/2012 5:00,-1.335833333,1.5175
7,1.435,2/12/2012 6:00,-1.6225,1.525
8,1.455,2/12/2012 7:00,-1.5425,1.534166667
9,1.465,2/12/2012 8:00,-1.079166667,1.541666667
10,1.465,2/12/2012 9:00,-0.6375,1.553333333
11,1.475,2/12/2012 10:00,-0.074090909,1.562272727
12,1.495,2/12/2012 11:00,0.359166667,1.573333333
13,1.505,2/12/2012 12:00,0.61,1.580833333
14,1.505,2/12/2012 13:00,0.5375,1.5925
15,1.515,2/12/2012 14:00,0.1625,1.601666667
16,1.525,2/12/2012 15:00,-0.211666667,1.605
17,1.535,2/12/2012 16:00,-0.631666667,1.6125
18,1.535,2/12/2012 17:00,-1.07,1.616666667
19,1.545,2/12/2012 18:00,-1.433333333,1.625
20,1.545,2/12/2012 19:00,-1.6725,1.630833333
21,1.555,2/12/2012 20:00,-1.573333333,1.640833333
22,1.565,2/12/2012 21:00,-1.090833333,1.645833333
23,1.565,2/12/2012 22:00,-0.593333333,1.654166667
24,1.575,2/12/2012 23:00,-0.069166667,1.660833333
25,1.585,2/13/2012 0:00,0.336818182,1.639545455
26,1.585,2/13/2012 1:00,0.316666667,1.431666667
27,1.525,2/13/2012 2:00,0.153333333,1.2925
28,1.465,2/13/2012 3:00,-0.189166667,1.149166667
29,1.385,2/13/2012 4:00,-0.679347826,1.005
30,1.315,2/13/2012 5:00,-0.948333333,1.175
31,1.305,2/13/2012 6:00,-1.228333333,1.234166667
32,1.305,2/13/2012 7:00,-1.429166667,1.285
33,1.305,2/13/2012 8:00,-1.345833333,1.32
34,1.315,2/13/2012 9:00,-0.856666667,1.345
35,1.325,2/13/2012 10:00,-0.368333333,1.36
36,1.335,2/13/2012 11:00,0.215,1.375833333
37,1.355,2/13/2012 12:00,0.616666667,1.39
38,1.365,2/13/2012 13:00,0.7875,1.4
39,1.375,2/13/2012 14:00,0.6125,1.415
40,1.385,2/13/2012 15:00,0.201666667,1.444166667
41,1.395,2/13/2012 16:00,-0.199166667,1.460833333
42,1.405,2/13/2012 17:00,-0.5875,1.471666667
43,1.415,2/13/2012 18:00,-0.9675,1.48
44,1.425,2/13/2012 19:00,-1.28,1.490833333
45,1.435,2/13/2012 20:00,-1.465909091,1.499545455
46,1.435,2/13/2012 21:00,-1.309166667,1.511666667
47,1.455,2/13/2012 22:00,-0.809166667,1.5225
