index,well,date,tide,hw
1,0.965,3/25/2017 0:00,-0.855833333,0.905
2,0.965,3/25/2017 1:00,-1.033571429,0.891666667
3,0.965,3/25/2017 2:00,-0.919375,0.895
4,0.965,3/25/2017 3:00,-0.552058824,0.915
5,0.965,3/25/2017 4:00,-0.146666667,0.905
6,0.965,3/25/2017 5:00,0.262777778,0.921666667
7,0.965,3/25/2017 6:00,0.591363636,0.951666667
8,0.965,3/25/2017 7:00,0.711,0.971666667
9,0.965,3/25/2017 8:00,0.516333333,0.975
10,0.965,3/25/2017 9:00,0.16,0.955
11,0.965,3/25/2017 10:00,-0.211470588,0.931666667
12,0.965,3/25/2017 11:00,-0.569166667,0.907307692
13,0.965,3/25/2017 12:00,-0.9194,0.891923077
14,0.965,3/25/2017 13:00,-1.18,0.885
15,0.965,3/25/2017 14:00,-1.196428571,0.885
16,0.965,3/25/2017 15:00,-0.886,0.885
17,0.965,3/25/2017 16:00,-0.524,0.9075
18,0.965,3/25/2017 17:00,-0.091470588,0.921666667
19,0.965,3/25/2017 18:00,0.308333333,0.945
20,0.965,3/25/2017 19:00,0.5025,0.965
21,0.965,3/25/2017 20:00,0.430555556,0.975
22,0.965,3/25/2017 21:00,0.156333333,0.961666667
23,0.965,3/25/2017 22:00,-0.192647059,0.945
24,0.965,3/25/2017 23:00,-0.543235294,0.926666667
25,0.965,3/26/2017 0:00,-0.887222222,0.925
26,0.965,3/26/2017 1:00,-1.205833333,0.908333333
27,0.965,3/26/2017 2:00,-1.308333333,0.905
28,0.965,3/26/2017 3:00,-1.070714286,0.905
29,0.965,3/26/2017 4:00,-0.624,0.923
30,0.965,3/26/2017 5:00,-0.206304348,0.935
31,0.965,3/26/2017 6:00,0.275526316,0.94
32,0.965,3/26/2017 7:00,0.614333333,0.955
33,0.965,3/26/2017 8:00,0.7275,0.973
34,0.965,3/26/2017 9:00,0.445869565,0.973333333
35,0.965,3/26/2017 10:00,-0.021470588,0.9425
36,0.965,3/26/2017 11:00,-0.405,0.919
37,0.965,3/26/2017 12:00,-0.814545455,0.8975
38,0.965,3/26/2017 13:00,-1.165,0.886666667
