index,well,date,tide,
209,0.312,4/5/2015 16:00,-2.038,
210,0.312,4/5/2015 17:00,-1.818,
211,0.312,4/5/2015 18:00,-1.418,
212,0.312,4/5/2015 19:00,-0.803,
213,0.312,4/5/2015 20:00,-0.231333333,
214,0.312,4/5/2015 21:00,0.238666667,
215,0.312,,,
216,0.312,4/5/2015 23:00,0.245333333,
217,0.312,4/6/2015 0:00,-0.211333333,
218,0.312,4/6/2015 1:00,-0.671333333,
219,0.312,4/6/2015 2:00,-1.148,
220,0.312,4/6/2015 3:00,-1.533,
221,0.312,4/6/2015 4:00,-1.758,
222,0.312,4/6/2015 5:00,-1.718,
223,0.312,4/6/2015 6:00,-1.351333333,
224,0.312,4/6/2015 7:00,-0.864666667,
225,0.312,4/6/2015 8:00,-0.341333333,
226,0.312,4/6/2015 9:00,0.102,
227,0.312,4/6/2015 10:00,0.322,
228,0.312,4/6/2015 11:00,0.152,
229,0.302,4/6/2015 12:00,-0.278,
230,0.302,4/6/2015 13:00,-0.751333333,
231,0.302,4/6/2015 14:00,-1.254666667,
232,0.302,4/6/2015 15:00,-1.708,
233,0.302,4/6/2015 16:00,-2.008,
234,0.302,4/6/2015 17:00,-1.978,
235,0.302,4/6/2015 18:00,-1.6255,
236,0.302,4/6/2015 19:00,-1.061333333,
237,0.302,4/6/2015 20:00,-0.524666667,
238,0.302,4/6/2015 21:00,-0.008,
239,0.302,4/6/2015 22:00,0.372,
240,0.302,4/6/2015 23:00,0.332,
241,0.302,4/7/2015 0:00,-0.031333333,
242,0.302,4/7/2015 1:00,-0.453,
243,0.302,4/7/2015 2:00,-0.9405,
244,0.302,4/7/2015 3:00,-1.378,
245,0.302,4/7/2015 4:00,-1.663,
246,0.302,4/7/2015 5:00,-1.878,
247,0.302,4/7/2015 6:00,-1.683,
248,0.302,4/7/2015 7:00,-1.271333333,
249,0.302,4/7/2015 8:00,-0.821333333,
250,0.302,4/7/2015 9:00,-0.368,
251,0.302,4/7/2015 10:00,-0.023,
252,0.302,4/7/2015 11:00,0.012,
253,0.302,4/7/2015 12:00,-0.294666667,
254,0.302,4/7/2015 13:00,-0.784666667,
255,0.292,4/7/2015 14:00,-1.291333333,
256,0.292,4/7/2015 15:00,-1.683,
257,0.292,4/7/2015 16:00,-2.061333333,
258,0.292,4/7/2015 17:00,-2.308,
259,0.292,4/7/2015 18:00,-2.143,
260,0.292,4/7/2015 19:00,-1.744666667,
261,0.292,4/7/2015 20:00,-1.244666667,
262,0.292,4/7/2015 21:00,-0.748,
263,0.292,4/7/2015 22:00,-0.284666667,
264,0.292,4/7/2015 23:00,0.012,

