index,well,date,tide
1,0.042,2/4/2009 13:00,-1.148
2,0.042,2/4/2009 14:00,-0.763
3,0.042,2/4/2009 15:00,-0.558
4,0.042,2/4/2009 16:00,-0.568
5,0.042,2/4/2009 17:00,-0.778
6,0.042,2/4/2009 18:00,-1.154666667
7,0.042,2/4/2009 19:00,-1.614666667
8,0.042,2/4/2009 20:00,-2.013
9,0.042,2/4/2009 21:00,-2.318
10,0.042,2/4/2009 22:00,-2.648
11,0.042,2/4/2009 23:00,-2.678
12,0.042,2/5/2009 0:00,-2.483
13,0.042,2/5/2009 1:00,-2.178
14,0.042,2/5/2009 2:00,-1.821333333
15,0.042,2/5/2009 3:00,-1.364666667
16,0.042,2/5/2009 4:00,-0.983
17,0.042,2/5/2009 5:00,-0.768
18,0.042,2/5/2009 6:00,-0.878
19,0.042,2/5/2009 7:00,-1.214666667
20,0.042,2/5/2009 8:00,-1.568
21,0.042,2/5/2009 9:00,-1.948
22,0.042,2/5/2009 10:00,-2.248
23,0.042,2/5/2009 11:00,-2.268
24,0.042,2/5/2009 12:00,-2.108
25,0.042,2/5/2009 13:00,-1.808
26,0.042,2/5/2009 14:00,-1.448
27,0.042,2/5/2009 15:00,-1.063
28,0.042,2/5/2009 16:00,-0.758
29,0.042,2/5/2009 17:00,-0.628
30,0.042,2/5/2009 18:00,-0.828
31,0.042,2/5/2009 19:00,-1.211333333
32,0.042,2/5/2009 20:00,-1.623
33,0.042,2/5/2009 21:00,-2.004666667
34,0.042,2/5/2009 22:00,-2.383
35,0.042,2/5/2009 23:00,-2.663
36,0.042,2/6/2009 0:00,-2.698
37,0.042,2/6/2009 1:00,-2.503
38,0.042,2/6/2009 2:00,-2.131333333
39,0.042,2/6/2009 3:00,-1.678
40,0.042,2/6/2009 4:00,-1.1155
41,0.042,2/6/2009 5:00,-0.643
42,0.042,2/6/2009 6:00,-0.408
43,0.042,2/6/2009 7:00,-0.423
44,0.042,2/6/2009 8:00,-0.774666667
45,0.042,2/6/2009 9:00,-1.234666667
46,0.032,2/6/2009 10:00,-1.681333333
47,0.032,2/6/2009 11:00,-2.038
48,0.032,2/6/2009 12:00,-2.228
49,0.032,2/6/2009 13:00,-2.088
50,0.032,2/6/2009 14:00,-1.793
51,0.032,2/6/2009 15:00,-1.398
52,0.032,2/6/2009 16:00,-1.003
53,0.032,2/6/2009 17:00,-0.713
54,0.032,2/6/2009 18:00,-0.508
55,0.032,2/6/2009 19:00,-0.603
56,0.032,2/6/2009 20:00,-0.988
57,0.032,2/6/2009 21:00,-1.454666667
58,0.032,2/6/2009 22:00,-1.938
59,0.032,2/6/2009 23:00,-2.313
60,0.032,2/7/2009 0:00,-2.608
61,0.032,2/7/2009 1:00,-2.788
62,0.032,2/7/2009 2:00,-2.548
63,0.032,2/7/2009 3:00,-2.088
64,0.032,2/7/2009 4:00,-1.493
65,0.032,2/7/2009 5:00,-0.934666667
66,0.032,2/7/2009 6:00,-0.461333333
67,0.032,2/7/2009 7:00,-0.198
68,0.032,2/7/2009 8:00,-0.288
69,0.022,2/7/2009 9:00,-0.681333333
70,0.022,2/7/2009 10:00,-1.178
71,0.022,2/7/2009 11:00,-1.583
72,0.022,2/7/2009 12:00,-1.958
73,0.022,2/7/2009 13:00,-2.238
74,0.012,2/7/2009 14:00,-2.233
75,0.012,2/7/2009 15:00,-1.898
76,0.012,2/7/2009 16:00,-1.421333333
77,0.012,2/7/2009 17:00,-0.964666667
78,0.012,2/7/2009 18:00,-0.578
79,0.012,2/7/2009 19:00,-0.313
80,0.012,2/7/2009 20:00,-0.463
81,0.012,2/7/2009 21:00,-0.858
82,0.012,2/7/2009 22:00,-1.334666667
83,0.012,2/7/2009 23:00,-1.828
84,0.012,2/8/2009 0:00,-2.284666667
85,0.012,2/8/2009 1:00,-2.663
86,0.012,2/8/2009 2:00,-2.738
87,0.012,2/8/2009 3:00,-2.528
88,0.012,2/8/2009 4:00,-2.138
89,0.012,2/8/2009 5:00,-1.5755
90,0.012,2/8/2009 6:00,-0.981333333
91,0.012,2/8/2009 7:00,-0.494666667
92,0.012,2/8/2009 8:00,-0.208
