index,well,date,tide,
120,0.402,3/5/2013 23:00,-1.708,
121,0.402,3/6/2013 0:00,-1.413,
122,0.402,3/6/2013 1:00,-1.113,
123,0.402,3/6/2013 2:00,-0.714666667,
124,0.402,3/6/2013 3:00,-0.258,
125,0.402,3/6/2013 4:00,0.117,
126,0.402,3/6/2013 5:00,0.072,
127,0.402,3/6/2013 6:00,-0.208,
128,0.402,3/6/2013 7:00,-0.578,
129,0.402,3/6/2013 8:00,-0.984666667,
130,0.402,3/6/2013 9:00,-1.403,
131,0.402,3/6/2013 10:00,-1.608,
133,0.402,3/6/2013 12:00,-1.528,
134,0.402,3/6/2013 13:00,-1.233,
135,0.402,3/6/2013 14:00,-0.874666667,
136,0.402,3/6/2013 15:00,-0.513,
137,0.402,3/6/2013 16:00,-0.243,
138,0.402,3/6/2013 17:00,-0.058,
139,0.402,3/6/2013 18:00,-0.201333333,
140,0.402,3/6/2013 19:00,-0.688,
141,0.402,3/6/2013 20:00,-1.133,
142,0.402,3/6/2013 21:00,-1.514666667,
143,0.402,3/6/2013 22:00,-1.883,
144,0.402,3/6/2013 23:00,-2.028,
146,0.402,3/7/2013 1:00,-1.903,
147,0.402,3/7/2013 2:00,-1.561333333,
148,0.402,3/7/2013 3:00,-1.108,
149,0.402,3/7/2013 4:00,-0.624666667,
150,0.402,3/7/2013 5:00,-0.223,
151,0.402,3/7/2013 6:00,-0.028,
152,0.392,3/7/2013 7:00,-0.218,
153,0.392,3/7/2013 8:00,-0.668,
154,0.392,3/7/2013 9:00,-1.124666667,
155,0.392,3/7/2013 10:00,-1.528,
156,0.382,3/7/2013 11:00,-1.758,
157,0.382,3/7/2013 12:00,-1.768,
158,0.382,3/7/2013 13:00,-1.598,
159,0.382,3/7/2013 14:00,-1.333,
160,0.382,3/7/2013 15:00,-0.961333333,
161,0.382,3/7/2013 16:00,-0.563,
162,0.372,3/7/2013 17:00,-0.278,
163,0.372,3/7/2013 18:00,-0.028,
164,0.372,3/7/2013 19:00,-0.143,
165,0.372,3/7/2013 20:00,-0.538,
166,0.372,3/7/2013 21:00,-0.973,
167,0.372,3/7/2013 22:00,-1.424666667,
168,0.372,3/7/2013 23:00,-1.798,
169,0.372,3/8/2013 0:00,-1.998,
170,0.372,3/8/2013 1:00,-2.018,
171,0.372,3/8/2013 2:00,-1.843,
172,0.372,3/8/2013 3:00,-1.548,
173,0.372,3/8/2013 4:00,-1.148,
174,0.372,3/8/2013 5:00,-0.588,
175,0.372,3/8/2013 6:00,-0.143,
176,0.372,3/8/2013 7:00,0.072,
177,0.372,3/8/2013 8:00,-0.054666667,
178,0.372,3/8/2013 9:00,-0.473,
179,0.372,3/8/2013 10:00,-1.008,
180,0.372,3/8/2013 11:00,-1.448,
181,0.372,3/8/2013 12:00,-1.718,
182,0.372,3/8/2013 13:00,-1.768,
183,0.372,3/8/2013 14:00,-1.648,
184,0.362,3/8/2013 15:00,-1.364666667,
185,0.362,3/8/2013 16:00,-0.914666667,
186,0.362,3/8/2013 17:00,-0.444666667,
187,0.362,3/8/2013 18:00,0.028666667,
188,0.362,3/8/2013 19:00,0.292,
189,0.362,3/8/2013 20:00,0.222,
190,0.362,3/8/2013 21:00,-0.138,
191,0.362,3/8/2013 22:00,-0.638,
192,0.362,3/8/2013 23:00,-1.171333333,
193,0.362,3/9/2013 0:00,-1.548,
194,0.362,3/9/2013 1:00,-1.768,
195,0.362,3/9/2013 2:00,-1.718,
196,0.362,3/9/2013 3:00,-1.533,
197,0.362,3/9/2013 4:00,-1.168,
198,0.362,3/9/2013 5:00,-0.5455,
199,0.362,3/9/2013 6:00,0.005333333,
200,0.362,3/9/2013 7:00,0.402,
201,0.362,3/9/2013 8:00,0.602,
202,0.362,3/9/2013 9:00,0.2645,
203,0.362,3/9/2013 10:00,-0.258,
204,0.362,3/9/2013 11:00,-0.744666667,
205,0.362,3/9/2013 12:00,-1.153,
206,0.352,3/9/2013 13:00,-1.463,
207,0.352,3/9/2013 15:00,-1.508,
208,0.352,3/9/2013 16:00,-1.158,
209,0.352,3/9/2013 17:00,-0.674666667,
210,0.352,3/9/2013 18:00,-0.1105,
211,0.352,3/9/2013 19:00,0.362,
212,0.352,3/9/2013 20:00,0.652,
213,0.352,3/9/2013 21:00,0.537,
214,0.352,3/9/2013 22:00,0.115333333,
215,0.352,3/9/2013 23:00,-0.411333333,
216,0.352,3/10/2013 0:00,-0.928,
217,0.352,3/10/2013 1:00,-1.368,
218,0.352,3/10/2013 2:00,-1.608,
219,0.352,3/10/2013 3:00,-1.588,
220,0.352,3/10/2013 4:00,-1.248,
221,0.352,3/10/2013 5:00,-0.801333333,
222,0.352,3/10/2013 6:00,-0.271333333,
223,0.352,3/10/2013 7:00,0.242,
224,0.352,3/10/2013 8:00,0.657,
225,0.352,3/10/2013 9:00,0.757,
226,0.352,3/10/2013 10:00,0.352,
227,0.352,3/10/2013 11:00,-0.128,
228,0.352,3/10/2013 12:00,-0.574666667,
229,0.352,3/10/2013 13:00,-1.081333333,
230,0.352,3/10/2013 14:00,-1.408,
231,0.352,3/10/2013 15:00,-1.518,
232,0.352,3/10/2013 16:00,-1.333,
233,0.352,3/10/2013 17:00,-0.958,
234,0.352,3/10/2013 18:00,-0.398,
235,0.352,3/10/2013 19:00,0.162,
236,0.352,3/10/2013 20:00,0.622,
237,0.352,3/10/2013 21:00,0.912,
238,0.352,3/10/2013 22:00,0.675333333,
239,0.352,3/10/2013 23:00,0.178666667,
240,0.352,3/11/2013 0:00,-0.334666667,
241,0.352,3/11/2013 1:00,-0.858,
242,0.352,3/11/2013 2:00,-1.238,
243,0.352,3/11/2013 3:00,-1.418,
244,0.352,3/11/2013 4:00,-1.278,
245,0.352,3/11/2013 5:00,-1.011333333,
246,0.352,3/11/2013 6:00,-0.541333333,
247,0.352,3/11/2013 7:00,-0.031333333,
248,0.352,3/11/2013 8:00,0.5795,
249,0.352,3/11/2013 9:00,0.942,
250,0.352,3/11/2013 10:00,0.942,
251,0.352,3/11/2013 11:00,0.525333333,
252,0.352,3/11/2013 12:00,-0.068,
253,0.352,3/11/2013 13:00,-0.578,
254,0.352,3/11/2013 14:00,-0.974666667,
255,0.352,3/11/2013 15:00,-1.323,
256,0.352,3/11/2013 16:00,-1.338,
257,0.352,3/11/2013 17:00,-1.128,
258,0.352,3/11/2013 18:00,-0.731333333,
259,0.352,3/11/2013 19:00,-0.153,
260,0.352,3/11/2013 20:00,0.577,
261,0.352,3/11/2013 21:00,1.047,
262,0.352,3/11/2013 22:00,1.132,
263,0.352,3/11/2013 23:00,0.835333333,
264,0.352,3/12/2013 0:00,0.322,
265,0.352,3/12/2013 1:00,-0.258,
266,0.352,3/12/2013 2:00,-0.683,
267,0.352,3/12/2013 3:00,-0.993,
268,0.352,3/12/2013 4:00,-1.128,
269,0.352,3/12/2013 5:00,-0.898,
270,0.352,3/12/2013 6:00,-0.494666667,
271,0.352,3/12/2013 7:00,0.012,
272,0.352,3/12/2013 8:00,0.548666667,
273,0.352,3/12/2013 9:00,1.022,
274,0.352,3/12/2013 10:00,1.162,
275,0.352,3/12/2013 11:00,0.828666667,
276,0.352,3/12/2013 12:00,0.318666667,
277,0.352,3/12/2013 13:00,-0.178,
278,0.352,3/12/2013 14:00,-0.588,
279,0.352,3/12/2013 15:00,-1.001333333,
280,0.352,3/12/2013 16:00,-1.288,
281,0.352,3/12/2013 17:00,-1.218,
282,0.352,3/12/2013 18:00,-0.934666667,
283,0.352,3/12/2013 19:00,-0.454666667,
284,0.352,3/12/2013 20:00,0.092,
285,0.352,3/12/2013 21:00,0.608666667,
286,0.352,3/12/2013 22:00,1.022,
287,0.352,3/12/2013 23:00,0.812,
288,0.352,3/13/2013 0:00,0.402,
289,0.352,3/13/2013 1:00,-0.091333333,
290,0.352,3/13/2013 2:00,-0.618,
291,0.352,3/13/2013 3:00,-1.028,
292,0.352,3/13/2013 4:00,-1.318,
293,0.352,3/13/2013 5:00,-1.408,
294,0.352,3/13/2013 6:00,-1.263,
295,0.352,3/13/2013 7:00,-0.884666667,
296,0.352,3/13/2013 8:00,-0.308,
297,0.352,3/13/2013 9:00,0.282,
298,0.352,3/13/2013 10:00,0.637,
299,0.352,3/13/2013 11:00,0.692,
300,0.352,3/13/2013 12:00,0.345333333,
301,0.352,3/13/2013 13:00,-0.164666667,
302,0.352,3/13/2013 14:00,-0.691333333,
303,0.352,3/13/2013 15:00,-1.143,
304,0.352,3/13/2013 16:00,-1.513,
306,0.352,3/13/2013 18:00,-1.498,
307,0.352,3/13/2013 19:00,-1.144666667,
308,0.352,3/13/2013 20:00,-0.5305,
309,0.352,3/13/2013 21:00,0.1295,
310,0.352,3/13/2013 22:00,0.572,
311,0.352,3/13/2013 23:00,0.802,
312,0.352,3/14/2013 0:00,0.592,
313,0.352,3/14/2013 1:00,0.132,
314,0.352,3/14/2013 2:00,-0.441333333,
315,0.352,3/14/2013 3:00,-0.893,
316,0.352,3/14/2013 4:00,-1.228,
317,0.352,3/14/2013 5:00,-1.498,
318,0.352,3/14/2013 6:00,-1.448,
319,0.352,3/14/2013 7:00,-1.243,
320,0.352,3/14/2013 8:00,-0.848,
321,0.352,3/14/2013 9:00,-0.344666667,
322,0.352,3/14/2013 10:00,0.092,
323,0.352,3/14/2013 11:00,0.387,
324,0.352,3/14/2013 12:00,0.272,
325,0.352,3/14/2013 13:00,-0.161333333,
326,0.352,3/14/2013 14:00,-0.628,
327,0.352,3/14/2013 15:00,-1.098,
328,0.352,3/14/2013 16:00,-1.528,
329,0.352,3/14/2013 17:00,-1.768,
330,0.352,3/14/2013 18:00,-1.778,
331,0.352,3/14/2013 19:00,-1.573,
332,0.352,3/14/2013 20:00,-1.204666667,
333,0.352,3/14/2013 21:00,-0.748,
334,0.352,3/14/2013 22:00,-0.251333333,
335,0.352,3/14/2013 23:00,0.218666667,
336,0.352,3/15/2013 0:00,0.382,
337,0.352,3/15/2013 1:00,0.075333333,
338,0.352,3/15/2013 2:00,-0.383,
339,0.352,3/15/2013 3:00,-0.834666667,
340,0.352,3/15/2013 4:00,-1.304666667,
341,0.352,3/15/2013 5:00,-1.568,
342,0.352,3/15/2013 6:00,-1.668,
343,0.352,3/15/2013 7:00,-1.553,
344,0.352,3/15/2013 8:00,-1.278,
345,0.352,3/15/2013 9:00,-0.918,
346,0.352,3/15/2013 10:00,-0.438,
347,0.352,3/15/2013 11:00,0.018666667,
349,0.352,3/15/2013 13:00,0.088666667,
350,0.342,3/15/2013 14:00,-0.364666667,
351,0.342,3/15/2013 15:00,-0.864666667,
352,0.342,3/15/2013 16:00,-1.268,
353,0.342,3/15/2013 17:00,-1.593,
354,0.342,3/15/2013 18:00,-1.748,
355,0.342,3/15/2013 19:00,-1.638,
356,0.342,3/15/2013 20:00,-1.413,
357,0.342,3/15/2013 21:00,-1.058,
358,0.342,3/15/2013 22:00,-0.588,
359,0.342,3/15/2013 23:00,-0.101333333,
360,0.342,3/16/2013 0:00,0.262,
361,0.342,3/16/2013 1:00,0.262,
362,0.342,3/16/2013 2:00,-0.093,
363,0.342,3/16/2013 3:00,-0.521333333,
364,0.342,3/16/2013 4:00,-0.973,
365,0.342,3/16/2013 5:00,-1.278,
366,0.342,3/16/2013 6:00,-1.448,
367,0.342,3/16/2013 7:00,-1.488,
368,0.342,3/16/2013 8:00,-1.263,
369,0.342,3/16/2013 9:00,-0.993,
370,0.342,3/16/2013 10:00,-0.648,
371,0.342,3/16/2013 11:00,-0.258,
372,0.342,3/16/2013 12:00,0.042,
373,0.342,3/16/2013 13:00,0.122,
374,0.332,3/16/2013 14:00,-0.163,
375,0.332,3/16/2013 15:00,-0.558,
376,0.332,3/16/2013 16:00,-0.988,
377,0.332,3/16/2013 17:00,-1.343,
378,0.332,3/16/2013 18:00,-1.613,
380,0.332,3/16/2013 20:00,-1.623,
381,0.332,3/16/2013 21:00,-1.323,
382,0.332,3/16/2013 22:00,-0.948,
383,0.332,3/16/2013 23:00,-0.471333333,
384,0.332,3/17/2013 0:00,-0.108,
385,0.332,3/17/2013 1:00,0.152,
386,0.332,3/17/2013 2:00,0.102,
387,0.332,3/17/2013 3:00,-0.123,
388,0.332,3/17/2013 4:00,-0.478,
389,0.332,3/17/2013 5:00,-0.934666667,
390,0.332,3/17/2013 6:00,-1.293,
392,0.332,3/17/2013 8:00,-1.408,
393,0.332,3/17/2013 9:00,-1.248,
394,0.332,3/17/2013 10:00,-0.881333333,
395,0.332,3/17/2013 11:00,-0.528,
396,0.332,3/17/2013 12:00,-0.121333333,
397,0.322,3/17/2013 13:00,0.092,
398,0.322,3/17/2013 14:00,-0.028,
399,0.322,3/17/2013 15:00,-0.301333333,
400,0.322,3/17/2013 16:00,-0.678,
401,0.322,3/17/2013 17:00,-1.081333333,
402,0.322,3/17/2013 18:00,-1.398,
403,0.322,3/17/2013 19:00,-1.598,
405,0.322,3/17/2013 21:00,-1.533,
406,0.322,3/17/2013 22:00,-1.263,
407,0.322,3/17/2013 23:00,-0.911333333,

