index,well,date,tide,
1,0.992,2/14/2014 0:00,-0.781333333,
2,0.992,2/14/2014 1:00,-1.163,
3,0.992,2/14/2014 2:00,-1.423,
4,0.992,2/14/2014 3:00,-1.488,
5,0.992,2/14/2014 4:00,-1.201333333,
6,0.992,2/14/2014 5:00,-0.724666667,
7,0.992,2/14/2014 6:00,-0.251333333,
8,0.992,2/14/2014 7:00,0.218666667,
9,0.992,2/14/2014 8:00,0.587,
10,0.992,2/14/2014 9:00,0.642,
11,0.992,2/14/2014 10:00,0.462,
12,0.992,2/14/2014 11:00,0.052,
13,0.992,2/14/2014 12:00,-0.411333333,
14,0.992,2/14/2014 13:00,-0.874666667,
15,0.992,2/14/2014 14:00,-1.233,
16,0.972,2/14/2014 15:00,-1.418,
17,0.972,2/14/2014 16:00,-1.273,
18,0.972,2/14/2014 17:00,-0.898,
19,0.972,2/14/2014 18:00,-0.3755,
20,0.972,2/14/2014 19:00,0.162,
21,0.972,2/14/2014 20:00,0.605333333,
23,0.972,2/14/2014 22:00,0.592,
24,0.972,2/14/2014 23:00,0.115333333,
25,0.972,2/15/2014 0:00,-0.348,
26,0.962,2/15/2014 1:00,-0.808,
27,0.962,2/15/2014 2:00,-1.168,
28,0.962,2/15/2014 3:00,-1.388,
29,0.962,2/15/2014 4:00,-1.373,
30,0.962,2/15/2014 5:00,-0.9655,
31,0.962,2/15/2014 6:00,-0.424666667,
32,0.952,2/15/2014 7:00,0.082,
33,0.952,2/15/2014 8:00,0.588666667,
34,0.952,2/15/2014 9:00,0.872,
35,0.942,2/15/2014 10:00,0.847,
36,0.942,2/15/2014 11:00,0.472,
37,0.942,2/15/2014 12:00,-0.001333333,
38,0.942,2/15/2014 13:00,-0.494666667,
39,0.932,2/15/2014 14:00,-0.984666667,
40,0.932,2/15/2014 15:00,-1.343,
41,0.932,2/15/2014 16:00,-1.358,
42,0.932,2/15/2014 17:00,-1.138,
43,0.922,2/15/2014 18:00,-0.603,
44,0.922,2/15/2014 19:00,-0.038,
45,0.922,2/15/2014 20:00,0.445333333,
46,0.912,2/15/2014 21:00,0.752,
47,0.912,2/15/2014 22:00,0.732,
48,0.912,2/15/2014 23:00,0.347,
49,0.912,2/16/2014 0:00,-0.218,
50,0.912,2/16/2014 1:00,-0.648,
51,0.912,2/16/2014 2:00,-1.038,
52,0.912,2/16/2014 3:00,-1.388,
53,0.912,2/16/2014 4:00,-1.568,
54,0.912,2/16/2014 5:00,-1.381333333,
55,0.912,2/16/2014 6:00,-0.898,
56,0.902,2/16/2014 7:00,-0.401333333,
57,0.902,2/16/2014 8:00,0.102,
58,0.902,2/16/2014 9:00,0.527,
59,0.892,2/16/2014 10:00,0.752,
60,0.892,2/16/2014 11:00,0.608666667,
61,0.882,2/16/2014 12:00,0.092,
62,0.882,2/16/2014 13:00,-0.404666667,
63,0.872,2/16/2014 14:00,-0.851333333,
64,0.872,2/16/2014 15:00,-1.304666667,
65,0.872,2/16/2014 16:00,-1.528,
66,0.862,2/16/2014 17:00,-1.418,
67,0.862,2/16/2014 18:00,-1.098,
68,0.862,2/16/2014 19:00,-0.5355,
69,0.862,2/16/2014 20:00,0.015333333,
70,0.852,2/16/2014 21:00,0.472,
71,0.852,2/16/2014 22:00,0.702,
72,0.852,2/16/2014 23:00,0.522,
73,0.852,2/17/2014 0:00,0.148666667,
74,0.852,2/17/2014 1:00,-0.314666667,
75,0.852,2/17/2014 2:00,-0.791333333,
76,0.852,2/17/2014 3:00,-1.178,
77,0.852,2/17/2014 4:00,-1.473,
78,0.842,2/17/2014 5:00,-1.578,
79,0.842,2/17/2014 6:00,-1.301333333,
80,0.842,2/17/2014 7:00,-0.824666667,
81,0.832,2/17/2014 8:00,-0.338,
82,0.832,2/17/2014 9:00,0.208666667,
83,0.832,2/17/2014 10:00,0.522,
84,0.822,2/17/2014 11:00,0.582,
85,0.822,2/17/2014 12:00,0.218666667,
86,0.822,2/17/2014 13:00,-0.318,
87,0.822,2/17/2014 14:00,-0.833,
88,0.822,2/17/2014 15:00,-1.273,
89,0.812,2/17/2014 16:00,-1.648,
91,0.812,2/17/2014 18:00,-1.678,
92,0.802,2/17/2014 19:00,-1.154666667,
93,0.802,2/17/2014 20:00,-0.598,
94,0.802,2/17/2014 21:00,-0.004666667,
95,0.802,2/17/2014 22:00,0.382,
96,0.802,2/17/2014 23:00,0.542,
97,0.802,2/18/2014 0:00,0.337,
98,0.802,2/18/2014 1:00,-0.064666667,
99,0.802,2/18/2014 2:00,-0.524666667,
100,0.802,2/18/2014 3:00,-1.024666667,
101,0.802,2/18/2014 4:00,-1.473,
102,0.802,2/18/2014 5:00,-1.648,
103,0.792,2/18/2014 6:00,-1.538,
104,0.792,2/18/2014 7:00,-1.178,
105,0.792,2/18/2014 8:00,-0.628,
106,0.792,2/18/2014 9:00,-0.061333333,
107,0.782,2/18/2014 10:00,0.377,
108,0.782,2/18/2014 11:00,0.502,
109,0.782,2/18/2014 12:00,0.257,
110,0.782,2/18/2014 13:00,-0.171333333,
111,0.772,2/18/2014 14:00,-0.621333333,
112,0.772,2/18/2014 15:00,-1.094666667,
113,0.772,2/18/2014 16:00,-1.523,
114,0.772,2/18/2014 17:00,-1.778,
115,0.762,2/18/2014 18:00,-1.818,
116,0.762,2/18/2014 19:00,-1.468,
117,0.762,2/18/2014 20:00,-1.033,
118,0.762,2/18/2014 21:00,-0.478,
119,0.762,2/18/2014 22:00,0.007,
120,0.762,2/18/2014 23:00,0.332,
121,0.762,2/19/2014 0:00,0.432,
122,0.762,2/19/2014 1:00,0.132,
123,0.762,2/19/2014 2:00,-0.311333333,
124,0.762,2/19/2014 3:00,-0.703,
125,0.762,2/19/2014 4:00,-1.151333333,
126,0.762,2/19/2014 5:00,-1.573,
128,0.742,2/19/2014 7:00,-1.533,
129,0.742,2/19/2014 8:00,-0.968,
130,0.742,2/19/2014 9:00,-0.523,
131,0.742,2/19/2014 10:00,-0.018,
132,0.732,2/19/2014 11:00,0.347,
133,0.732,2/19/2014 12:00,0.332,
