index,well,date,tide,
134,0.722,2/19/2014 13:00,0.072,
135,0.722,2/19/2014 14:00,-0.341333333,
136,0.722,2/19/2014 15:00,-0.788,
137,0.712,2/19/2014 16:00,-1.234666667,
138,0.712,2/19/2014 17:00,-1.623,
139,0.712,2/19/2014 18:00,-1.848,
140,0.712,2/19/2014 19:00,-1.718,
141,0.712,2/19/2014 20:00,-1.348,
142,0.712,2/19/2014 21:00,-0.883,
143,0.702,2/19/2014 22:00,-0.404666667,
144,0.702,2/19/2014 23:00,0.095333333,
145,0.702,2/20/2014 0:00,0.372,
146,0.702,2/20/2014 1:00,0.272,
147,0.702,2/20/2014 2:00,-0.094666667,
148,0.702,2/20/2014 3:00,-0.478,
149,0.702,2/20/2014 4:00,-0.843,
150,0.702,2/20/2014 5:00,-1.193,
151,0.702,2/20/2014 6:00,-1.548,
153,0.692,2/20/2014 8:00,-1.344666667,
154,0.692,2/20/2014 9:00,-0.818,
155,0.682,2/20/2014 10:00,-0.348,
156,0.682,2/20/2014 11:00,0.042,
157,0.672,2/20/2014 12:00,0.232,
158,0.672,2/20/2014 13:00,0.112,
159,0.672,2/20/2014 14:00,-0.183,
160,0.672,2/20/2014 15:00,-0.571333333,
161,0.672,2/20/2014 16:00,-1.018,
162,0.672,2/20/2014 17:00,-1.461333333,
163,0.672,2/20/2014 18:00,-1.813,
164,0.662,2/20/2014 19:00,-1.968,
165,0.662,2/20/2014 20:00,-1.758,
166,0.662,2/20/2014 21:00,-1.364666667,
167,0.662,2/20/2014 22:00,-0.884666667,
168,0.662,2/20/2014 23:00,-0.3255,
169,0.662,2/21/2014 0:00,0.157,
170,0.662,2/21/2014 1:00,0.312,
171,0.662,2/21/2014 2:00,0.212,
172,0.662,2/21/2014 3:00,-0.094666667,
173,0.662,2/21/2014 4:00,-0.561333333,
174,0.662,2/21/2014 5:00,-0.928,
175,0.662,2/21/2014 6:00,-1.218,
176,0.662,2/21/2014 7:00,-1.493,
177,0.662,2/21/2014 8:00,-1.438,
178,0.652,2/21/2014 9:00,-1.148,
179,0.652,2/21/2014 10:00,-0.684666667,
180,0.652,2/21/2014 11:00,-0.303,
181,0.652,2/21/2014 12:00,-0.013,
182,0.642,2/21/2014 13:00,0.182,
183,0.642,2/21/2014 14:00,0.027,
184,0.642,2/21/2014 15:00,-0.354666667,
185,0.642,2/21/2014 16:00,-0.798,
186,0.642,2/21/2014 17:00,-1.183,
187,0.642,2/21/2014 18:00,-1.541333333,
188,0.642,2/21/2014 19:00,-1.878,
189,0.642,2/21/2014 20:00,-1.938,
190,0.642,2/21/2014 21:00,-1.758,
191,0.642,2/21/2014 22:00,-1.378,
192,0.642,2/21/2014 23:00,-0.888,
193,0.642,2/22/2014 0:00,-0.398,
194,0.642,2/22/2014 1:00,0.012,
196,0.642,2/22/2014 3:00,-0.061333333,
197,0.642,2/22/2014 4:00,-0.403,
198,0.632,2/22/2014 5:00,-0.808,
199,0.632,2/22/2014 6:00,-1.163,
200,0.632,2/22/2014 7:00,-1.433,
201,0.632,2/22/2014 8:00,-1.638,
202,0.632,2/22/2014 9:00,-1.573,
203,0.632,2/22/2014 10:00,-1.283,
204,0.632,2/22/2014 11:00,-0.904666667,
205,0.632,2/22/2014 12:00,-0.464666667,
206,0.632,2/22/2014 13:00,-0.113,
207,0.632,2/22/2014 14:00,-0.008,
208,0.622,2/22/2014 15:00,-0.173,
209,0.622,2/22/2014 16:00,-0.483,
210,0.622,2/22/2014 17:00,-0.841333333,
211,0.622,2/22/2014 18:00,-1.278,
212,0.622,2/22/2014 19:00,-1.628,
213,0.622,2/22/2014 20:00,-1.903,
214,0.622,2/22/2014 21:00,-2.068,
215,0.622,2/22/2014 22:00,-1.913,
216,0.622,2/22/2014 23:00,-1.551333333,
217,0.622,2/23/2014 0:00,-1.111333333,
218,0.622,2/23/2014 1:00,-0.658,
219,0.622,2/23/2014 2:00,-0.283,
220,0.622,2/23/2014 3:00,-0.088,
221,0.622,2/23/2014 4:00,-0.133,
222,0.622,2/23/2014 5:00,-0.478,
223,0.622,2/23/2014 6:00,-0.848,
224,0.622,2/23/2014 7:00,-1.228,
225,0.612,2/23/2014 8:00,-1.603,
226,0.612,2/23/2014 9:00,-1.748,
227,0.612,2/23/2014 10:00,-1.638,
228,0.612,2/23/2014 11:00,-1.354666667,
229,0.612,2/23/2014 12:00,-0.894666667,
230,0.612,2/23/2014 13:00,-0.444666667,
231,0.602,2/23/2014 14:00,-0.088,
233,0.602,2/23/2014 16:00,-0.033,
234,0.602,2/23/2014 17:00,-0.293,
235,0.602,2/23/2014 18:00,-0.658,
236,0.602,2/23/2014 19:00,-1.101333333,
237,0.602,2/23/2014 20:00,-1.463,
238,0.602,2/23/2014 21:00,-1.728,
239,0.602,2/23/2014 22:00,-1.878,
240,0.602,2/23/2014 23:00,-1.708,
241,0.602,2/24/2014 0:00,-1.308,
242,0.602,2/24/2014 1:00,-0.7705,
243,0.602,2/24/2014 2:00,-0.283,
244,0.602,2/24/2014 3:00,0.007,
245,0.602,2/24/2014 4:00,0.222,
246,0.602,2/24/2014 5:00,0.137,
247,0.602,2/24/2014 6:00,-0.244666667,
248,0.602,2/24/2014 7:00,-0.598,
249,0.602,2/24/2014 8:00,-0.981333333,
250,0.592,2/24/2014 9:00,-1.353,
251,0.592,2/24/2014 10:00,-1.538,
252,0.592,2/24/2014 11:00,-1.508,
253,0.592,2/24/2014 12:00,-1.228,
254,0.582,2/24/2014 13:00,-0.748,
255,0.582,2/24/2014 14:00,-0.373,
256,0.582,2/24/2014 15:00,-0.001333333,
258,0.582,2/24/2014 17:00,0.157,
259,0.582,2/24/2014 18:00,-0.133,
260,0.582,2/24/2014 19:00,-0.524666667,
261,0.582,2/24/2014 20:00,-1.021333333,
262,0.572,2/24/2014 21:00,-1.448,
263,0.572,2/24/2014 22:00,-1.803,
264,0.572,2/24/2014 23:00,-1.988,

