index,well,date,tide,hw
1,1.038,2/12/2012 0:00,0.974,0.468
2,1.038,2/12/2012 1:00,0.7055,0.558
3,1.038,2/12/2012 2:00,0.248555556,0.487444444
4,1.038,2/12/2012 3:00,-0.1945,0.081
5,1.038,2/12/2012 4:00,-0.631,-0.2765
6,1.038,2/12/2012 5:00,-1.09162963,-0.464962963
7,1.038,2/12/2012 6:00,-1.4435,-0.47
8,1.038,2/12/2012 7:00,-1.4285,-0.5235
9,1.038,2/12/2012 8:00,-1.105,-0.477
10,1.038,2/12/2012 9:00,-0.623,-0.33
11,1.038,2/12/2012 10:00,-0.074857143,-0.062
12,1.038,2/12/2012 11:00,0.4215,0.1695
13,1.038,2/12/2012 12:00,0.7415,0.3545
14,1.038,2/12/2012 13:00,0.6455,0.4775
15,1.038,2/12/2012 14:00,0.234470588,0.464470588
16,1.038,2/12/2012 15:00,-0.123363636,0.122090909
17,1.038,2/12/2012 16:00,-0.594,-0.2595
18,1.038,2/12/2012 17:00,-1.072740741,-0.462
19,1.038,2/12/2012 18:00,-1.5344,-0.4848
20,1.038,2/12/2012 19:00,-1.941565217,-0.105913043
21,1.038,2/12/2012 20:00,-1.6525,0.149
22,1.028,2/12/2012 21:00,-1.0145,0.248714286
23,1.028,2/12/2012 22:00,-0.4905,0.089
24,1.028,2/12/2012 23:00,0.150857143,0.214071429
25,1.028,2/13/2012 0:00,0.582,0.355
26,1.028,2/13/2012 1:00,0.8085,0.474
27,1.028,2/13/2012 2:00,0.6105,0.5515
28,1.028,2/13/2012 3:00,0.234666667,0.450777778
29,1.028,2/13/2012 4:00,-0.195,0.055
30,1.028,2/13/2012 5:00,-0.6035,-0.2825
31,1.028,2/13/2012 6:00,-1.030571429,-0.472357143
32,1.018,2/13/2012 7:00,-1.34,-0.4755
33,1.018,2/13/2012 8:00,-1.2505,-0.5025
34,1.008,2/13/2012 9:00,-0.869,-0.423
35,1.008,2/13/2012 10:00,-0.3,-0.2072
36,1.008,2/13/2012 11:00,0.189304348,0.017130435
37,1.008,2/13/2012 12:00,0.7185,0.2175
38,1.008,2/13/2012 13:00,0.9675,0.3535
39,1.008,2/13/2012 14:00,0.750631579,0.443263158
40,1.008,2/13/2012 15:00,0.302285714,0.458357143
41,1.008,2/13/2012 16:00,-0.1905,0.273
42,1.008,2/13/2012 17:00,-0.653,0.0615
43,1.008,2/13/2012 18:00,-1.0875,-0.145
44,0.998,2/13/2012 19:00,-1.4095,-0.337
45,0.998,2/13/2012 20:00,-1.552,-0.4825
46,0.998,2/13/2012 21:00,-1.3355,-0.526
47,0.988,2/13/2012 22:00,-0.884,-0.4415
48,0.988,2/13/2012 23:00,-0.253428571,-0.1845
49,0.988,2/14/2012 0:00,0.2895,0.042
50,0.988,2/14/2012 1:00,0.748,0.23
51,0.988,2/14/2012 2:00,0.955,0.361
52,0.988,2/14/2012 3:00,0.7145,0.448
53,0.988,2/14/2012 4:00,0.292285714,0.467285714
54,0.988,2/14/2012 5:00,-0.153,0.2865
55,0.978,2/14/2012 6:00,-0.564380952,0.085619048
56,0.978,2/14/2012 7:00,-0.914105263,-0.096210526
57,0.978,2/14/2012 8:00,-1.113,-0.246
58,0.978,2/14/2012 9:00,-0.968315789,-0.314631579
59,0.968,2/14/2012 10:00,-0.564631579,-0.245157895
60,0.968,2/14/2012 11:00,-0.03337931,-0.027517241
61,0.968,2/14/2012 12:00,0.4635,0.165
62,0.958,2/14/2012 13:00,0.855058824,0.309176471
63,0.958,2/14/2012 14:00,0.984842105,0.397473684
64,0.958,2/14/2012 15:00,0.7355,0.459
65,0.958,2/14/2012 16:00,0.309034483,0.466275862
66,0.958,2/14/2012 17:00,-0.137,0.28
67,0.948,2/14/2012 18:00,-0.569368421,0.081157895
68,0.948,2/14/2012 19:00,-0.971,-0.112
69,0.948,2/14/2012 20:00,-1.312526316,-0.305157895
70,0.948,2/14/2012 21:00,-1.4615,-0.4525
71,0.928,2/14/2012 22:00,-1.291,-0.507
72,0.928,2/14/2012 23:00,-0.8825,-0.435
