index,well,date,tide,hw
1,0.038,2/18/2011 0:00,-1.1735,0.4675
2,0.038,2/18/2011 1:00,-1.699,0.4675
3,0.038,2/18/2011 2:00,-2.141,0.468
4,0.038,2/18/2011 3:00,-2.388,0.4695
5,0.038,2/18/2011 4:00,-2.152,0.4735
6,0.038,2/18/2011 5:00,-1.6375,0.476
7,0.038,2/18/2011 6:00,-0.967,0.478
8,0.038,2/18/2011 7:00,-0.264,0.4785
9,0.038,2/18/2011 8:00,0.322,0.4785
10,0.038,2/18/2011 9:00,0.533789474,0.475894737
11,0.038,2/18/2011 10:00,0.2155,0.4735
12,0.038,2/18/2011 11:00,-0.3,0.473
13,0.038,2/18/2011 12:00,-0.87,0.47
14,0.038,2/18/2011 13:00,-1.429,0.47
15,0.038,2/18/2011 14:00,-1.942,0.4695
16,0.038,2/18/2011 15:00,-2.3435,0.472
17,0.038,2/18/2011 16:00,-2.426,0.478
18,0.038,2/18/2011 17:00,-2.0405,0.479
19,0.038,2/18/2011 18:00,-1.4595,0.491
20,0.038,2/18/2011 19:00,-0.774,0.4985
21,0.038,2/18/2011 20:00,-0.1355,0.507
22,0.038,2/18/2011 21:00,0.2735,0.5085
23,0.038,2/18/2011 22:00,0.146947368,0.510105263
24,0.038,2/18/2011 23:00,-0.327,0.5125
25,0.038,2/19/2011 0:00,-0.8805,0.508
26,0.038,2/19/2011 1:00,-1.4415,0.508
27,0.038,2/19/2011 2:00,-1.9725,0.508
28,0.038,2/19/2011 3:00,-2.4335,0.508
29,0.038,2/19/2011 4:00,-2.7025,0.5085
30,0.038,2/19/2011 5:00,-2.469,0.5115
31,0.038,2/19/2011 6:00,-1.945,0.5155
32,0.038,2/19/2011 7:00,-1.273,0.518
33,0.038,2/19/2011 8:00,-0.5545,0.519
34,0.038,2/19/2011 9:00,0.027,0.5335
35,0.038,2/19/2011 10:00,0.1995,0.5255
36,0.038,2/19/2011 11:00,-0.169,0.5215
37,0.038,2/19/2011 12:00,-0.7055,0.516
38,0.038,2/19/2011 13:00,-1.283,0.5045
39,0.038,2/19/2011 14:00,-1.837,0.5
40,0.038,2/19/2011 15:00,-2.327,0.495
41,0.038,2/19/2011 16:00,-2.6915,0.498
42,0.038,2/19/2011 17:00,-2.6265,0.5005
43,0.038,2/19/2011 18:00,-2.171,0.513
44,0.038,2/19/2011 19:00,-1.5385,0.518
45,0.038,2/19/2011 20:00,-0.799,0.525
46,0.038,2/19/2011 21:00,-0.1035,0.528
47,0.038,2/19/2011 22:00,0.3205,0.528
48,0.038,2/19/2011 23:00,0.177,0.528
49,0.038,2/20/2011 0:00,-0.304,0.528
50,0.038,2/20/2011 1:00,-0.875,0.528
51,0.038,2/20/2011 2:00,-1.4365,0.528
52,0.038,2/20/2011 3:00,-1.96,0.529
53,0.038,2/20/2011 4:00,-2.3865,0.528
54,0.038,2/20/2011 5:00,-2.57,0.528
55,0.038,2/20/2011 6:00,-2.2425,0.528
56,0.038,2/20/2011 7:00,-1.6795,0.5325
57,0.038,2/20/2011 8:00,-0.9705,0.538
58,0.038,2/20/2011 9:00,-0.2535,0.538
