index,well,date,tide,hw
1,0.968,1/14/2015 0:00,-0.645333333,0.370666667
2,0.968,1/14/2015 1:00,-0.340421053,0.273
3,0.968,1/14/2015 2:00,-0.050181818,0.294666667
4,0.968,1/14/2015 3:00,0.0705,0.313
5,0.958,1/14/2015 4:00,-0.052,0.2805
6,0.958,1/14/2015 5:00,-0.2945,0.216
7,0.958,1/14/2015 6:00,-0.603875,0.120857143
8,0.948,1/14/2015 7:00,-0.920571429,-0.002
9,0.938,1/14/2015 8:00,-1.302285714,0.205647059
10,0.938,1/14/2015 9:00,-1.447,0.363714286
11,0.928,1/14/2015 10:00,-1.117454545,0.298
12,0.928,1/14/2015 11:00,-0.937789474,0.093
13,0.918,1/14/2015 12:00,-0.526285714,0.078
14,0.918,1/14/2015 13:00,-0.208428571,0.134666667
15,0.918,1/14/2015 14:00,0.054,0.221333333
16,0.918,1/14/2015 15:00,0.156,0.343555556
17,0.908,1/14/2015 16:00,0.058,0.409111111
18,0.908,1/14/2015 17:00,-0.1595,0.292
19,0.908,1/14/2015 18:00,-0.511333333,0.174666667
20,0.898,1/14/2015 19:00,-0.844666667,0.03175
21,0.898,1/14/2015 20:00,-1.317428571,0.182705882
22,0.898,1/14/2015 21:00,-1.566545455,0.315777778
23,0.878,1/14/2015 22:00,-1.662,0.418
24,0.878,1/14/2015 23:00,-1.279083333,0.287166667
25,0.878,1/15/2015 0:00,-0.9645,0.0705
26,0.868,1/15/2015 1:00,-0.514222222,0.074666667
27,0.868,1/15/2015 2:00,-0.096705882,0.153714286
28,0.858,1/15/2015 3:00,0.189764706,0.299
29,0.858,1/15/2015 4:00,0.348,0.408
30,0.858,1/15/2015 5:00,0.243,0.4655
31,0.848,1/15/2015 6:00,-0.035333333,0.352285714
32,0.848,1/15/2015 7:00,-0.412,0.221333333
33,0.848,1/15/2015 8:00,-0.725076923,0.08425
34,0.838,1/15/2015 9:00,-1.1468,0.121125
35,0.838,1/15/2015 10:00,-1.183904762,0.258833333
36,0.828,1/15/2015 11:00,-1.076,0.386
37,0.828,1/15/2015 12:00,-0.782588235,0.44
38,0.828,1/15/2015 13:00,-0.349037037,0.307090909
39,0.828,1/15/2015 14:00,0.026666667,0.291333333
40,0.828,1/15/2015 15:00,0.276461538,0.383555556
41,0.828,1/15/2015 16:00,0.450857143,0.46
42,0.828,1/15/2015 17:00,0.359764706,0.5155
43,0.808,1/15/2015 18:00,0.124666667,0.4305
44,0.808,1/15/2015 19:00,-0.277,0.288
45,0.808,1/15/2015 20:00,-0.648666667,0.129111111
46,0.798,1/15/2015 21:00,-1.152833333,0.087285714
47,0.798,1/15/2015 22:00,-1.370846154,0.264153846
48,0.788,1/15/2015 23:00,-1.468,0.3805
49,0.788,1/16/2015 0:00,-1.202,0.43
50,0.788,1/16/2015 1:00,-0.705,0.302444444
51,0.778,1/16/2015 2:00,-0.259058824,0.218
52,0.768,1/16/2015 3:00,0.1965,0.322
53,0.768,1/16/2015 4:00,0.5905,0.421333333
54,0.768,1/16/2015 5:00,0.77175,0.483
55,0.758,1/16/2015 6:00,0.61,0.528
56,0.758,1/16/2015 7:00,0.264111111,0.49425
57,0.758,1/16/2015 8:00,-0.157,0.345142857
58,0.748,1/16/2015 9:00,-0.494857143,0.215142857
59,0.748,1/16/2015 10:00,-0.763818182,0.073714286
60,0.748,1/16/2015 11:00,-0.959272727,0.063833333
61,0.748,1/16/2015 12:00,-0.864307692,0.231076923
62,0.748,1/16/2015 13:00,-0.542625,0.346333333
63,0.738,1/16/2015 14:00,-0.178875,0.4055
64,0.738,1/16/2015 15:00,0.210941176,0.4505
65,0.738,1/16/2015 16:00,0.570857143,0.474666667
66,0.738,1/16/2015 17:00,0.831333333,0.491333333
67,0.738,1/16/2015 18:00,0.7395,0.508
68,0.738,1/16/2015 19:00,0.366235294,0.484
69,0.738,1/16/2015 20:00,-0.073818182,0.351333333
70,0.728,1/16/2015 21:00,-0.539647059,0.192444444
71,0.728,1/16/2015 22:00,-0.909333333,0.025777778
72,0.728,1/16/2015 23:00,-1.325235294,0.179052632
73,0.728,1/17/2015 0:00,-1.3595,0.32425
74,0.728,1/17/2015 1:00,-1.072625,0.4055
75,0.728,1/17/2015 2:00,-0.605809524,0.448
76,0.728,1/17/2015 3:00,-0.069826087,0.386571429
77,0.718,1/17/2015 4:00,0.411684211,0.43425
78,0.718,1/17/2015 5:00,0.874666667,0.49
79,0.718,1/17/2015 6:00,1.051214286,0.524666667
80,0.718,1/17/2015 7:00,0.873263158,0.544666667
81,0.718,1/17/2015 8:00,0.485222222,0.563
82,0.718,1/17/2015 9:00,0.0555,0.442444444
83,0.718,1/17/2015 10:00,-0.395888889,0.271636364
84,0.708,1/17/2015 11:00,-0.727384615,0.10675
85,0.708,1/17/2015 12:00,-1.129727273,0.080142857
86,0.708,1/17/2015 13:00,-0.959931034,0.237230769
87,0.708,1/17/2015 14:00,-0.586705882,0.348
88,0.708,1/17/2015 15:00,-0.144857143,0.401333333
89,0.708,1/17/2015 16:00,0.376095238,0.431333333
90,0.708,1/17/2015 17:00,0.828769231,0.463
91,0.708,1/17/2015 18:00,1.0276,0.488
92,0.708,1/17/2015 19:00,0.828,0.514666667
93,0.698,1/17/2015 20:00,0.482,0.534666667
94,0.698,1/17/2015 21:00,-0.042,0.411
95,0.698,1/17/2015 22:00,-0.490947368,0.242444444
96,0.698,1/17/2015 23:00,-0.918666667,0.053
97,0.698,1/18/2015 0:00,-1.420235294,0.195894737
98,0.698,1/18/2015 1:00,-1.497833333,0.333714286
99,0.698,1/18/2015 2:00,-1.147714286,0.41
100,0.698,1/18/2015 3:00,-0.6092,0.448
101,0.698,1/18/2015 4:00,0.0272,0.412285714
102,0.698,1/18/2015 5:00,0.613,0.472285714
103,0.698,1/18/2015 6:00,1.118555556,0.4955
104,0.698,1/18/2015 7:00,1.254666667,0.524666667
105,0.698,1/18/2015 8:00,0.959176471,0.541333333
106,0.698,1/18/2015 9:00,0.487090909,0.5605
107,0.688,1/18/2015 10:00,0.014666667,0.427
108,0.688,1/18/2015 11:00,-0.441473684,0.251
109,0.688,1/18/2015 12:00,-0.832,0.085777778
110,0.688,1/18/2015 13:00,-1.239666667,0.177545455
111,0.688,1/18/2015 14:00,-1.144857143,0.309111111
112,0.688,1/18/2015 15:00,-0.745809524,0.4055
113,0.688,1/18/2015 16:00,-0.195636364,0.441333333
114,0.688,1/18/2015 17:00,0.400727273,0.458
115,0.688,1/18/2015 18:00,0.883,0.468
116,0.688,1/18/2015 19:00,1.10925,0.488
117,0.688,1/18/2015 20:00,0.875142857,0.493
118,0.678,1/18/2015 21:00,0.436095238,0.473
119,0.678,1/18/2015 22:00,-0.1076,0.32925
120,0.678,1/18/2015 23:00,-0.666285714,0.152545455
121,0.678,1/19/2015 0:00,-1.312,0.110352941
122,0.678,1/19/2015 1:00,-1.576090909,0.264
123,0.678,1/19/2015 2:00,-1.725,0.383
124,0.678,1/19/2015 3:00,-1.394380952,0.423
125,0.668,1/19/2015 4:00,-0.839692308,0.451333333
126,0.668,1/19/2015 5:00,-0.140275862,0.378
127,0.668,1/19/2015 6:00,0.507565217,0.4355
128,0.668,1/19/2015 7:00,1.008,0.458
129,0.668,1/19/2015 8:00,1.141636364,0.473
130,0.668,1/19/2015 9:00,0.788,0.481333333
131,0.668,1/19/2015 10:00,0.283416667,0.412285714
132,0.668,1/19/2015 11:00,-0.257652174,0.268
133,0.668,1/19/2015 12:00,-0.732,0.105
134,0.668,1/19/2015 13:00,-1.296722222,0.156888889
135,0.668,1/19/2015 14:00,-1.522,0.303
136,0.668,1/19/2015 15:00,-1.391285714,0.3955
137,0.668,1/19/2015 16:00,-0.926782609,0.4405
138,0.668,1/19/2015 17:00,-0.267,0.359
