index,well,date,tide,hw
1,0.338,2/1/2017 0:00,0.099818182,0.453
2,0.338,2/1/2017 1:00,-0.2096,0.324
3,0.338,2/1/2017 2:00,-0.656210526,0.124
4,0.328,2/1/2017 3:00,-1.261714286,0.113
5,0.328,2/1/2017 4:00,-1.714380952,0.258
6,0.328,2/1/2017 5:00,-2.111375,0.341333333
7,0.328,2/1/2017 6:00,-2.317,0.371333333
8,0.328,2/1/2017 7:00,-2.109647059,0.391333333
9,0.328,2/1/2017 8:00,-1.650695652,0.414666667
10,0.328,2/1/2017 9:00,-1.0504,0.431333333
11,0.318,2/1/2017 10:00,-0.419272727,0.438
12,0.328,2/1/2017 11:00,0.081157895,0.438
13,0.318,2/1/2017 12:00,0.333555556,0.438
14,0.318,2/1/2017 13:00,0.080941176,0.451333333
15,0.318,2/1/2017 14:00,-0.393818182,0.448
16,0.328,2/1/2017 15:00,-0.915809524,0.443
17,0.318,2/1/2017 16:00,-1.432,0.438
18,0.308,2/1/2017 17:00,-1.890333333,0.438
19,0.318,2/1/2017 18:00,-2.207,0.438
20,0.318,2/1/2017 19:00,-2.192,0.438
21,0.318,2/1/2017 20:00,-1.869368421,0.438
22,0.308,2/1/2017 21:00,-1.366583333,0.438
23,0.308,2/1/2017 22:00,-0.799916667,0.448
24,0.318,2/1/2017 23:00,-0.272,0.448
25,0.308,2/2/2017 0:00,0.084363636,0.448
26,0.308,2/2/2017 1:00,0.037090909,0.458
27,0.308,2/2/2017 2:00,-0.306,0.458
28,0.318,2/2/2017 3:00,-0.6995,0.258769231
29,0.308,2/2/2017 4:00,-1.325846154,0.102444444
30,0.308,2/2/2017 5:00,-1.667555556,0.257230769
31,0.308,2/2/2017 6:00,-2.072,0.3555
32,0.308,2/2/2017 7:00,-2.164,0.398
33,0.298,2/2/2017 8:00,-1.888875,0.421333333
34,0.308,2/2/2017 9:00,-1.439826087,0.428
35,0.298,2/2/2017 10:00,-0.8656,0.438
36,0.298,2/2/2017 11:00,-0.290181818,0.443
37,0.308,2/2/2017 12:00,0.125142857,0.448
38,0.298,2/2/2017 13:00,0.2205,0.423
39,0.298,2/2/2017 14:00,-0.075684211,0.291333333
40,0.308,2/2/2017 15:00,-0.528190476,0.126888889
41,0.298,2/2/2017 16:00,-1.1373125,0.099111111
42,0.298,2/2/2017 17:00,-1.552769231,0.247
