,index,year,month,day,hour,tide,SWP,PVP,NI,NSP,LG,FP,IBP,MBHS,AFP,CP,FLP,MBM,MiamiBeach,s27t
6/1/2019 22:00,239,2019,6,1,22,0.472,0.38,0.21,0.82,0.68,0.55,0.71,0.56,0.11,0.16,0.66,-0.49,0.82,-0.918635171,0.092857142
6/1/2019 23:00,240,2019,6,1,23,-0.059,0.13,0.06,0.41,0.39,0.38,0.51,0.32,-0.16,-0.18,0.52,-0.85,0.32,-1.55839895,-0.39
6/2/2019 0:00,241,2019,6,2,0,-0.535,-0.17,-0.14,-0.01,0.07,0.13,0.23,0.01,-0.42,-0.48,0.39,-1.17,-0.15,-2.030839895,-0.925
6/2/2019 1:00,242,2019,6,2,1,-0.928,-0.46,-0.32,-0.49,-0.17,-0.11,-0.03,-0.23,-0.63,-0.76,0.27,-1.42,-0.57,-2.217847769,-1.285
6/2/2019 2:00,243,2019,6,2,2,-1.234,-0.71,-0.49,-0.89,-0.31,-0.31,-0.25,-0.36,-0.71,-0.84,0.23,-1.46,-0.85,-2.073490814,-1.44
6/2/2019 3:00,244,2019,6,2,3,-1.296,-0.87,-0.58,-1.16,-0.31,-0.46,-0.44,-0.39,-0.64,-0.72,0.27,-1.31,-0.8,-1.640419948,-1.198235295
6/2/2019 4:00,245,2019,6,2,4,-1.106,-0.86,-0.56,-1.09,-0.13,-0.42,-0.42,-0.27,-0.44,-0.44,0.37,-0.99,-0.54,-1.036745407,-0.746818182
6/2/2019 5:00,246,2019,6,2,5,-0.62,-0.65,-0.44,-0.75,0.11,-0.24,-0.22,-0.04,-0.19,-0.13,0.5,-0.66,-0.09,-0.423228346,-0.207391306
6/2/2019 6:00,247,2019,6,2,6,-0.138,-0.34,-0.25,-0.29,0.4,0,0.05,0.21,0.03,0.15,0.63,-0.4,0.37,0.029527559,0.304210525
6/2/2019 7:00,248,2019,6,2,7,0.21,-0.05,-0.08,0.18,0.63,0.25,0.39,0.42,0.21,0.37,0.71,-0.23,0.72,0.196850394,0.66125
6/2/2019 8:00,249,2019,6,2,8,0.515,0.19,0.09,0.57,0.72,0.44,0.56,0.58,0.27,0.44,0.77,-0.19,0.92,0.016404199,0.681538461
6/2/2019 9:00,250,2019,6,2,9,0.591,0.3,0.16,0.74,0.72,0.53,0.64,0.56,0.2,0.31,0.72,-0.33,0.92,-0.472440945,0.346315791
6/2/2019 10:00,251,2019,6,2,10,0.292,0.23,0.12,0.61,0.54,0.48,0.63,0.43,-0.01,0.03,0.62,-0.62,0.65,-1.158136483,-0.129
6/2/2019 11:00,252,2019,6,2,11,-0.246,-0.01,-0.04,0.23,0.22,0.27,0.38,0.17,-0.28,-0.34,0.43,-1.01,0.15,-1.87335958,-0.616818182
6/2/2019 12:00,253,2019,6,2,12,-0.728,-0.31,-0.24,-0.22,-0.11,0.02,0.16,-0.15,-0.56,-0.69,0.27,-1.38,-0.36,-2.444225722,-1.111
6/2/2019 13:00,254,2019,6,2,13,-1.171,-0.61,-0.45,-0.71,-0.41,-0.24,-0.14,-0.43,-0.81,-0.99,0.14,-1.65,-0.86,-2.716535433,-1.516875
6/2/2019 14:00,255,2019,6,2,14,-1.529,-0.91,-0.64,-1.11,-0.6,-0.48,-0.43,-0.6,-0.93,-1.14,0.07,-1.77,-1.21,-2.624671916,-1.77
6/2/2019 15:00,256,2019,6,2,15,-1.67,-1.12,-0.76,-1.45,-0.62,-0.65,-0.65,-0.66,-0.9,-1.06,0.09,-1.65,-1.25,-2.17847769,-1.62
6/2/2019 16:00,257,2019,6,2,16,-1.516,-1.16,-0.78,-1.53,-0.45,-0.68,-0.71,-0.54,-0.7,-0.76,0.2,-1.31,-0.99,-1.486220472,-1.187727274
6/2/2019 17:00,258,2019,6,2,17,-1.079,-0.96,-0.65,-1.21,-0.15,-0.51,-0.53,-0.3,-0.41,-0.39,0.36,-0.9,-0.46,-0.705380577,-0.55586207
6/2/2019 18:00,259,2019,6,2,18,-0.427,-0.64,-0.46,-0.72,0.18,-0.25,-0.24,0.03,-0.11,0,0.53,-0.55,0.1,-0.026246719,0.053809524
6/2/2019 19:00,260,2019,6,2,19,0.039,-0.27,-0.22,-0.12,0.57,0.05,0.1,0.34,0.13,0.31,0.68,-0.26,0.6,0.393700787,0.578
6/2/2019 20:00,261,2019,6,2,20,0.505,0.08,0.01,0.45,0.82,0.35,0.45,0.6,0.34,0.53,0.78,-0.09,0.99,0.462598425,0.99625
6/2/2019 21:00,262,2019,6,2,21,0.879,0.36,0.18,0.89,0.91,0.58,0.72,0.73,0.4,0.6,0.8,-0.06,1.2,0.167322835,0.95125
6/2/2019 22:00,263,2019,6,2,22,0.886,0.49,0.28,1.06,0.85,0.68,0.81,0.71,0.28,0.41,0.74,-0.24,1.14,-0.406824147,0.541666667
6/2/2019 23:00,264,2019,6,2,23,0.466,0.36,0.2,0.8,0.64,0.56,0.76,0.52,0.08,0.13,0.63,-0.53,0.8,-1.105643045,0.062727274
6/3/2019 0:00,265,2019,6,3,0,-0.098,0.1,0.04,0.38,0.29,0.35,0.47,0.21,-0.2,-0.22,0.49,-0.9,0.28,-1.748687664,-0.446666667
6/3/2019 1:00,266,2019,6,3,1,-0.561,-0.22,-0.18,-0.07,-0.07,0.09,0.22,-0.08,-0.47,-0.58,0.32,-1.26,-0.23,-2.17191601,-1.033214285
6/3/2019 2:00,267,2019,6,3,2,-1.033,-0.52,-0.4,-0.58,-0.31,-0.16,-0.05,-0.34,-0.68,-0.81,0.23,-1.47,-0.67,-2.273622047,-1.30882353
6/3/2019 3:00,268,2019,6,3,3,-1.319,-0.78,-0.54,-0.98,-0.42,-0.37,-0.32,-0.45,-0.74,-0.9,0.19,-1.48,-0.89,-2.024278215,-1.486666667
6/3/2019 4:00,269,2019,6,3,4,-1.312,-0.94,-0.62,-1.25,-0.37,-0.5,-0.49,-0.45,-0.63,-0.71,0.25,-1.27,-0.84,-1.502624672,-1.189473684
6/3/2019 5:00,270,2019,6,3,5,-1.001,-0.88,-0.59,-1.13,-0.14,-0.44,-0.44,-0.29,-0.38,-0.37,0.38,-0.89,-0.45,-0.843175853,-0.670869564
6/3/2019 6:00,271,2019,6,3,6,-0.42,-0.61,-0.43,-0.69,0.17,-0.22,-0.2,-0.01,-0.13,-0.04,0.52,-0.58,0.11,-0.232939633,-0.0652
6/3/2019 7:00,272,2019,6,3,7,0.043,-0.29,-0.24,-0.17,0.45,0.04,0.12,0.26,0.11,0.25,0.66,-0.34,0.52,0.167322835,0.438235295
6/3/2019 8:00,273,2019,6,3,8,0.407,0.02,-0.02,0.31,0.67,0.3,0.39,0.48,0.25,0.41,0.74,-0.18,0.84,0.236220472,0.755
6/3/2019 9:00,274,2019,6,3,9,0.65,0.25,0.11,0.7,0.74,0.51,0.67,0.6,0.3,0.46,0.75,-0.18,1,-0.052493438,0.674
6/3/2019 10:00,275,2019,6,3,10,0.65,0.33,0.18,0.78,0.7,0.56,0.69,0.55,0.18,0.28,0.71,-0.36,0.95,-0.63976378,0.304736841
6/3/2019 11:00,276,2019,6,3,11,0.21,0.21,0.08,0.58,0.46,0.43,0.55,0.36,-0.04,-0.04,0.57,-0.69,0.59,-1.387795276,-0.166086955
6/3/2019 12:00,277,2019,6,3,12,-0.328,-0.06,-0.09,0.16,0.1,0.23,0.34,0.08,-0.33,-0.4,0.39,-1.09,0.04,-2.112860892,-0.6655
6/3/2019 13:00,278,2019,6,3,13,-0.81,-0.37,-0.3,-0.32,-0.23,-0.04,0.06,-0.25,-0.61,-0.76,0.23,-1.44,-0.5,-2.631233596,-1.231818182
6/3/2019 14:00,279,2019,6,3,14,-1.257,-0.7,-0.51,-0.81,-0.51,-0.3,-0.23,-0.5,-0.84,-1.03,0.11,-1.71,-0.94,-2.81167979,-1.61375
6/3/2019 15:00,280,2019,6,3,15,-1.578,-0.98,-0.69,-1.22,-0.66,-0.53,-0.51,-0.68,-0.95,-1.16,0.04,-1.78,-1.24,-2.604986877,-1.857777779
6/3/2019 16:00,281,2019,6,3,16,-1.69,-1.17,-0.79,-1.49,-0.65,-0.68,-0.69,-0.67,-0.88,-1.03,0.07,-1.59,-1.25,-2.050524934,-1.636666667
6/3/2019 17:00,282,2019,6,3,17,-1.45,-1.17,-0.78,-1.52,-0.42,-0.69,-0.72,-0.52,-0.64,-0.69,0.22,-1.22,-0.86,-1.282808399,-1.1088
6/3/2019 18:00,283,2019,6,3,18,-0.909,-0.92,-0.64,-1.13,-0.07,-0.48,-0.49,-0.22,-0.34,-0.3,0.39,-0.83,-0.32,-0.479002625,-0.436666667
6/3/2019 19:00,284,2019,6,3,19,-0.295,-0.56,-0.41,-0.59,0.28,-0.19,-0.17,0.15,-0.03,0.1,0.56,-0.45,0.23,0.167322835,0.25814815
6/3/2019 20:00,285,2019,6,3,20,0.207,-0.19,-0.16,0.04,0.63,0.14,0.21,0.43,0.22,0.42,0.73,-0.17,0.74,0.508530184,0.841428573
6/3/2019 21:00,286,2019,6,3,21,0.732,0.18,0.07,0.62,0.88,0.43,0.53,0.68,0.4,0.62,0.79,-0.02,1.11,0.472440945,1.164375
6/3/2019 22:00,287,2019,6,3,22,1.04,0.47,0.26,1.07,0.97,0.66,0.8,0.76,0.41,0.6,0.8,-0.05,1.28,0.075459318,0.927222221
6/3/2019 23:00,288,2019,6,3,23,0.86,0.51,0.31,1.1,0.81,0.68,0.83,0.65,0.26,0.37,0.71,-0.29,1.13,-0.570866142,0.449523809
6/4/2019 0:00,289,2019,6,4,0,0.331,0.33,0.21,0.75,0.54,0.53,0.67,0.44,0.01,0.04,0.58,-0.62,0.68,-1.299212598,-0.082173914
6/4/2019 1:00,290,2019,6,4,1,-0.246,0.02,0.01,0.27,0.19,0.29,0.42,0.12,-0.26,-0.31,0.44,-0.98,0.15,-1.916010499,-0.608636365
6/4/2019 2:00,291,2019,6,4,2,-0.719,-0.29,-0.23,-0.21,-0.14,0.02,0.13,-0.16,-0.52,-0.64,0.28,-1.3,-0.36,-2.273622047,-1.0905
6/4/2019 3:00,292,2019,6,4,3,-1.129,-0.6,-0.43,-0.66,-0.38,-0.21,-0.13,-0.38,-0.7,-0.85,0.2,-1.49,-0.77,-2.276902887,-1.43
6/4/2019 4:00,293,2019,6,4,4,-1.352,-0.85,-0.58,-1.07,-0.45,-0.41,-0.38,-0.48,-0.72,-0.87,0.21,-1.46,-0.91,-1.938976378,-1.389166667
6/4/2019 5:00,294,2019,6,4,5,-1.286,-0.97,-0.65,-1.28,-0.35,-0.51,-0.5,-0.43,-0.57,-0.65,0.26,-1.21,-0.79,-1.345144357,-1.0255
6/4/2019 6:00,295,2019,6,4,6,-0.906,-0.84,-0.56,-1.06,-0.1,-0.4,-0.39,-0.26,-0.33,-0.3,0.42,-0.87,-0.37,-0.666010499,-0.471923077
6/4/2019 7:00,296,2019,6,4,7,-0.354,-0.57,-0.4,-0.61,0.21,-0.17,-0.11,0.04,-0.07,0.01,0.55,-0.53,0.14,-0.078740157,0.014285715
6/4/2019 8:00,297,2019,6,4,8,0.085,-0.24,-0.2,-0.1,0.49,0.09,0.15,0.31,0.15,0.3,0.68,-0.28,0.6,0.249343832,0.491
6/4/2019 9:00,298,2019,6,4,9,0.479,0.07,0,0.4,0.69,0.35,0.47,0.52,0.32,0.49,0.76,-0.14,0.92,0.223097113,0.817272726
6/4/2019 10:00,299,2019,6,4,10,0.751,0.29,0.16,0.78,0.79,0.55,0.68,0.63,0.33,0.5,0.78,-0.14,1.06,-0.160761155,0.715714285
6/4/2019 11:00,300,2019,6,4,11,0.676,0.36,0.19,0.85,0.7,0.59,0.78,0.57,0.19,0.28,0.69,-0.37,0.98,-0.816929134,0.323333333
6/4/2019 12:00,301,2019,6,4,12,0.2,0.21,0.11,0.6,0.42,0.44,0.56,0.35,-0.05,-0.06,0.55,-0.73,0.56,-1.591207349,-0.196
6/4/2019 13:00,302,2019,6,4,13,-0.404,-0.08,-0.09,0.13,0.05,0.21,0.34,0.02,-0.39,-0.46,0.37,-1.15,-0.02,-2.290026247,-0.727
6/4/2019 14:00,303,2019,6,4,14,-0.909,-0.43,-0.32,-0.36,-0.32,-0.08,0.04,-0.29,-0.68,-0.85,0.19,-1.54,-0.6,-2.739501312,-1.292903225
6/4/2019 15:00,304,2019,6,4,15,-1.411,-0.76,-0.55,-0.88,-0.59,-0.35,-0.27,-0.57,-0.9,-1.11,0.07,-1.79,-1.1,-2.82480315,-1.728888888
6/4/2019 16:00,305,2019,6,4,16,-1.736,-1.05,-0.71,-1.31,-0.71,-0.59,-0.54,-0.71,-0.97,-1.17,0.05,-1.78,-1.36,-2.519685039,-1.9
6/4/2019 17:00,306,2019,6,4,17,-1.736,-1.23,-0.81,-1.63,-0.66,-0.73,-0.74,-0.69,-0.84,-0.99,0.1,-1.54,-1.24,-1.88648294,-1.603684209
6/4/2019 18:00,307,2019,6,4,18,-1.404,-1.16,-0.77,-1.52,-0.38,-0.67,-0.69,-0.48,-0.59,-0.62,0.26,-1.16,-0.78,-1.082677165,-1.031785715
6/4/2019 19:00,308,2019,6,4,19,-0.797,-0.89,-0.61,-1.09,-0.01,-0.45,-0.45,-0.14,-0.26,-0.19,0.43,-0.72,-0.22,-0.295275591,-0.319642858
6/4/2019 20:00,309,2019,6,4,20,-0.213,-0.5,-0.37,-0.48,0.38,-0.12,-0.1,0.18,0.03,0.18,0.61,-0.38,0.36,0.295275591,0.363461539
6/4/2019 21:00,310,2019,6,4,21,0.338,-0.12,-0.11,0.14,0.72,0.2,0.27,0.5,0.27,0.46,0.76,-0.14,0.85,0.547900262,0.903157894
6/4/2019 22:00,311,2019,6,4,22,0.771,0.24,0.12,0.71,0.91,0.5,0.61,0.71,0.43,0.63,0.81,-0.01,1.16,0.413385827,1.157777779
6/4/2019 23:00,312,2019,6,4,23,1.024,0.5,0.28,1.09,0.94,0.68,0.84,0.77,0.41,0.58,0.8,-0.09,1.25,-0.062335958,0.867
6/5/2019 0:00,313,2019,6,5,0,0.774,0.51,0.29,1.05,0.79,0.66,0.83,0.65,0.22,0.31,0.7,-0.36,1.04,-0.748031496,0.3885
6/5/2019 1:00,314,2019,6,5,1,0.177,0.27,0.15,0.67,0.49,0.51,0.67,0.39,-0.04,-0.03,0.56,-0.69,0.57,-1.473097113,-0.147083333
6/5/2019 2:00,315,2019,6,5,2,-0.344,-0.04,-0.06,0.18,0.13,0.24,0.36,0.07,-0.32,-0.39,0.41,-1.09,0.02,-2.043963255,-0.664285715
6/5/2019 3:00,316,2019,6,5,3,-0.837,-0.36,-0.27,-0.32,-0.19,-0.03,0.07,-0.23,-0.58,-0.71,0.26,-1.4,-0.49,-2.322834646,-1.218275863
6/5/2019 4:00,317,2019,6,5,4,-1.257,-0.66,-0.46,-0.78,-0.39,-0.27,-0.16,-0.41,-0.72,-0.88,0.21,-1.51,-0.86,-2.244094488,-1.491
6/5/2019 5:00,318,2019,6,5,5,-1.385,-0.89,-0.59,-1.15,-0.4,-0.44,-0.42,-0.46,-0.68,-0.8,0.23,-1.37,-0.91,-1.833989501,-1.257272726
6/5/2019 6:00,319,2019,6,5,6,-1.171,-0.94,-0.6,-1.23,-0.22,-0.49,-0.48,-0.34,-0.49,-0.52,0.32,-1.08,-0.62,-1.204068241,-0.866923077
6/5/2019 7:00,320,2019,6,5,7,-0.755,-0.76,-0.5,-0.9,0.02,-0.32,-0.29,-0.11,-0.24,-0.19,0.46,-0.73,-0.18,-0.528215223,-0.305
6/5/2019 8:00,321,2019,6,5,8,-0.22,-0.44,-0.32,-0.41,0.35,-0.07,-0.03,0.16,0.03,0.14,0.63,-0.42,0.29,0.016404199,0.232727274
6/5/2019 9:00,322,2019,6,5,9,0.266,-0.11,-0.1,0.1,0.63,0.2,0.27,0.45,0.23,0.39,0.73,-0.21,0.72,0.272309711,0.688888888
6/5/2019 10:00,323,2019,6,5,10,0.568,0.2,0.1,0.58,0.8,0.45,0.54,0.62,0.35,0.52,0.81,-0.1,0.99,0.167322835,0.91125
6/5/2019 11:00,324,2019,6,5,11,0.771,0.39,0.22,0.88,0.86,0.6,0.75,0.7,0.33,0.48,0.78,-0.16,1.08,-0.282152231,0.67235294
6/5/2019 12:00,325,2019,6,5,12,0.614,0.39,0.23,0.86,0.71,0.59,0.72,0.61,0.16,0.23,0.69,-0.42,0.9,-0.971128609,0.226521739
6/5/2019 13:00,326,2019,6,5,13,0.072,0.19,0.09,0.53,0.42,0.42,0.56,0.32,-0.11,-0.13,0.55,-0.81,0.46,-1.738845144,-0.1648
6/5/2019 14:00,327,2019,6,5,14,-0.482,-0.12,-0.12,0.06,0.02,0.17,0.3,0,-0.42,-0.52,0.35,-1.22,-0.13,-2.391732283,-0.669
6/5/2019 15:00,328,2019,6,5,15,-1.007,-0.47,-0.33,-0.45,-0.33,-0.11,0,-0.33,-0.69,-0.88,0.2,-1.58,-0.7,-2.765748031,-1.162
6/5/2019 16:00,329,2019,6,5,16,-1.457,-0.79,-0.55,-0.94,-0.58,-0.37,-0.3,-0.54,-0.87,-1.09,0.1,-1.75,-1.12,-2.765748031,-1.62117647
6/5/2019 17:00,330,2019,6,5,17,-1.706,-1.05,-0.71,-1.35,-0.67,-0.59,-0.56,-0.67,-0.94,-1.14,0.07,-1.74,-1.29,-2.388451444,-1.891111112
6/5/2019 18:00,331,2019,6,5,18,-1.67,-1.18,-0.78,-1.59,-0.54,-0.7,-0.71,-0.62,-0.76,-0.9,0.17,-1.46,-1.16,-1.719160105,-1.465909091
6/5/2019 19:00,332,2019,6,5,19,-1.283,-1.09,-0.71,-1.39,-0.24,-0.61,-0.62,-0.38,-0.49,-0.51,0.32,-1.03,-0.64,-0.915354331,-0.866296296
6/5/2019 20:00,333,2019,6,5,20,-0.636,-0.78,-0.52,-0.92,0.16,-0.35,-0.31,-0.03,-0.18,-0.09,0.49,-0.63,-0.06,-0.167322835,-0.163448274
6/5/2019 21:00,334,2019,6,5,21,-0.128,-0.39,-0.28,-0.34,0.51,-0.03,0.02,0.29,0.11,0.26,0.67,-0.31,0.47,0.347769029,0.529230768
6/5/2019 22:00,335,2019,6,5,22,0.417,0,-0.03,0.29,0.81,0.3,0.4,0.58,0.32,0.52,0.79,-0.09,0.93,0.518372703,1.02375
6/5/2019 23:00,336,2019,6,5,23,0.817,0.34,0.18,0.83,0.95,0.56,0.66,0.78,0.45,0.64,0.84,-0.01,1.21,0.31167979,1.101818182
