date,year,month,day,hour,index,tide,SWP,PVP,NI,NSP,LG,FP,IBP,MBHS,AFP,CP,FLP,MBM,MiamiBeach,s27t
11/22/2018 0:00,2018,11,22,0,1,-1.312,-0.73,-0.24,-0.45,-0.1,0.01,0.14,-0.26,-0.44,-0.64,0.36,-2.02,-0.7,-2.158792651,-1.244074075
11/22/2018 1:00,2018,11,22,1,2,-1.594,-1.05,-0.46,-0.93,-0.37,-0.24,-0.16,-0.52,-0.64,-0.88,0.27,-2.25,-1.16,-2.293307087,-1.555714285
11/22/2018 2:00,2018,11,22,2,3,-1.631,-1.32,-0.62,-1.34,-0.49,-0.47,-0.42,-0.64,-0.71,-0.96,0.21,-2.25,-1.36,-2.040682415,-1.721428573
11/22/2018 3:00,2018,11,22,3,4,-1.365,-1.49,-0.73,-1.63,-0.45,-0.6,-0.59,-0.64,-0.61,-0.8,0.27,-2.06,-1.31,-1.459973753,-1.428421053
11/22/2018 4:00,2018,11,22,4,5,-0.86,-1.44,-0.7,-1.52,-0.23,-0.55,-0.56,-0.46,-0.42,-0.49,0.39,-1.74,-0.97,-0.685695538,-0.83264706
11/22/2018 5:00,2018,11,22,5,6,-0.308,-1.18,-0.53,-1.15,0.11,-0.34,-0.32,-0.18,-0.13,-0.1,0.57,-1.33,-0.47,0.091863517,-0.23625
11/22/2018 6:00,2018,11,22,6,7,0.233,-0.84,-0.32,-0.6,0.47,-0.06,-0.01,0.14,0.15,0.26,0.73,-0.98,0.07,0.692257218,0.365833333
11/22/2018 7:00,2018,11,22,7,8,0.673,-0.48,-0.07,-0.01,0.78,0.24,0.33,0.44,0.35,0.51,0.85,-0.76,0.53,0.967847769,0.904
11/22/2018 8:00,2018,11,22,8,9,0.912,-0.15,0.13,0.52,0.98,0.51,0.64,0.66,0.51,0.7,0.92,-0.61,0.84,0.859580052,1.1725
11/22/2018 9:00,2018,11,22,9,10,0.787,0.08,0.27,0.89,1.01,0.71,0.9,0.73,0.51,0.65,0.91,-0.68,0.97,0.403543307,0.924736841
11/22/2018 10:00,2018,11,22,10,11,0.2,0.1,0.3,0.88,0.88,0.72,0.94,0.66,0.35,0.42,0.84,-0.92,0.8,-0.282152231,0.440454544
11/22/2018 11:00,2018,11,22,11,12,-0.348,-0.09,0.18,0.53,0.61,0.54,0.7,0.4,0.12,0.09,0.7,-1.25,0.36,-1.017060367,-0.076086955
11/22/2018 12:00,2018,11,22,12,13,-0.784,-0.38,0.01,0.05,0.27,0.3,0.43,0.08,-0.14,-0.23,0.53,-1.61,-0.12,-1.614173228,-0.575789475
11/22/2018 13:00,2018,11,22,13,14,-1.184,-0.69,-0.2,-0.41,-0.03,0.04,0.16,-0.2,-0.37,-0.55,0.42,-1.92,-0.6,-1.922572178,-1.1132
11/22/2018 14:00,2018,11,22,14,15,-1.348,-0.98,-0.39,-0.87,-0.24,-0.19,-0.11,-0.39,-0.51,-0.72,0.35,-2.02,-1.04,-1.86023622,-1.353333333
11/22/2018 15:00,2018,11,22,15,16,-1.194,-1.21,-0.52,-1.22,-0.27,-0.37,-0.33,-0.45,-0.51,-0.68,0.36,-1.96,-0.98,-1.453412073,-1.2625
11/22/2018 16:00,2018,11,22,16,17,-0.771,-1.26,-0.57,-1.34,-0.12,-0.42,-0.41,-0.36,-0.36,-0.41,0.46,-1.66,-0.84,-0.807086614,-0.806818182
11/22/2018 17:00,2018,11,22,17,18,-0.207,-1.08,-0.45,-1.03,0.17,-0.25,-0.24,-0.13,-0.09,-0.06,0.63,-1.28,-0.41,-0.098425197,-0.182758622
11/22/2018 18:00,2018,11,22,18,19,0.302,-0.78,-0.25,-0.49,0.54,0,0.05,0.19,0.18,0.28,0.76,-0.96,0.11,0.485564304,0.454
11/22/2018 19:00,2018,11,22,19,20,0.758,-0.42,-0.01,0.05,0.83,0.29,0.38,0.48,0.4,0.57,0.9,-0.7,0.55,0.784120735,0.931578947
11/22/2018 20:00,2018,11,22,20,21,1.004,-0.07,0.19,0.6,1.04,0.57,0.71,0.7,0.55,0.73,1,-0.57,0.89,0.705380577,1.194285715
11/22/2018 21:00,2018,11,22,21,22,0.863,0.13,0.32,0.94,1.11,0.76,0.95,0.8,0.57,0.71,0.97,-0.61,1.02,0.259186352,0.982777779
11/22/2018 22:00,2018,11,22,22,23,0.394,0.17,0.37,0.96,0.99,0.77,0.96,0.72,0.39,0.48,0.88,-0.84,0.89,-0.452755906,0.531428573
11/22/2018 23:00,2018,11,22,23,24,-0.256,0,0.27,0.63,0.74,0.6,0.76,0.47,0.18,0.17,0.77,-1.18,0.47,-1.25656168,0.021666667
11/23/2018 0:00,2018,11,23,0,25,-0.741,-0.29,0.06,0.16,0.36,0.37,0.55,0.16,-0.12,-0.22,0.59,-1.57,-0.04,-1.952099738,-0.501
11/23/2018 1:00,2018,11,23,1,26,-1.191,-0.61,-0.14,-0.32,0.01,0.1,0.21,-0.18,-0.38,-0.55,0.45,-1.92,-0.58,-2.365485564,-0.945789475
11/23/2018 2:00,2018,11,23,2,27,-1.381,-0.93,-0.36,-0.81,-0.21,-0.17,-0.08,-0.4,-0.53,-0.75,0.36,-2.08,-0.96,-2.388451444,-1.42382353
11/23/2018 3:00,2018,11,23,3,28,-1.296,-1.18,-0.5,-1.19,-0.29,-0.36,-0.32,-0.48,-0.57,-0.76,0.34,-2.04,-1.16,-2.007874016,-1.415555554
11/23/2018 4:00,2018,11,23,4,29,-0.906,-1.29,-0.56,-1.41,-0.17,-0.44,-0.44,-0.4,-0.37,-0.49,0.45,-1.73,-0.99,-1.309055118,-0.96
11/23/2018 5:00,2018,11,23,5,30,-0.279,-1.14,-0.45,-1.13,0.15,-0.3,-0.28,-0.13,-0.12,-0.1,0.62,-1.32,-0.53,-0.462598425,-0.342222221
11/23/2018 6:00,2018,11,23,6,31,0.272,-0.82,-0.24,-0.63,0.56,-0.03,0.03,0.2,0.19,0.3,0.81,-0.93,0.13,0.331364829,0.390689656
11/23/2018 7:00,2018,11,23,7,32,0.863,-0.44,0.02,-0.02,0.95,0.29,0.36,0.57,0.45,0.63,0.98,-0.65,0.65,0.885826772,1.059583333
11/23/2018 8:00,2018,11,23,8,33,1.335,-0.03,0.28,0.63,1.27,0.62,0.72,0.87,0.7,0.9,1.1,-0.41,1.01,1.069553806,1.568888888
11/23/2018 9:00,2018,11,23,9,34,1.499,0.32,0.47,1.17,1.42,0.91,1.14,1.05,0.84,1.05,1.16,-0.31,1.33,0.846456693,1.701111112
11/23/2018 10:00,2018,11,23,10,35,1.22,0.54,0.62,1.46,1.45,1.08,1.31,1.11,0.79,0.97,1.13,-0.4,1.4,0.282152231,1.336818182
11/23/2018 11:00,2018,11,23,11,36,0.551,0.5,0.6,1.36,1.26,1.03,1.23,0.95,0.6,0.68,1.01,-0.67,1.15,-0.475721785,0.774347825
11/23/2018 12:00,2018,11,23,12,37,-0.003,0.26,0.46,0.92,0.94,0.81,0.97,0.66,0.35,0.35,0.89,-1,0.69,-1.227034121,0.227727274
11/23/2018 13:00,2018,11,23,13,38,-0.463,-0.08,0.26,0.41,0.58,0.54,0.69,0.36,0.08,0.02,0.75,-1.35,0.17,-1.784776903,-0.279
11/23/2018 14:00,2018,11,23,14,39,-0.843,-0.4,0.05,-0.1,0.28,0.28,0.4,0.1,-0.14,-0.27,0.65,-1.63,-0.3,-2.004593176,-0.680625
11/23/2018 15:00,2018,11,23,15,40,-0.935,-0.7,-0.13,-0.55,0.09,0.06,0.15,-0.1,-0.24,-0.41,0.62,-1.71,-0.64,-1.837270341,-0.933333333
11/23/2018 16:00,2018,11,23,16,41,-0.636,-0.91,-0.25,-0.88,0.11,-0.1,-0.06,-0.11,-0.16,-0.28,0.61,-1.56,-0.66,-1.332020997,-0.801034482
11/23/2018 17:00,2018,11,23,17,42,-0.141,-0.91,-0.24,-0.86,0.33,-0.09,-0.06,0.04,0.02,0.02,0.77,-1.21,-0.34,-0.62335958,-0.184074075
11/23/2018 18:00,2018,11,23,18,43,0.39,-0.65,-0.07,-0.43,0.66,0.12,0.15,0.31,0.28,0.37,0.91,-0.87,0.17,0.098425197,0.420666667
11/23/2018 19:00,2018,11,23,19,44,0.932,-0.31,0.14,0.09,1.02,0.39,0.45,0.63,0.53,0.68,1.07,-0.6,0.62,0.63648294,1.085652175
11/23/2018 20:00,2018,11,23,20,45,1.332,0.05,0.37,0.66,1.31,0.7,0.81,0.95,0.75,0.93,1.17,-0.39,1.04,0.843175853,1.538
11/23/2018 21:00,2018,11,23,21,46,1.447,0.38,0.58,1.15,1.47,0.96,1.1,1.1,0.84,1.05,1.21,-0.32,1.31,0.652887139,1.594444446
11/23/2018 22:00,2018,11,23,22,47,1.119,0.56,0.68,1.42,1.46,1.09,1.33,1.12,0.77,0.92,1.16,-0.45,1.35,0.101706037,1.239545456
11/23/2018 23:00,2018,11,23,23,48,0.446,0.48,0.65,1.24,1.24,1.01,1.19,0.92,0.58,0.64,1.07,-0.71,1.05,-0.679133858,0.694347825
11/24/2018 0:00,2018,11,24,0,49,-0.121,0.22,0.49,0.82,0.88,0.77,0.93,0.65,0.31,0.29,0.93,-1.07,0.58,-1.499343832,0.123846155
11/24/2018 1:00,2018,11,24,1,50,-0.715,-0.11,0.26,0.29,0.5,0.51,0.65,0.26,-0.01,-0.13,0.73,-1.5,0.02,-2.155511811,-0.446363635
11/24/2018 2:00,2018,11,24,2,51,-1.168,-0.47,0.02,-0.23,0.14,0.22,0.32,-0.01,-0.25,-0.47,0.57,-1.85,-0.56,-2.483595801,-0.913157894
11/24/2018 3:00,2018,11,24,3,52,-1.371,-0.81,-0.19,-0.75,-0.07,-0.04,0.01,-0.26,-0.43,-0.66,0.47,-2.01,-0.98,-2.395013123,-1.408703704
11/24/2018 4:00,2018,11,24,4,53,-1.204,-1.07,-0.36,-1.15,-0.13,-0.25,-0.23,-0.36,-0.41,-0.65,0.49,-1.92,-1.09,-1.902887139,-1.3465
11/24/2018 5:00,2018,11,24,5,54,-0.745,-1.19,-0.42,-1.35,0.02,-0.34,-0.35,-0.24,-0.22,-0.34,0.6,-1.59,-0.89,-1.128608924,-0.815416667
11/24/2018 6:00,2018,11,24,6,55,-0.148,-1.01,-0.29,-1.03,0.38,-0.17,-0.17,0.03,0.03,0.05,0.78,-1.17,-0.41,-0.252624672,-0.160370371
11/24/2018 7:00,2018,11,24,7,56,0.44,-0.65,-0.07,-0.49,0.75,0.11,0.15,0.38,0.3,0.41,0.94,-0.82,0.19,0.518372703,0.564827585
11/24/2018 8:00,2018,11,24,8,57,1.037,-0.26,0.19,0.14,1.14,0.43,0.47,0.74,0.59,0.75,1.14,-0.54,0.72,0.997375328,1.216086955
11/24/2018 9:00,2018,11,24,9,58,1.404,0.15,0.45,0.79,1.42,0.76,0.89,1.05,0.8,1,1.24,-0.32,1.13,1.082677165,1.649333333
11/24/2018 10:00,2018,11,24,10,59,1.434,0.49,0.66,1.33,1.57,1.05,1.22,1.23,0.91,1.12,1.31,-0.26,1.38,0.757874016,1.61
11/24/2018 11:00,2018,11,24,11,60,1.047,0.64,0.76,1.57,1.5,1.17,1.37,1.24,0.78,0.93,1.25,-0.43,1.4,0.118110236,1.205
11/24/2018 12:00,2018,11,24,12,61,0.338,0.52,0.7,1.28,1.28,1.06,1.27,1.01,0.58,0.62,1.11,-0.74,1.03,-0.669291339,0.6444
11/24/2018 13:00,2018,11,24,13,62,-0.157,0.25,0.53,0.82,0.91,0.82,0.96,0.7,0.33,0.29,0.96,-1.06,0.53,-1.404199475,0.056363635
11/24/2018 14:00,2018,11,24,14,63,-0.666,-0.07,0.32,0.3,0.55,0.56,0.7,0.37,0.03,-0.07,0.8,-1.47,0.03,-1.896325459,-0.449473684
11/24/2018 15:00,2018,11,24,15,64,-1.01,-0.43,0.09,-0.2,0.25,0.27,0.36,0.07,-0.17,-0.35,0.67,-1.71,-0.51,-2.024278215,-0.820714285
11/24/2018 16:00,2018,11,24,16,65,-0.974,-0.73,-0.1,-0.65,0.13,0.05,0.12,-0.05,-0.24,-0.43,0.64,-1.72,-0.77,-1.765091864,-1.0268
11/24/2018 17:00,2018,11,24,17,66,-0.63,-0.91,-0.2,-0.94,0.21,-0.1,-0.08,-0.03,-0.12,-0.22,0.72,-1.47,-0.67,-1.190944882,-0.670869564
11/24/2018 18:00,2018,11,24,18,67,-0.052,-0.84,-0.14,-0.78,0.46,-0.01,0,0.17,0.08,0.09,0.85,-1.16,-0.28,-0.456036745,-0.078
11/24/2018 19:00,2018,11,24,19,68,0.43,-0.55,0.03,-0.34,0.8,0.21,0.23,0.38,0.35,0.44,0.99,-0.82,0.17,0.242782152,0.515294117
11/24/2018 20:00,2018,11,24,20,69,0.919,-0.2,0.26,0.19,1.11,0.5,0.55,0.74,0.56,0.7,1.15,-0.58,0.7,0.715223097,1.065217392
11/24/2018 21:00,2018,11,24,21,70,1.299,0.15,0.46,0.72,1.32,0.75,0.84,1.01,0.76,0.94,1.26,-0.41,1,0.833333333,1.476923077
11/24/2018 22:00,2018,11,24,22,71,1.319,0.42,0.64,1.17,1.48,1,1.15,1.15,0.84,1.01,1.29,-0.35,1.24,0.551181102,1.44625
11/24/2018 23:00,2018,11,24,23,72,0.932,0.56,0.74,1.4,1.43,1.12,1.31,1.15,0.75,0.87,1.23,-0.52,1.25,-0.068897638,1.030555554
11/25/2018 0:00,2018,11,25,0,73,0.328,0.44,0.69,1.13,1.21,0.98,1.16,0.92,0.55,0.58,1.1,-0.78,0.95,-0.879265092,0.5164
11/25/2018 1:00,2018,11,25,1,74,-0.285,0.17,0.5,0.71,0.83,0.77,0.9,0.62,0.26,0.2,0.91,-1.18,0.45,-1.676509186,-0.080434783
11/25/2018 2:00,2018,11,25,2,75,-0.837,-0.18,0.24,0.17,0.4,0.48,0.63,0.23,-0.05,-0.22,0.72,-1.6,-0.14,-2.270341207,-0.601428573
11/25/2018 3:00,2018,11,25,3,76,-1.224,-0.55,0,-0.38,0.05,0.17,0.27,-0.09,-0.29,-0.5,0.59,-1.88,-0.71,-2.50656168,-1.177692306
11/25/2018 4:00,2018,11,25,4,77,-1.319,-0.88,-0.21,-0.87,-0.13,-0.09,-0.04,-0.28,-0.44,-0.68,0.52,-1.99,-1.03,-2.322834646,-1.405
11/25/2018 5:00,2018,11,25,5,78,-1.063,-1.12,-0.35,-1.22,-0.13,-0.27,-0.27,-0.32,-0.36,-0.56,0.54,-1.83,-1.06,-1.758530184,-1.168695653
11/25/2018 6:00,2018,11,25,6,79,-0.574,-1.17,-0.37,-1.3,0.07,-0.28,-0.3,-0.14,-0.16,-0.24,0.67,-1.47,-0.77,-0.94816273,-0.635
11/25/2018 7:00,2018,11,25,7,80,0.049,-0.93,-0.23,-0.87,0.4,-0.08,-0.07,0.13,0.14,0.17,0.86,-1.06,-0.22,-0.085301837,0.014482759
11/25/2018 8:00,2018,11,25,8,81,0.63,-0.57,0,-0.31,0.81,0.21,0.25,0.49,0.41,0.52,1.03,-0.71,0.37,0.62664042,0.738888888
11/25/2018 9:00,2018,11,25,9,82,1.175,-0.17,0.27,0.35,1.19,0.54,0.6,0.83,0.67,0.85,1.19,-0.45,0.85,1.023622047,1.356956522
11/25/2018 10:00,2018,11,25,10,83,1.532,0.23,0.53,0.94,1.45,0.89,1.02,1.11,0.88,1.09,1.29,-0.27,1.25,1.017060367,1.729
11/25/2018 11:00,2018,11,25,11,84,1.473,0.56,0.73,1.46,1.55,1.12,1.31,1.24,0.94,1.13,1.32,-0.26,1.48,0.62007874,1.594705883
11/25/2018 12:00,2018,11,25,12,85,0.932,0.66,0.8,1.57,1.45,1.21,1.41,1.21,0.78,0.89,1.25,-0.49,1.39,-0.059055118,1.129565217
11/25/2018 13:00,2018,11,25,13,86,0.289,0.49,0.71,1.21,1.22,1.04,1.25,0.95,0.56,0.57,1.12,-0.78,0.95,-0.839895013,0.56125
11/25/2018 14:00,2018,11,25,14,87,-0.266,0.2,0.53,0.74,0.85,0.79,0.97,0.63,0.27,0.21,0.95,-1.14,0.44,-1.525590551,-0.013181818
11/25/2018 15:00,2018,11,25,15,88,-0.699,-0.17,0.27,0.18,0.47,0.5,0.64,0.31,0.02,-0.11,0.8,-1.48,-0.08,-1.942257218,-0.494
11/25/2018 16:00,2018,11,25,16,89,-0.938,-0.5,0.07,-0.31,0.23,0.24,0.35,0.05,-0.14,-0.34,0.68,-1.67,-0.51,-1.991469816,-0.827272726
11/25/2018 17:00,2018,11,25,17,90,-0.876,-0.75,-0.11,-0.72,0.13,0.02,0.06,-0.08,-0.2,-0.38,0.71,-1.67,-0.7,-1.669947507,-0.9596
11/25/2018 18:00,2018,11,25,18,91,-0.486,-0.91,-0.19,-0.97,0.22,-0.08,-0.07,-0.03,-0.06,-0.16,0.74,-1.39,-0.63,-1.062992126,-0.558
11/25/2018 19:00,2018,11,25,19,92,0.069,-0.79,-0.11,-0.7,0.44,0.04,0.07,0.18,0.15,0.17,0.9,-1.07,-0.19,-0.334645669,0.03625
11/25/2018 20:00,2018,11,25,20,93,0.531,-0.5,0.07,-0.24,0.8,0.27,0.32,0.47,0.4,0.48,1.06,-0.76,0.32,0.31824147,0.6276
11/25/2018 21:00,2018,11,25,21,94,0.984,-0.16,0.3,0.28,1.09,0.54,0.62,0.73,0.62,0.75,1.17,-0.55,0.73,0.718503937,1.1505
11/25/2018 22:00,2018,11,25,22,95,1.299,0.18,0.49,0.82,1.31,0.81,0.9,0.96,0.78,0.95,1.26,-0.39,1.06,0.761154856,1.464444446
11/25/2018 23:00,2018,11,25,23,96,1.289,0.44,0.67,1.22,1.43,1.03,1.23,1.1,0.85,0.99,1.27,-0.35,1.28,0.419947507,1.341875
11/26/2018 0:00,2018,11,26,0,97,0.781,0.51,0.74,1.33,1.34,1.09,1.29,1.04,0.71,0.78,1.23,-0.56,1.22,-0.223097113,0.902272726
11/26/2018 1:00,2018,11,26,1,98,0.164,0.36,0.65,1,1.06,0.95,1.12,0.81,0.49,0.49,1.09,-0.89,0.82,-1.017060367,0.386666667
11/26/2018 2:00,2018,11,26,2,99,-0.381,0.06,0.44,0.54,0.7,0.7,0.83,0.5,0.2,0.12,0.91,-1.25,0.33,-1.765091864,-0.18
11/26/2018 3:00,2018,11,26,3,100,-0.922,-0.29,0.2,0.03,0.3,0.41,0.52,0.14,-0.1,-0.26,0.7,-1.66,-0.24,-2.283464567,-0.7135
11/26/2018 4:00,2018,11,26,4,101,-1.273,-0.64,-0.04,-0.5,-0.02,0.13,0.2,-0.15,-0.34,-0.56,0.57,-1.93,-0.77,-2.440944882,-1.263235295
11/26/2018 5:00,2018,11,26,5,102,-1.339,-0.96,-0.25,-0.98,-0.17,-0.13,-0.1,-0.33,-0.43,-0.69,0.51,-2,-1.07,-2.19488189,-1.472857142
11/26/2018 6:00,2018,11,26,6,103,-1.076,-1.17,-0.36,-1.31,-0.14,-0.29,-0.3,-0.34,-0.35,-0.57,0.53,-1.83,-1.06,-1.601049869,-1.188333333
11/26/2018 7:00,2018,11,26,7,104,-0.548,-1.17,-0.37,-1.29,0.05,-0.29,-0.31,-0.2,-0.17,-0.23,0.66,-1.45,-0.72,-0.803805774,-0.6552
11/26/2018 8:00,2018,11,26,8,105,0.046,-0.93,-0.22,-0.9,0.39,-0.08,-0.06,0.09,0.12,0.15,0.84,-1.08,-0.23,0.01312336,0.031034482
11/26/2018 9:00,2018,11,26,9,106,0.594,-0.56,0.02,-0.32,0.78,0.21,0.26,0.45,0.38,0.49,1.01,-0.78,0.36,0.652887139,0.7172
11/26/2018 10:00,2018,11,26,10,107,1.066,-0.17,0.27,0.32,1.14,0.54,0.61,0.77,0.64,0.8,1.14,-0.51,0.82,0.971128609,1.284347825
11/26/2018 11:00,2018,11,26,11,108,1.329,0.21,0.52,0.91,1.37,0.85,0.99,1.01,0.81,0.99,1.26,-0.35,1.15,0.895669291,1.603
11/26/2018 12:00,2018,11,26,12,109,1.194,0.49,0.66,1.33,1.41,1.06,1.28,1.09,0.84,0.98,1.27,-0.4,1.31,0.462598425,1.360909091
11/26/2018 13:00,2018,11,26,13,110,0.607,0.51,0.7,1.36,1.28,1.09,1.29,1,0.66,0.73,1.16,-0.63,1.16,-0.213254593,0.865
11/26/2018 14:00,2018,11,26,14,111,0.049,0.33,0.61,0.97,1,0.91,1.07,0.75,0.42,0.42,1.04,-0.96,0.7,-0.958005249,0.33625
11/26/2018 15:00,2018,11,26,15,112,-0.469,0.03,0.41,0.5,0.67,0.66,0.8,0.48,0.15,0.05,0.85,-1.31,0.21,-1.584645669,-0.235909091
11/26/2018 16:00,2018,11,26,16,113,-0.932,-0.31,0.17,0,0.29,0.39,0.51,0.12,-0.11,-0.27,0.73,-1.65,-0.28,-1.935695538,-0.697894738
11/26/2018 17:00,2018,11,26,17,114,-1.076,-0.62,-0.03,-0.49,0.07,0.14,0.24,-0.08,-0.23,-0.42,0.67,-1.75,-0.72,-1.932414698,-1.127058822
11/26/2018 18:00,2018,11,26,18,115,-0.961,-0.89,-0.19,-0.89,0.07,-0.06,-0.03,-0.14,-0.25,-0.43,0.62,-1.7,-0.79,-1.581364829,-1.0775
11/26/2018 19:00,2018,11,26,19,116,-0.591,-0.99,-0.24,-1.02,0.12,-0.13,-0.13,-0.1,-0.11,-0.2,0.72,-1.46,-0.62,-0.977690289,-0.61
11/26/2018 20:00,2018,11,26,20,117,-0.043,-0.84,-0.16,-0.74,0.36,0,0.02,0.11,0.1,0.1,0.83,-1.14,-0.23,-0.285433071,-0.054
11/26/2018 21:00,2018,11,26,21,118,0.377,-0.55,0,-0.3,0.67,0.22,0.27,0.35,0.33,0.41,0.99,-0.84,0.23,0.31167979,0.539565217
11/26/2018 22:00,2018,11,26,22,119,0.837,-0.23,0.21,0.23,0.97,0.49,0.58,0.63,0.56,0.68,1.14,-0.61,0.64,0.656167979,1.0685
11/26/2018 23:00,2018,11,26,23,120,1.132,0.09,0.43,0.7,1.23,0.75,0.86,0.91,0.71,0.87,1.21,-0.47,0.96,0.656167979,1.365
11/27/2018 0:00,2018,11,27,0,121,1.112,0.34,0.57,1.08,1.29,0.96,1.12,0.98,0.77,0.9,1.23,-0.45,1.13,0.29855643,1.243076923
11/27/2018 1:00,2018,11,27,1,122,0.61,0.42,0.64,1.2,1.24,1.02,1.2,0.95,0.65,0.7,1.18,-0.66,1.09,-0.32808399,0.813181818
11/27/2018 2:00,2018,11,27,2,123,0.075,0.28,0.57,0.9,0.99,0.88,1.03,0.74,0.42,0.42,1.03,-0.95,0.71,-1.076115486,0.275909091
11/27/2018 3:00,2018,11,27,3,124,-0.449,-0.01,0.38,0.45,0.66,0.66,0.78,0.44,0.15,0.06,0.86,-1.32,0.25,-1.758530184,-0.27
11/27/2018 4:00,2018,11,27,4,125,-0.961,-0.35,0.16,-0.04,0.28,0.39,0.54,0.09,-0.13,-0.29,0.7,-1.69,-0.3,-2.211286089,-0.730357142
11/27/2018 5:00,2018,11,27,5,126,-1.28,-0.68,-0.08,-0.52,0.02,0.11,0.18,-0.15,-0.32,-0.55,0.57,-1.9,-0.79,-2.316272966,-1.238636365
11/27/2018 6:00,2018,11,27,6,127,-1.312,-0.96,-0.25,-0.95,-0.14,-0.1,-0.08,-0.31,-0.42,-0.63,0.5,-1.97,-1.01,-2.047244094,-1.4232
11/27/2018 7:00,2018,11,27,7,128,-1.033,-1.14,-0.36,-1.25,-0.1,-0.27,-0.27,-0.33,-0.34,-0.53,0.55,-1.78,-0.99,-1.469816273,-1.139
11/27/2018 8:00,2018,11,27,8,129,-0.482,-1.13,-0.36,-1.2,0.06,-0.24,-0.24,-0.21,-0.13,-0.18,0.67,-1.42,-0.63,-0.715223097,-0.59
11/27/2018 9:00,2018,11,27,9,130,0.01,-0.87,-0.21,-0.75,0.4,-0.02,0,0.11,0.14,0.17,0.85,-1.07,-0.16,0.032808399,0.074814816
11/27/2018 10:00,2018,11,27,10,131,0.548,-0.53,0,-0.23,0.78,0.25,0.3,0.45,0.4,0.52,0.98,-0.75,0.36,0.603674541,0.736538461
11/27/2018 11:00,2018,11,27,11,132,1.033,-0.15,0.25,0.34,1.09,0.56,0.64,0.75,0.63,0.78,1.15,-0.51,0.78,0.862860892,1.245882352
11/27/2018 12:00,2018,11,27,12,133,1.253,0.19,0.48,0.89,1.3,0.84,0.97,0.99,0.78,0.96,1.2,-0.4,1.13,0.757874016,1.44625
11/27/2018 13:00,2018,11,27,13,134,1.033,0.42,0.62,1.24,1.31,1.03,1.21,1.02,0.75,0.88,1.21,-0.47,1.22,0.32152231,1.14809524
11/27/2018 14:00,2018,11,27,14,135,0.417,0.43,0.64,1.19,1.18,1.01,1.19,0.93,0.57,0.62,1.1,-0.75,1,-0.32480315,0.611739131
11/27/2018 15:00,2018,11,27,15,136,-0.085,0.21,0.5,0.8,0.91,0.82,0.97,0.64,0.35,0.31,0.99,-1.02,0.56,-1.020341207,0.077391306
11/27/2018 16:00,2018,11,27,16,137,-0.614,-0.11,0.31,0.29,0.57,0.56,0.68,0.36,0.07,-0.03,0.83,-1.39,0.11,-1.591207349,-0.415555554
11/27/2018 17:00,2018,11,27,17,138,-0.938,-0.43,0.1,-0.18,0.27,0.31,0.44,0.1,-0.14,-0.31,0.71,-1.66,-0.37,-1.899606299,-0.808125
11/27/2018 18:00,2018,11,27,18,139,-1.093,-0.72,-0.1,-0.64,0.09,0.07,0.12,-0.11,-0.28,-0.47,0.59,-1.79,-0.69,-1.87335958,-1.193103448
11/27/2018 19:00,2018,11,27,19,140,-1.017,-0.96,-0.24,-0.95,0.02,-0.1,-0.08,-0.2,-0.29,-0.46,0.58,-1.74,-0.79,-1.528871391,-1.122
11/27/2018 20:00,2018,11,27,20,141,-0.709,-1.04,-0.3,-1.06,0.1,-0.16,-0.16,-0.17,-0.17,-0.27,0.65,-1.5,-0.65,-0.954724409,-0.761052631
11/27/2018 21:00,2018,11,27,21,142,-0.259,-0.91,-0.24,-0.84,0.28,-0.06,-0.05,0,0.05,0.03,0.76,-1.21,-0.32,-0.30839895,-0.260454544
11/27/2018 22:00,2018,11,27,22,143,0.148,-0.66,-0.08,-0.44,0.56,0.15,0.2,0.26,0.26,0.35,0.89,-0.9,0.12,0.242782152,0.301739131
11/27/2018 23:00,2018,11,27,23,144,0.541,-0.37,0.11,0.01,0.85,0.39,0.46,0.54,0.46,0.57,1,-0.73,0.52,0.557742782,0.785294117
11/28/2018 0:00,2018,11,28,0,145,0.768,-0.09,0.29,0.47,1.06,0.63,0.74,0.74,0.59,0.72,1.09,-0.56,0.81,0.547900262,1.05625
11/28/2018 1:00,2018,11,28,1,146,0.791,0.15,0.44,0.82,1.13,0.8,0.95,0.84,0.63,0.76,1.11,-0.59,0.96,0.216535433,0.956153845
11/28/2018 2:00,2018,11,28,2,147,0.427,0.22,0.48,0.9,1.07,0.86,1.01,0.8,0.53,0.59,1.07,-0.76,0.9,-0.364173228,0.566363635
11/28/2018 3:00,2018,11,28,3,148,-0.161,0.09,0.4,0.65,0.87,0.73,0.87,0.6,0.3,0.27,0.94,-1.07,0.58,-1.049868766,0.032173914
11/28/2018 4:00,2018,11,28,4,149,-0.699,-0.19,0.22,0.23,0.54,0.51,0.63,0.33,0.01,-0.09,0.76,-1.44,0.08,-1.669947507,-0.498695653
11/28/2018 5:00,2018,11,28,5,150,-1.109,-0.51,0.01,-0.27,0.19,0.25,0.34,0.03,-0.22,-0.38,0.61,-1.76,-0.42,-2.076771654,-0.860434783
11/28/2018 6:00,2018,11,28,6,151,-1.421,-0.82,-0.19,-0.74,-0.04,0,0.06,-0.22,-0.42,-0.64,0.49,-1.98,-0.82,-2.168635171,-1.429411765
