date,year,month,day,hour,index,tide,SWP,PVP,NI,NSP,LG,FP,IBP,MBHS,AFP,CP,FLP,MBM,MiamiBeach,s27t
12/9/2018 17:00,2018,12,9,17,426,-1.07,-0.92,-0.31,-0.88,0.01,-0.14,-0.09,-0.2,-0.38,-0.51,0.52,-1.8,-0.82,-1.587926509,-1.093571427
12/9/2018 18:00,2018,12,9,18,427,-0.682,-1.04,-0.35,-1.05,0.05,-0.22,-0.2,-0.15,-0.27,-0.3,0.59,-1.56,-0.78,-1.092519685,-0.7235
12/9/2018 19:00,2018,12,9,19,428,-0.18,-0.93,-0.28,-0.81,0.29,-0.11,-0.08,0.03,-0.07,-0.03,0.68,-1.28,-0.35,-0.515091864,-0.216521739
12/9/2018 20:00,2018,12,9,20,429,0.121,-0.66,-0.14,-0.41,0.51,0.08,0.12,0.23,0.13,0.24,0.81,-1.01,0.06,-0.01312336,0.313478261
12/9/2018 21:00,2018,12,9,21,430,0.459,-0.4,0.04,0.03,0.74,0.32,0.4,0.46,0.31,0.46,0.89,-0.82,0.42,0.275590551,0.696153845
12/9/2018 22:00,2018,12,9,22,431,0.715,-0.15,0.19,0.39,0.93,0.5,0.61,0.63,0.43,0.6,0.97,-0.71,0.69,0.265748031,0.89
12/9/2018 23:00,2018,12,9,23,432,0.659,0.04,0.31,0.71,0.97,0.67,0.82,0.7,0.46,0.61,0.98,-0.71,0.81,-0.045931759,0.726666667
12/10/2018 0:00,2018,12,10,0,433,0.217,0.07,0.33,0.72,0.9,0.69,0.81,0.65,0.33,0.42,0.91,-0.91,0.8,-0.587270341,0.373157894
12/10/2018 1:00,2018,12,10,1,434,-0.184,-0.06,0.25,0.48,0.71,0.57,0.7,0.49,0.15,0.17,0.81,-1.15,0.43,-1.220472441,-0.0745
12/10/2018 2:00,2018,12,10,2,435,-0.666,-0.32,0.1,0.08,0.45,0.37,0.48,0.25,-0.09,-0.13,0.67,-1.48,0.05,-1.788057743,-0.524615384
12/10/2018 3:00,2018,12,10,3,436,-1.089,-0.59,-0.09,-0.31,0.12,0.14,0.24,-0.02,-0.33,-0.46,0.52,-1.81,-0.45,-2.148950131,-0.917894738
12/10/2018 4:00,2018,12,10,4,437,-1.378,-0.88,-0.29,-0.75,-0.14,-0.09,-0.03,-0.27,-0.5,-0.67,0.42,-2,-0.85,-2.208005249,-1.392580646
12/10/2018 5:00,2018,12,10,5,438,-1.417,-1.14,-0.45,-1.13,-0.24,-0.3,-0.27,-0.39,-0.58,-0.75,0.38,-2.05,-1.09,-1.948818898,-1.4925
12/10/2018 6:00,2018,12,10,6,439,-1.155,-1.3,-0.55,-1.4,-0.22,-0.42,-0.42,-0.42,-0.48,-0.6,0.42,-1.87,-1.13,-1.427165354,-1.198421053
12/10/2018 7:00,2018,12,10,7,440,-0.692,-1.25,-0.51,-1.26,-0.05,-0.37,-0.37,-0.27,-0.31,-0.33,0.52,-1.57,-0.67,-0.767716535,-0.696521739
12/10/2018 8:00,2018,12,10,8,441,-0.243,-1.01,-0.37,-0.88,0.23,-0.19,-0.17,-0.03,-0.06,0.01,0.67,-1.23,-0.3,-0.131233596,-0.135416667
12/10/2018 9:00,2018,12,10,9,442,0.23,-0.71,-0.18,-0.41,0.55,0.07,0.13,0.24,0.18,0.31,0.81,-0.94,0.18,0.331364829,0.423636365
12/10/2018 10:00,2018,12,10,10,443,0.63,-0.39,0.01,0.11,0.82,0.33,0.41,0.51,0.38,0.57,0.93,-0.72,0.57,0.518372703,0.860666667
12/10/2018 11:00,2018,12,10,11,444,0.804,-0.08,0.22,0.57,0.99,0.58,0.69,0.69,0.5,0.68,1.01,-0.64,0.84,0.390419948,0.982857142
12/10/2018 12:00,2018,12,10,12,445,0.587,0.1,0.31,0.85,0.98,0.74,0.93,0.72,0.45,0.6,0.95,-0.71,0.9,-0.00984252,0.697222221
12/10/2018 13:00,2018,12,10,13,446,0.095,0.07,0.31,0.74,0.84,0.68,0.82,0.62,0.3,0.36,0.88,-0.94,0.69,-0.574146982,0.27
12/10/2018 14:00,2018,12,10,14,447,-0.348,-0.14,0.19,0.4,0.59,0.52,0.68,0.4,0.09,0.1,0.79,-1.24,0.31,-1.158136483,-0.196842106
12/10/2018 15:00,2018,12,10,15,448,-0.725,-0.41,0.04,-0.03,0.3,0.3,0.42,0.13,-0.15,-0.2,0.62,-1.54,-0.11,-1.610892388,-0.606111112
12/10/2018 16:00,2018,12,10,16,449,-1.066,-0.7,-0.16,-0.45,0.06,0.07,0.17,-0.08,-0.33,-0.44,0.53,-1.78,-0.5,-1.824146982,-1.080645161
12/10/2018 17:00,2018,12,10,17,450,-1.145,-0.94,-0.33,-0.85,-0.09,-0.13,-0.07,-0.24,-0.42,-0.58,0.47,-1.86,-0.78,-1.751968504,-1.249473684
12/10/2018 18:00,2018,12,10,18,451,-0.984,-1.12,-0.43,-1.09,-0.11,-0.26,-0.25,-0.28,-0.39,-0.5,0.48,-1.76,-0.82,-1.417322835,-1.069375
12/10/2018 19:00,2018,12,10,19,452,-0.689,-1.13,-0.44,-1.09,0,-0.27,-0.25,-0.2,-0.27,-0.3,0.55,-1.54,-0.63,-0.92191601,-0.671
12/10/2018 20:00,2018,12,10,20,453,-0.305,-0.96,-0.34,-0.8,0.22,-0.13,-0.07,-0.02,-0.07,-0.03,0.68,-1.29,-0.33,-0.396981627,-0.2335
12/10/2018 21:00,2018,12,10,21,454,0.033,-0.72,-0.19,-0.43,0.46,0.05,0.11,0.17,0.1,0.19,0.79,-1.03,0.05,0.00984252,0.2195
12/10/2018 22:00,2018,12,10,22,455,0.348,-0.49,-0.05,-0.04,0.64,0.25,0.34,0.37,0.27,0.39,0.85,-0.87,0.36,0.190288714,0.540769232
12/10/2018 23:00,2018,12,10,23,456,0.492,-0.27,0.09,0.29,0.8,0.43,0.55,0.51,0.34,0.49,0.89,-0.81,0.58,0.091863517,0.635

