date,year,month,day,hour,well,tide
1/1/2019 0:00,2019,1,1,0,0.301,-1.742
1/1/2019 1:00,2019,1,1,1,0.2935,-1.358
1/1/2019 2:00,2019,1,1,2,0.291,-0.866
1/1/2019 3:00,2019,1,1,3,0.291,-0.433
1/1/2019 4:00,2019,1,1,4,0.291,-0.056
1/1/2019 5:00,2019,1,1,5,0.291,0.194
1/1/2019 6:00,2019,1,1,6,0.291,0.194
1/1/2019 7:00,2019,1,1,7,0.291,-0.148
1/1/2019 8:00,2019,1,1,8,0.291,-0.63
1/1/2019 9:00,2019,1,1,9,0.291,-0.978
1/1/2019 10:00,2019,1,1,10,0.291,-1.348
1/1/2019 11:00,2019,1,1,11,0.291,-1.581
1/1/2019 12:00,2019,1,1,12,0.291,-1.588
1/1/2019 13:00,2019,1,1,13,0.291,-1.378
1/1/2019 14:00,2019,1,1,14,0.291,-0.991
1/1/2019 15:00,2019,1,1,15,0.286,-0.63
1/1/2019 16:00,2019,1,1,16,0.281,-0.282
1/1/2019 17:00,2019,1,1,17,0.281,-0.016
1/1/2019 18:00,2019,1,1,18,0.281,0.043
1/1/2019 19:00,2019,1,1,19,0.281,-0.285
1/1/2019 20:00,2019,1,1,20,0.281,-0.774
1/1/2019 21:00,2019,1,1,21,0.281,-1.227
1/1/2019 22:00,2019,1,1,22,0.281,-1.637
1/1/2019 23:00,2019,1,1,23,0.281,-1.946
1/2/2019 0:00,2019,1,2,0,0.281,-2.057
1/2/2019 1:00,2019,1,2,1,0.281,-1.886
1/2/2019 2:00,2019,1,2,2,0.281,-1.496
1/2/2019 3:00,2019,1,2,3,0.281,-0.978
1/2/2019 4:00,2019,1,2,4,0.281,-0.515
1/2/2019 5:00,2019,1,2,5,0.281,-0.105
1/2/2019 6:00,2019,1,2,6,0.281,0.144
1/2/2019 7:00,2019,1,2,7,0.281,0.157
1/2/2019 8:00,2019,1,2,8,0.281,-0.184
1/2/2019 9:00,2019,1,2,9,0.281,-0.636
1/2/2019 10:00,2019,1,2,10,0.281,-1.063
1/2/2019 11:00,2019,1,2,11,0.2735,-1.44
1/2/2019 12:00,2019,1,2,12,0.271,-1.634
1/2/2019 13:00,2019,1,2,13,0.271,-1.598
1/2/2019 14:00,2019,1,2,14,0.271,-1.325
1/2/2019 15:00,2019,1,2,15,0.271,-0.909
1/2/2019 16:00,2019,1,2,16,0.271,-0.512
1/2/2019 17:00,2019,1,2,17,0.271,-0.161
1/2/2019 18:00,2019,1,2,18,0.271,0.092
1/2/2019 19:00,2019,1,2,19,0.266,0.102
1/2/2019 20:00,2019,1,2,20,0.2635,-0.289
1/2/2019 21:00,2019,1,2,21,0.271,-0.764
1/2/2019 22:00,2019,1,2,22,0.271,-1.224
1/2/2019 23:00,2019,1,2,23,0.271,-1.611
1/3/2019 0:00,2019,1,3,0,0.271,-1.854
1/3/2019 1:00,2019,1,3,1,0.271,-1.952
1/3/2019 2:00,2019,1,3,2,0.271,-1.834
1/3/2019 3:00,2019,1,3,3,0.261,-1.411
1/3/2019 4:00,2019,1,3,4,0.261,-0.856
1/3/2019 5:00,2019,1,3,5,0.261,-0.42
1/3/2019 6:00,2019,1,3,6,0.261,-0.046
1/3/2019 7:00,2019,1,3,7,0.261,0.187
1/3/2019 8:00,2019,1,3,8,0.261,0.105
1/3/2019 9:00,2019,1,3,9,0.261,-0.318
1/3/2019 10:00,2019,1,3,10,0.261,-0.817
1/3/2019 11:00,2019,1,3,11,0.261,-1.158
1/3/2019 12:00,2019,1,3,12,0.261,-1.486
1/3/2019 13:00,2019,1,3,13,0.261,-1.722
1/3/2019 14:00,2019,1,3,14,0.261,-1.693
1/3/2019 15:00,2019,1,3,15,0.261,-1.339
1/3/2019 16:00,2019,1,3,16,0.261,-0.84
1/3/2019 17:00,2019,1,3,17,0.261,-0.44
1/3/2019 18:00,2019,1,3,18,0.261,-0.072
1/3/2019 19:00,2019,1,3,19,0.261,0.141
1/3/2019 20:00,2019,1,3,20,0.261,0.046
1/3/2019 21:00,2019,1,3,21,0.261,-0.377
1/3/2019 22:00,2019,1,3,22,0.256,-0.85
1/3/2019 23:00,2019,1,3,23,0.261,-1.234
1/4/2019 0:00,2019,1,4,0,0.261,-1.621
1/4/2019 1:00,2019,1,4,1,0.261,-1.827
1/4/2019 2:00,2019,1,4,2,0.261,-1.831
1/4/2019 3:00,2019,1,4,3,0.256,-1.565
1/4/2019 4:00,2019,1,4,4,0.251,-1.066
1/4/2019 5:00,2019,1,4,5,0.251,-0.594
1/4/2019 6:00,2019,1,4,6,0.251,-0.102
1/4/2019 7:00,2019,1,4,7,0.251,0.276
1/4/2019 8:00,2019,1,4,8,0.251,0.469
1/4/2019 9:00,2019,1,4,9,0.251,0.351
1/4/2019 10:00,2019,1,4,10,0.251,-0.125
1/4/2019 11:00,2019,1,4,11,0.251,-0.65
1/4/2019 12:00,2019,1,4,12,0.251,-1.05
1/4/2019 13:00,2019,1,4,13,0.251,-1.411
1/4/2019 14:00,2019,1,4,14,0.251,-1.604
1/4/2019 15:00,2019,1,4,15,0.251,-1.503
1/4/2019 16:00,2019,1,4,16,0.251,-1.07
1/4/2019 17:00,2019,1,4,17,0.251,-0.561
1/4/2019 18:00,2019,1,4,18,0.251,-0.19
1/4/2019 19:00,2019,1,4,19,0.251,0.125
1/4/2019 20:00,2019,1,4,20,0.251,0.276
1/4/2019 21:00,2019,1,4,21,0.251,0.03
1/4/2019 22:00,2019,1,4,22,0.251,-0.466
1/4/2019 23:00,2019,1,4,23,0.251,-0.863
1/5/2019 0:00,2019,1,5,0,0.251,-1.283
1/5/2019 1:00,2019,1,5,1,0.251,-1.719
1/5/2019 2:00,2019,1,5,2,0.251,-1.929
1/5/2019 3:00,2019,1,5,3,0.251,-1.877
1/5/2019 4:00,2019,1,5,4,0.251,-1.486
1/5/2019 5:00,2019,1,5,5,0.251,-0.991
1/5/2019 6:00,2019,1,5,6,0.251,-0.541
1/5/2019 7:00,2019,1,5,7,0.251,-0.105
1/5/2019 8:00,2019,1,5,8,0.251,0.233
1/5/2019 9:00,2019,1,5,9,0.251,0.318
1/5/2019 10:00,2019,1,5,10,0.251,0.036
1/5/2019 11:00,2019,1,5,11,0.251,-0.554
1/5/2019 12:00,2019,1,5,12,0.251,-1.01
1/5/2019 13:00,2019,1,5,13,0.251,-1.378
1/5/2019 14:00,2019,1,5,14,0.251,-1.68
1/5/2019 15:00,2019,1,5,15,0.251,-1.722
1/5/2019 16:00,2019,1,5,16,0.251,-1.476
1/5/2019 17:00,2019,1,5,17,0.251,-0.984
1/5/2019 18:00,2019,1,5,18,0.251,-0.568
1/5/2019 19:00,2019,1,5,19,0.251,-0.213
1/5/2019 20:00,2019,1,5,20,0.251,0.075
1/5/2019 21:00,2019,1,5,21,0.251,0.125
1/5/2019 22:00,2019,1,5,22,0.251,-0.194
1/5/2019 23:00,2019,1,5,23,0.2485,-0.741
1/6/2019 0:00,2019,1,6,0,0.241,-1.257
1/6/2019 1:00,2019,1,6,1,0.241,-1.713
1/6/2019 2:00,2019,1,6,2,0.241,-2.047
1/6/2019 3:00,2019,1,6,3,0.241,-2.142
1/6/2019 4:00,2019,1,6,4,0.241,-1.985
1/6/2019 5:00,2019,1,6,5,0.241,-1.539
1/6/2019 6:00,2019,1,6,6,0.241,-1.024
1/6/2019 7:00,2019,1,6,7,0.236,-0.528
1/6/2019 8:00,2019,1,6,8,0.231,-0.082
1/6/2019 9:00,2019,1,6,9,0.231,0.203
1/6/2019 10:00,2019,1,6,10,0.231,0.184
1/6/2019 11:00,2019,1,6,11,0.231,-0.223
1/6/2019 12:00,2019,1,6,12,0.231,-0.722
1/6/2019 13:00,2019,1,6,13,0.231,-1.125
1/6/2019 14:00,2019,1,6,14,0.231,-1.437
1/6/2019 15:00,2019,1,6,15,0.231,-1.654
1/6/2019 16:00,2019,1,6,16,0.231,-1.568
1/6/2019 17:00,2019,1,6,17,0.231,-1.26
1/6/2019 18:00,2019,1,6,18,0.231,-0.804
1/6/2019 19:00,2019,1,6,19,0.231,-0.41
1/6/2019 20:00,2019,1,6,20,0.231,0.016
1/6/2019 21:00,2019,1,6,21,0.231,0.335
1/6/2019 22:00,2019,1,6,22,0.231,0.381
1/6/2019 23:00,2019,1,6,23,0.231,0.007
1/7/2019 0:00,2019,1,7,0,0.231,-0.551
1/7/2019 1:00,2019,1,7,1,0.231,-1.007
1/7/2019 2:00,2019,1,7,2,0.231,-1.404
1/7/2019 3:00,2019,1,7,3,0.231,-1.647
1/7/2019 4:00,2019,1,7,4,0.231,-1.65
1/7/2019 5:00,2019,1,7,5,0.231,-1.345
1/7/2019 6:00,2019,1,7,6,0.231,-0.892
1/7/2019 7:00,2019,1,7,7,0.231,-0.449
1/7/2019 8:00,2019,1,7,8,0.231,0.02
1/7/2019 9:00,2019,1,7,9,0.231,0.4
1/7/2019 10:00,2019,1,7,10,0.231,0.531
1/7/2019 11:00,2019,1,7,11,0.231,0.285
1/7/2019 12:00,2019,1,7,12,0.231,-0.2
1/7/2019 13:00,2019,1,7,13,0.231,-0.715
1/7/2019 14:00,2019,1,7,14,0.231,-1.165
1/7/2019 15:00,2019,1,7,15,0.231,-1.473
1/7/2019 16:00,2019,1,7,16,0.231,-1.555
1/7/2019 17:00,2019,1,7,17,0.231,-1.401
1/7/2019 18:00,2019,1,7,18,0.231,-0.958
1/7/2019 19:00,2019,1,7,19,0.231,-0.535
1/7/2019 20:00,2019,1,7,20,0.231,-0.131
1/7/2019 21:00,2019,1,7,21,0.231,0.194
1/7/2019 22:00,2019,1,7,22,0.231,0.348
1/7/2019 23:00,2019,1,7,23,0.231,0.19
1/8/2019 0:00,2019,1,8,0,0.231,-0.266
1/8/2019 1:00,2019,1,8,1,0.236,-0.719
1/8/2019 2:00,2019,1,8,2,0.241,-1.152
1/8/2019 3:00,2019,1,8,3,0.241,-1.512
1/8/2019 4:00,2019,1,8,4,0.241,-1.686
1/8/2019 5:00,2019,1,8,5,0.241,-1.598
1/8/2019 6:00,2019,1,8,6,0.241,-1.22
1/8/2019 7:00,2019,1,8,7,0.241,-0.705
1/8/2019 8:00,2019,1,8,8,0.241,-0.213
1/8/2019 9:00,2019,1,8,9,0.241,0.269
1/8/2019 10:00,2019,1,8,10,0.241,0.561
1/8/2019 11:00,2019,1,8,11,0.241,0.574
1/8/2019 12:00,2019,1,8,12,0.241,0.22
1/8/2019 13:00,2019,1,8,13,0.241,-0.312
1/8/2019 14:00,2019,1,8,14,0.241,-0.741
1/8/2019 15:00,2019,1,8,15,0.241,-1.109
1/8/2019 16:00,2019,1,8,16,0.241,-1.335
1/8/2019 17:00,2019,1,8,17,0.241,-1.355
1/8/2019 18:00,2019,1,8,18,0.241,-1.142
1/8/2019 19:00,2019,1,8,19,0.241,-0.732
1/8/2019 20:00,2019,1,8,20,0.241,-0.325
1/8/2019 21:00,2019,1,8,21,0.241,0.059
1/8/2019 22:00,2019,1,8,22,0.241,0.348
1/8/2019 23:00,2019,1,8,23,0.241,0.381
1/9/2019 0:00,2019,1,9,0,0.241,0.026
1/9/2019 1:00,2019,1,9,1,0.241,-0.479
1/9/2019 2:00,2019,1,9,2,0.241,-0.919
1/9/2019 3:00,2019,1,9,3,0.241,-1.339
1/9/2019 4:00,2019,1,9,4,0.241,-1.631
1/9/2019 5:00,2019,1,9,5,0.241,-1.719
1/9/2019 6:00,2019,1,9,6,0.241,-1.552
1/9/2019 7:00,2019,1,9,7,0.241,-1.201
1/9/2019 8:00,2019,1,9,8,0.241,-0.768
1/9/2019 9:00,2019,1,9,9,0.241,-0.279
1/9/2019 10:00,2019,1,9,10,0.241,0.118
1/9/2019 11:00,2019,1,9,11,0.241,0.328
1/9/2019 12:00,2019,1,9,12,0.241,0.308
1/9/2019 13:00,2019,1,9,13,0.241,-0.213
1/9/2019 14:00,2019,1,9,14,0.241,-0.735
1/9/2019 15:00,2019,1,9,15,0.241,-1.083
1/9/2019 16:00,2019,1,9,16,0.241,-1.365
1/9/2019 17:00,2019,1,9,17,0.241,-1.509
1/9/2019 18:00,2019,1,9,18,0.241,-1.424
1/9/2019 19:00,2019,1,9,19,0.241,-1.112
1/9/2019 20:00,2019,1,9,20,0.241,-0.666
1/9/2019 21:00,2019,1,9,21,0.241,-0.295
1/9/2019 22:00,2019,1,9,22,0.241,0.069
1/9/2019 23:00,2019,1,9,23,0.241,0.305
1/10/2019 0:00,2019,1,10,0,0.241,0.279
1/10/2019 1:00,2019,1,10,1,0.241,-0.141
1/10/2019 2:00,2019,1,10,2,0.241,-0.692
1/10/2019 3:00,2019,1,10,3,0.241,-1.083
1/10/2019 4:00,2019,1,10,4,0.241,-1.447
1/10/2019 5:00,2019,1,10,5,0.241,-1.657
1/10/2019 6:00,2019,1,10,6,0.241,-1.624
1/10/2019 7:00,2019,1,10,7,0.241,-1.411
1/10/2019 8:00,2019,1,10,8,0.251,-0.968
1/10/2019 9:00,2019,1,10,9,0.251,-0.482
1/10/2019 10:00,2019,1,10,10,0.2435,-0.007
1/10/2019 11:00,2019,1,10,11,0.241,0.367
1/10/2019 12:00,2019,1,10,12,0.241,0.551
1/10/2019 13:00,2019,1,10,13,0.241,0.325
1/10/2019 14:00,2019,1,10,14,0.241,-0.174
1/10/2019 15:00,2019,1,10,15,0.241,-0.594
1/10/2019 16:00,2019,1,10,16,0.241,-0.906
1/10/2019 17:00,2019,1,10,17,0.241,-1.096
1/10/2019 18:00,2019,1,10,18,0.241,-1.201
1/10/2019 19:00,2019,1,10,19,0.241,-1.047
1/10/2019 20:00,2019,1,10,20,0.241,-0.728
1/10/2019 21:00,2019,1,10,21,0.241,-0.325
1/10/2019 22:00,2019,1,10,22,0.241,0.033
1/10/2019 23:00,2019,1,10,23,0.241,0.358
1/11/2019 0:00,2019,1,11,0,0.241,0.528
1/11/2019 1:00,2019,1,11,1,0.241,0.404
1/11/2019 2:00,2019,1,11,2,0.241,-0.026
1/11/2019 3:00,2019,1,11,3,0.241,-0.469
1/11/2019 4:00,2019,1,11,4,0.2485,-0.856
1/11/2019 5:00,2019,1,11,5,0.251,-1.145
1/11/2019 6:00,2019,1,11,6,0.251,-1.247
1/11/2019 7:00,2019,1,11,7,0.251,-1.155
1/11/2019 8:00,2019,1,11,8,0.251,-0.843
1/11/2019 9:00,2019,1,11,9,0.251,-0.413
1/11/2019 10:00,2019,1,11,10,0.251,-0.046
1/11/2019 11:00,2019,1,11,11,0.251,0.374
1/11/2019 12:00,2019,1,11,12,0.251,0.636
1/11/2019 13:00,2019,1,11,13,0.251,0.591
1/11/2019 14:00,2019,1,11,14,0.251,0.174
1/11/2019 15:00,2019,1,11,15,0.251,-0.282
1/11/2019 16:00,2019,1,11,16,0.251,-0.627
1/11/2019 17:00,2019,1,11,17,0.251,-0.945
1/11/2019 18:00,2019,1,11,18,0.251,-1.175
1/11/2019 19:00,2019,1,11,19,0.251,-1.181
1/11/2019 20:00,2019,1,11,20,0.251,-0.958
1/11/2019 21:00,2019,1,11,21,0.251,-0.63
1/11/2019 22:00,2019,1,11,22,0.251,-0.266
1/11/2019 23:00,2019,1,11,23,0.251,0.108
1/12/2019 0:00,2019,1,12,0,0.251,0.367
1/12/2019 1:00,2019,1,12,1,0.251,0.413
1/12/2019 2:00,2019,1,12,2,0.251,0.203
1/12/2019 3:00,2019,1,12,3,0.261,-0.167
1/12/2019 4:00,2019,1,12,4,0.281,-0.558
1/12/2019 5:00,2019,1,12,5,0.2835,-0.856
1/12/2019 6:00,2019,1,12,6,0.291,-1.07
1/12/2019 7:00,2019,1,12,7,0.291,-1.148
1/12/2019 8:00,2019,1,12,8,0.291,-0.965
1/12/2019 9:00,2019,1,12,9,0.291,-0.577
1/12/2019 10:00,2019,1,12,10,0.291,-0.184
1/12/2019 11:00,2019,1,12,11,0.291,0.18
1/12/2019 12:00,2019,1,12,12,0.291,0.531
1/12/2019 13:00,2019,1,12,13,0.291,0.597
1/12/2019 14:00,2019,1,12,14,0.296,0.404
1/12/2019 15:00,2019,1,12,15,0.301,0.007
1/12/2019 16:00,2019,1,12,16,0.301,-0.348
1/12/2019 17:00,2019,1,12,17,0.301,-0.689
1/12/2019 18:00,2019,1,12,18,0.301,-0.968
1/12/2019 19:00,2019,1,12,19,0.301,-1.158
1/12/2019 20:00,2019,1,12,20,0.301,-1.102
1/12/2019 21:00,2019,1,12,21,0.301,-0.85
1/12/2019 22:00,2019,1,12,22,0.301,-0.443
1/12/2019 23:00,2019,1,12,23,0.306,-0.118
1/13/2019 0:00,2019,1,13,0,0.311,0.243
1/13/2019 1:00,2019,1,13,1,0.311,0.446
1/13/2019 2:00,2019,1,13,2,0.311,0.43
1/13/2019 3:00,2019,1,13,3,0.311,0.141
1/13/2019 4:00,2019,1,13,4,0.311,-0.243
1/13/2019 5:00,2019,1,13,5,0.311,-0.577
1/13/2019 6:00,2019,1,13,6,0.311,-0.932
1/13/2019 7:00,2019,1,13,7,0.316,-1.132
1/13/2019 8:00,2019,1,13,8,0.331,-1.175
1/13/2019 9:00,2019,1,13,9,0.331,-0.951
1/13/2019 10:00,2019,1,13,10,0.3385,-0.587
1/13/2019 11:00,2019,1,13,11,0.341,-0.23
1/13/2019 12:00,2019,1,13,12,0.336,0.072
1/13/2019 13:00,2019,1,13,13,0.331,0.322
1/13/2019 14:00,2019,1,13,14,0.3335,0.351
1/13/2019 15:00,2019,1,13,15,0.341,0.079
1/13/2019 16:00,2019,1,13,16,0.341,-0.259
1/13/2019 17:00,2019,1,13,17,0.341,-0.597
1/13/2019 18:00,2019,1,13,18,0.341,-0.955
1/13/2019 19:00,2019,1,13,19,0.341,-1.263
1/13/2019 20:00,2019,1,13,20,0.341,-1.394
1/13/2019 21:00,2019,1,13,21,0.341,-1.296
1/13/2019 22:00,2019,1,13,22,0.341,-0.984
1/13/2019 23:00,2019,1,13,23,0.341,-0.594
1/14/2019 0:00,2019,1,14,0,0.341,-0.285
1/14/2019 1:00,2019,1,14,1,0.341,0.013
1/14/2019 2:00,2019,1,14,2,0.341,0.207
1/14/2019 3:00,2019,1,14,3,0.341,0.213
1/14/2019 4:00,2019,1,14,4,0.341,-0.075
1/14/2019 5:00,2019,1,14,5,0.341,-0.44
1/14/2019 6:00,2019,1,14,6,0.341,-0.771
1/14/2019 7:00,2019,1,14,7,0.336,-1.079
1/14/2019 8:00,2019,1,14,8,0.331,-1.25
1/14/2019 9:00,2019,1,14,9,0.331,-1.217
1/14/2019 10:00,2019,1,14,10,0.331,-0.968
1/14/2019 11:00,2019,1,14,11,0.331,-0.65
1/14/2019 12:00,2019,1,14,12,0.331,-0.315
1/14/2019 13:00,2019,1,14,13,0.331,0.007
1/14/2019 14:00,2019,1,14,14,0.331,0.22
1/14/2019 15:00,2019,1,14,15,0.331,0.226
1/14/2019 16:00,2019,1,14,16,0.331,-0.036
1/14/2019 17:00,2019,1,14,17,0.331,-0.41
1/14/2019 18:00,2019,1,14,18,0.331,-0.761
1/14/2019 19:00,2019,1,14,19,0.331,-1.155
1/14/2019 20:00,2019,1,14,20,0.331,-1.43
1/14/2019 21:00,2019,1,14,21,0.331,-1.512
1/14/2019 22:00,2019,1,14,22,0.331,-1.398
1/14/2019 23:00,2019,1,14,23,0.331,-1.093
1/15/2019 0:00,2019,1,15,0,0.321,-0.686
1/15/2019 1:00,2019,1,15,1,0.321,-0.308
1/15/2019 2:00,2019,1,15,2,0.321,0.033
1/15/2019 3:00,2019,1,15,3,0.321,0.24
1/15/2019 4:00,2019,1,15,4,0.321,0.236
1/15/2019 5:00,2019,1,15,5,0.321,-0.066
1/15/2019 6:00,2019,1,15,6,0.321,-0.476
1/15/2019 7:00,2019,1,15,7,0.3185,-0.791
1/15/2019 8:00,2019,1,15,8,0.311,-1.102
1/15/2019 9:00,2019,1,15,9,0.311,-1.207
1/15/2019 10:00,2019,1,15,10,0.311,-1.175
1/15/2019 11:00,2019,1,15,11,0.311,-0.932
1/15/2019 12:00,2019,1,15,12,0.311,-0.492
1/15/2019 13:00,2019,1,15,13,0.306,-0.105
1/15/2019 14:00,2019,1,15,14,0.301,0.233
1/15/2019 15:00,2019,1,15,15,0.301,0.427
1/15/2019 16:00,2019,1,15,16,0.301,0.433
1/15/2019 17:00,2019,1,15,17,0.301,0.217
1/15/2019 18:00,2019,1,15,18,0.301,-0.171
1/15/2019 19:00,2019,1,15,19,0.301,-0.627
1/15/2019 20:00,2019,1,15,20,0.311,-1.037
1/15/2019 21:00,2019,1,15,21,0.311,-1.286
1/15/2019 22:00,2019,1,15,22,0.311,-1.316
1/15/2019 23:00,2019,1,15,23,0.311,-1.155
1/16/2019 0:00,2019,1,16,0,0.311,-0.83
1/16/2019 1:00,2019,1,16,1,0.311,-0.443
1/16/2019 2:00,2019,1,16,2,0.311,-0.046
1/16/2019 3:00,2019,1,16,3,0.3035,0.299
1/16/2019 4:00,2019,1,16,4,0.301,0.505
1/16/2019 5:00,2019,1,16,5,0.301,0.436
1/16/2019 6:00,2019,1,16,6,0.301,0.121
1/16/2019 7:00,2019,1,16,7,0.3035,-0.285
1/16/2019 8:00,2019,1,16,8,0.311,-0.65
1/16/2019 9:00,2019,1,16,9,0.311,-0.958
1/16/2019 10:00,2019,1,16,10,0.311,-1.093
1/16/2019 11:00,2019,1,16,11,0.311,-1.079
1/16/2019 12:00,2019,1,16,12,0.311,-0.791
1/16/2019 13:00,2019,1,16,13,0.311,-0.427
1/16/2019 14:00,2019,1,16,14,0.311,-0.036
1/16/2019 15:00,2019,1,16,15,0.311,0.2
1/16/2019 16:00,2019,1,16,16,0.311,0.423
1/16/2019 17:00,2019,1,16,17,0.311,0.42
1/16/2019 18:00,2019,1,16,18,0.311,0.082
1/16/2019 19:00,2019,1,16,19,0.311,-0.397
1/16/2019 20:00,2019,1,16,20,0.311,-0.82
1/16/2019 21:00,2019,1,16,21,0.311,-1.227
1/16/2019 22:00,2019,1,16,22,0.311,-1.493
1/16/2019 23:00,2019,1,16,23,0.321,-1.545
1/17/2019 0:00,2019,1,17,0,0.321,-1.352
1/17/2019 1:00,2019,1,17,1,0.321,-0.961
1/17/2019 2:00,2019,1,17,2,0.321,-0.502
1/17/2019 3:00,2019,1,17,3,0.311,-0.039
1/17/2019 4:00,2019,1,17,4,0.311,0.354
1/17/2019 5:00,2019,1,17,5,0.311,0.604
1/17/2019 6:00,2019,1,17,6,0.311,0.62
1/17/2019 7:00,2019,1,17,7,0.311,0.272
1/17/2019 8:00,2019,1,17,8,0.311,-0.22
1/17/2019 9:00,2019,1,17,9,0.311,-0.587
1/17/2019 10:00,2019,1,17,10,0.311,-0.902
1/17/2019 11:00,2019,1,17,11,0.3185,-1.093
1/17/2019 12:00,2019,1,17,12,0.321,-0.988
1/17/2019 13:00,2019,1,17,13,0.321,-0.673
1/17/2019 14:00,2019,1,17,14,0.321,-0.292
1/17/2019 15:00,2019,1,17,15,0.321,0.026
1/17/2019 16:00,2019,1,17,16,0.321,0.338
1/17/2019 17:00,2019,1,17,17,0.321,0.584
1/17/2019 18:00,2019,1,17,18,0.321,0.574
1/17/2019 19:00,2019,1,17,19,0.321,0.141
1/17/2019 20:00,2019,1,17,20,0.321,-0.354
1/17/2019 21:00,2019,1,17,21,0.321,-0.863
1/17/2019 22:00,2019,1,17,22,0.321,-1.332
1/17/2019 23:00,2019,1,17,23,0.326,-1.631
1/18/2019 0:00,2019,1,18,0,0.331,-1.69
1/18/2019 1:00,2019,1,18,1,0.331,-1.473
1/18/2019 2:00,2019,1,18,2,0.331,-1.05
1/18/2019 3:00,2019,1,18,3,0.331,-0.561
1/18/2019 4:00,2019,1,18,4,0.331,-0.135
1/18/2019 5:00,2019,1,18,5,0.331,0.312
1/18/2019 6:00,2019,1,18,6,0.331,0.558
1/18/2019 7:00,2019,1,18,7,0.331,0.515
1/18/2019 8:00,2019,1,18,8,0.331,0.082
1/18/2019 9:00,2019,1,18,9,0.331,-0.371
1/18/2019 10:00,2019,1,18,10,0.331,-0.791
1/18/2019 11:00,2019,1,18,11,0.331,-1.214
1/18/2019 12:00,2019,1,18,12,0.331,-1.355
1/18/2019 13:00,2019,1,18,13,0.331,-1.257
1/18/2019 14:00,2019,1,18,14,0.331,-0.889
1/18/2019 15:00,2019,1,18,15,0.331,-0.413
1/18/2019 16:00,2019,1,18,16,0.331,0.013
1/18/2019 17:00,2019,1,18,17,0.331,0.44
1/18/2019 18:00,2019,1,18,18,0.331,0.725
1/18/2019 19:00,2019,1,18,19,0.331,0.656
1/18/2019 20:00,2019,1,18,20,0.331,0.194
1/18/2019 21:00,2019,1,18,21,0.331,-0.377
1/18/2019 22:00,2019,1,18,22,0.331,-0.886
1/18/2019 23:00,2019,1,18,23,0.331,-1.368
1/19/2019 0:00,2019,1,19,0,0.331,-1.677
1/19/2019 1:00,2019,1,19,1,0.331,-1.713
1/19/2019 2:00,2019,1,19,2,0.331,-1.417
1/19/2019 3:00,2019,1,19,3,0.331,-0.866
1/19/2019 4:00,2019,1,19,4,0.331,-0.315
1/19/2019 5:00,2019,1,19,5,0.331,0.217
1/19/2019 6:00,2019,1,19,6,0.331,0.679
1/19/2019 7:00,2019,1,19,7,0.331,0.938
1/19/2019 8:00,2019,1,19,8,0.331,0.817
1/19/2019 9:00,2019,1,19,9,0.3385,0.315
1/19/2019 10:00,2019,1,19,10,0.341,-0.23
1/19/2019 11:00,2019,1,19,11,0.3485,-0.725
1/19/2019 12:00,2019,1,19,12,0.351,-1.148
1/19/2019 13:00,2019,1,19,13,0.351,-1.365
1/19/2019 14:00,2019,1,19,14,0.351,-1.289
1/19/2019 15:00,2019,1,19,15,0.351,-0.912
1/19/2019 16:00,2019,1,19,16,0.351,-0.371
1/19/2019 17:00,2019,1,19,17,0.351,0.082
1/19/2019 18:00,2019,1,19,18,0.351,0.525
1/19/2019 19:00,2019,1,19,19,0.351,0.81
1/19/2019 20:00,2019,1,19,20,0.351,0.686
1/19/2019 21:00,2019,1,19,21,0.351,0.135
1/19/2019 22:00,2019,1,19,22,0.351,-0.469
1/19/2019 23:00,2019,1,19,23,0.361,-1.027
1/20/2019 0:00,2019,1,20,0,0.361,-1.516
1/20/2019 1:00,2019,1,20,1,0.361,-1.847
1/20/2019 2:00,2019,1,20,2,0.361,-1.906
1/20/2019 3:00,2019,1,20,3,0.361,-1.617
1/20/2019 4:00,2019,1,20,4,0.3635,-1.047
1/20/2019 5:00,2019,1,20,5,0.366,-0.41
1/20/2019 6:00,2019,1,20,6,0.361,0.154
1/20/2019 7:00,2019,1,20,7,0.366,0.666
1/20/2019 8:00,2019,1,20,8,0.411,0.863
1/20/2019 9:00,2019,1,20,9,0.421,0.505
1/20/2019 10:00,2019,1,20,10,0.456,-0.069
1/20/2019 11:00,2019,1,20,11,0.471,-0.643
1/20/2019 12:00,2019,1,20,12,0.4785,-1.161
1/20/2019 13:00,2019,1,20,13,0.481,-1.542
1/20/2019 14:00,2019,1,20,14,0.4835,-1.745
1/20/2019 15:00,2019,1,20,15,0.481,-1.65
1/20/2019 16:00,2019,1,20,16,0.481,-1.257
1/20/2019 17:00,2019,1,20,17,0.481,-0.702
1/20/2019 18:00,2019,1,20,18,0.481,-0.256
1/20/2019 19:00,2019,1,20,19,0.4735,0.236
1/20/2019 20:00,2019,1,20,20,0.471,0.486
1/20/2019 21:00,2019,1,20,21,0.471,0.4
1/20/2019 22:00,2019,1,20,22,0.471,-0.197
1/20/2019 23:00,2019,1,20,23,0.4685,-0.922
1/21/2019 0:00,2019,1,21,0,0.461,-1.493
1/21/2019 1:00,2019,1,21,1,0.461,-2.044
1/21/2019 2:00,2019,1,21,2,0.461,-2.402
1/21/2019 3:00,2019,1,21,3,0.4585,-2.434
1/21/2019 4:00,2019,1,21,4,0.451,-2.1
1/21/2019 5:00,2019,1,21,5,0.451,-1.437
