index,well,date,tide,hw
1,1.008,12/24/2016 0:00,-1.140448276,1.140142857
2,1.008,12/24/2016 1:00,-0.691583333,1.2855
3,1.008,12/24/2016 2:00,-0.263904762,1.302
4,1.008,12/24/2016 3:00,0.127130435,1.333
5,1.008,12/24/2016 4:00,0.450941176,1.348
6,1.008,12/24/2016 5:00,0.720666667,1.277
7,1.008,12/24/2016 6:00,0.678769231,1.231333333
8,1.008,12/24/2016 7:00,0.4135,1.210857143
9,1.008,12/24/2016 8:00,0.033714286,1.163
10,1.008,12/24/2016 9:00,-0.286782609,1.11675
11,1.008,12/24/2016 10:00,-0.60237037,1.061333333
12,1.008,12/24/2016 11:00,-0.865414634,1.025
13,1.008,12/24/2016 12:00,-0.90825,1.004428571
14,1.008,12/24/2016 13:00,-0.66375,1.018909091
15,1.008,12/24/2016 14:00,-0.34175,1.045647059
16,1.008,12/24/2016 15:00,0.0052,1.083555556
17,1.008,12/24/2016 16:00,0.358,1.11925
18,1.008,12/24/2016 17:00,0.609333333,1.165777778
19,1.008,12/24/2016 18:00,0.664363636,1.181333333
20,1.008,12/24/2016 19:00,0.445826087,1.157230769
21,1.008,12/24/2016 20:00,0.0815,1.116
22,1.008,12/24/2016 21:00,-0.242384615,1.086571429
23,1.008,12/24/2016 22:00,-0.615214286,1.030222222
24,1.008,12/24/2016 23:00,-0.909234043,0.990777778
25,1.018,12/25/2016 0:00,-1.088326531,1.058
26,1.018,12/25/2016 1:00,-0.953176471,1.245619048
27,1.018,12/25/2016 2:00,-0.509894737,1.283
28,1.018,12/25/2016 3:00,-0.115,1.288
29,1.018,12/25/2016 4:00,0.329363636,1.31925
30,1.008,12/25/2016 5:00,0.632166667,1.334666667
31,1.008,12/25/2016 6:00,0.812615385,1.349428571
32,1.008,12/25/2016 7:00,0.753714286,1.312444444
33,1.008,12/25/2016 8:00,0.442545455,1.208
34,1.008,12/25/2016 9:00,0.0155,1.153
35,1.008,12/25/2016 10:00,-0.272,1.119666667
36,1.008,12/25/2016 11:00,-0.661344262,1.059
37,1.008,12/25/2016 12:00,-0.889555556,1.021278689
38,1.008,12/25/2016 13:00,-0.915604651,1.002038462
39,1.008,12/25/2016 14:00,-0.622574713,1.013178571
40,1.008,12/25/2016 15:00,-0.351056604,1.020857143
41,1.008,12/25/2016 16:00,0.121863636,1.084785714
42,1.008,12/25/2016 17:00,0.422285714,1.125272727
43,1.008,12/25/2016 18:00,0.638,1.160758621
44,1.008,12/25/2016 19:00,0.640258065,1.1672
45,1.008,12/25/2016 20:00,0.231103448,1.123333333
46,1.008,12/25/2016 21:00,-0.11902381,1.0833125
47,1.008,12/25/2016 22:00,-0.442930233,1.043901639
48,1.008,12/25/2016 23:00,-0.876,0.985288136
49,1.008,12/26/2016 0:00,-1.144876712,1.177047619
50,1.018,12/26/2016 1:00,-1.18640678,1.267454545
51,1.018,12/26/2016 2:00,-0.948511628,1.2776875
52,1.018,12/26/2016 3:00,-0.606255319,1.295647059
53,1.008,12/26/2016 4:00,-0.254592593,1.318
54,1.008,12/26/2016 5:00,0.143238095,1.336333333
55,1.008,12/26/2016 6:00,0.491333333,1.309666667
56,1.008,12/26/2016 7:00,0.6355,1.193
57,1.008,12/26/2016 8:00,0.521529412,1.179
58,1.008,12/26/2016 9:00,0.189304348,1.129111111
59,1.008,12/26/2016 10:00,-0.1895,1.043714286
60,1.008,12/26/2016 11:00,-0.569534247,0.989956522
61,1.008,12/26/2016 12:00,-0.909096774,0.9889375
62,1.008,12/26/2016 13:00,-1.08,1.102339623
63,1.008,12/26/2016 14:00,-0.8646,1.259395349
64,1.008,12/26/2016 15:00,-0.538091954,1.271636364
65,1.008,12/26/2016 16:00,-0.146574468,1.29175
66,1.008,12/26/2016 17:00,0.249351351,1.321434343
67,1.008,12/26/2016 18:00,0.560142857,1.329447368
68,1.008,12/26/2016 19:00,0.791486239,1.276846154
69,1.008,12/26/2016 20:00,0.564923077,1.2005
70,1.008,12/26/2016 21:00,0.211684211,1.170857143
71,1.008,12/26/2016 22:00,-0.156482759,1.124
72,1.008,12/26/2016 23:00,-0.594068966,1.07
73,1.018,12/27/2016 0:00,-1.042909091,1.008
74,1.018,12/27/2016 1:00,-1.315076923,1.065
75,1.018,12/27/2016 2:00,-1.3172,1.256461538
76,1.018,12/27/2016 3:00,-0.982,1.294666667
77,1.018,12/27/2016 4:00,-0.567555556,1.311333333
78,1.008,12/27/2016 5:00,-0.1325,1.334666667
79,1.008,12/27/2016 6:00,0.286823529,1.298
80,1.008,12/27/2016 7:00,0.518,1.211333333
81,1.008,12/27/2016 8:00,0.520857143,1.218
82,0.998,12/27/2016 9:00,0.220222222,1.174666667
83,1.008,12/27/2016 10:00,-0.1895,1.122
84,1.008,12/27/2016 11:00,-0.569297297,1.068
85,1.008,12/27/2016 12:00,-0.96172973,1.02675
86,1.008,12/27/2016 13:00,-1.292816327,1.032615385
87,1.008,12/27/2016 14:00,-1.43075,1.263
88,1.008,12/27/2016 15:00,-1.241375,1.284
89,1.008,12/27/2016 16:00,-0.859368421,1.293
90,1.008,12/27/2016 17:00,-0.444272727,1.329428571
