index,well,date,tide,hw
1,0.888,1/27/2011 0:00,-1.74,1.668
2,0.888,1/27/2011 1:00,-1.31,1.666
3,0.888,1/27/2011 2:00,-0.931,1.666
4,0.878,1/27/2011 3:00,-0.712526316,1.664315789
5,0.878,1/27/2011 4:00,-0.8675,1.661
6,0.878,1/27/2011 5:00,-1.229894737,1.659052632
7,0.878,1/27/2011 6:00,-1.5195,1.658
8,0.868,1/27/2011 7:00,-1.819,1.6575
9,0.858,1/27/2011 8:00,-2.11,1.659
10,0.858,1/27/2011 9:00,-2.29,1.664
11,0.858,1/27/2011 10:00,-2.267,1.668
12,0.858,1/27/2011 11:00,-1.8955,1.6665
13,0.858,1/27/2011 12:00,-1.4845,1.67
14,0.858,1/27/2011 13:00,-1.111,1.6705
15,0.858,1/27/2011 14:00,-0.7755,1.665
16,0.858,1/27/2011 15:00,-0.5985,1.659
17,0.858,1/27/2011 16:00,-0.7115,1.658
18,0.858,1/27/2011 17:00,-1.08,1.6555
19,0.858,1/27/2011 18:00,-1.4245,1.65
20,0.858,1/27/2011 19:00,-1.782,1.645
21,0.858,1/27/2011 20:00,-2.1355,1.638
22,0.858,1/27/2011 21:00,-2.4195,1.628
23,0.858,1/27/2011 22:00,-2.5935,1.647
24,0.858,1/27/2011 23:00,-2.557,1.651
25,0.868,1/28/2011 0:00,-2.1905,1.6415
26,0.868,1/28/2011 1:00,-1.7395,1.637
27,0.868,1/28/2011 2:00,-1.28,1.6365
28,0.868,1/28/2011 3:00,-0.865,1.633
29,0.868,1/28/2011 4:00,-0.683,1.6365
30,0.868,1/28/2011 5:00,-0.77,1.635
31,0.868,1/28/2011 6:00,-1.0775,1.6375
32,0.868,1/28/2011 7:00,-1.4385,1.642
33,0.868,1/28/2011 8:00,-1.7695,1.636
34,0.868,1/28/2011 9:00,-2.0485,1.649
35,0.868,1/28/2011 10:00,-2.187,1.641
36,0.868,1/28/2011 11:00,-2.142,1.6415
37,0.868,1/28/2011 12:00,-1.8125,1.648
38,0.868,1/28/2011 13:00,-1.4365,1.642
39,0.868,1/28/2011 14:00,-1.065,1.6465
40,0.868,1/28/2011 15:00,-0.7835,1.644
41,0.868,1/28/2011 16:00,-0.632,1.636
42,0.868,1/28/2011 17:00,-0.6925,1.619
43,0.868,1/28/2011 18:00,-1.0065,1.607
44,0.868,1/28/2011 19:00,-1.335,1.604
45,0.868,1/28/2011 20:00,-1.703,1.598
46,0.878,1/28/2011 21:00,-2.0605,1.598
47,0.878,1/28/2011 22:00,-2.36,1.5945
48,0.878,1/28/2011 23:00,-2.546,1.5885
49,0.878,1/29/2011 0:00,-2.482,1.5885
50,0.878,1/29/2011 1:00,-2.054,1.588
51,0.878,1/29/2011 2:00,-1.638,1.588
52,0.878,1/29/2011 3:00,-1.238,1.588
53,0.878,1/29/2011 4:00,-0.8725,1.588
54,0.878,1/29/2011 5:00,-0.6365,1.5875
55,0.878,1/29/2011 6:00,-0.6925,1.588
56,0.858,1/29/2011 7:00,-0.991,1.588
57,0.858,1/29/2011 8:00,-1.3045,1.588
58,0.858,1/29/2011 9:00,-1.587789474,1.588526316
59,0.858,1/29/2011 10:00,-1.852,1.595
60,0.858,1/29/2011 11:00,-2.0395,1.5975
61,0.858,1/29/2011 12:00,-2.0285,1.595
62,0.858,1/29/2011 13:00,-1.7205,1.591
63,0.858,1/29/2011 14:00,-1.359,1.5915
64,0.858,1/29/2011 15:00,-1.0335,1.5875
65,0.858,1/29/2011 16:00,-0.743,1.579
66,0.858,1/29/2011 17:00,-0.584,1.5775
67,0.858,1/29/2011 18:00,-0.659,1.579
68,0.858,1/29/2011 19:00,-1.0025,1.5875
69,0.858,1/29/2011 20:00,-1.329,1.588
70,0.858,1/29/2011 21:00,-1.6795,1.586
71,0.858,1/29/2011 22:00,-2.04,1.585
72,0.858,1/29/2011 23:00,-2.337,1.5785
73,0.858,1/30/2011 0:00,-2.517,1.578
74,0.858,1/30/2011 1:00,-2.4855,1.578
75,0.858,1/30/2011 2:00,-2.089,1.577
76,0.858,1/30/2011 3:00,-1.6505,1.5685
77,0.858,1/30/2011 4:00,-1.2295,1.57
78,0.858,1/30/2011 5:00,-0.846,1.568
79,0.858,1/30/2011 6:00,-0.6465,1.568
80,0.858,1/30/2011 7:00,-0.7135,1.568
81,0.858,1/30/2011 8:00,-1.0595,1.568
82,0.848,1/30/2011 9:00,-1.382,1.568
83,0.848,1/30/2011 10:00,-1.6795,1.568
84,0.848,1/30/2011 11:00,-1.955684211,1.566421053
85,0.848,1/30/2011 12:00,-2.1635,1.5605
86,0.848,1/30/2011 13:00,-2.1925,1.5545
87,0.848,1/30/2011 14:00,-1.9195,1.5505
88,0.838,1/30/2011 15:00,-1.533,1.5485
89,0.838,1/30/2011 16:00,-1.183,1.5475
