index,well,date,tide,hw
1,0.928,1/14/2015 0:00,-0.653052632,1.177166667
2,0.928,1/14/2015 1:00,-0.445,1.028
3,0.928,1/14/2015 2:00,-0.127,0.964666667
4,0.928,1/14/2015 3:00,-0.012,0.958
5,0.928,1/14/2015 4:00,-0.13575,1.099538462
6,0.928,1/14/2015 5:00,-0.329894737,1.183454545
7,0.918,1/14/2015 6:00,-0.692,1.046461538
8,0.918,1/14/2015 7:00,-0.89152381,1.177090909
9,0.918,1/14/2015 8:00,-1.1995,1.072166667
10,0.918,1/14/2015 9:00,-1.319391304,1.120222222
11,0.928,1/14/2015 10:00,-1.161166667,1.094
12,0.928,1/14/2015 11:00,-0.909586207,1.106947368
13,0.928,1/14/2015 12:00,-0.428666667,1.187090909
14,0.928,1/14/2015 13:00,-0.200181818,1.046
15,0.928,1/14/2015 14:00,0.026888889,1.003
16,0.928,1/14/2015 15:00,0.153,1.003
17,0.928,1/14/2015 16:00,0.05675,0.998
18,0.928,1/14/2015 17:00,-0.230888889,1.048
19,0.928,1/14/2015 18:00,-0.507,1.180222222
20,0.928,1/14/2015 19:00,-0.890387097,1.066
21,0.928,1/14/2015 20:00,-1.195809524,1.162615385
22,0.928,1/14/2015 21:00,-1.426827586,1.062545455
23,0.928,1/14/2015 22:00,-1.548190476,1.151
24,0.938,1/14/2015 23:00,-1.232833333,1.093833333
25,0.938,1/15/2015 0:00,-0.963538462,1.103294118
26,0.938,1/15/2015 1:00,-0.519727273,1.168833333
27,0.938,1/15/2015 2:00,-0.244857143,1.028
28,0.938,1/15/2015 3:00,0.04675,0.978
29,0.938,1/15/2015 4:00,0.164666667,0.983
30,0.928,1/15/2015 5:00,0.113,0.974666667
31,0.928,1/15/2015 6:00,-0.199368421,1.088833333
32,0.928,1/15/2015 7:00,-0.485157895,1.214666667
33,0.928,1/15/2015 8:00,-0.800518519,1.099111111
34,0.918,1/15/2015 9:00,-1.051230769,1.104666667
35,0.918,1/15/2015 10:00,-1.074307692,1.148
36,0.918,1/15/2015 11:00,-1.104424242,1.077375
37,0.928,1/15/2015 12:00,-0.689142857,1.205142857
38,0.928,1/15/2015 13:00,-0.331130435,1.115692308
39,0.928,1/15/2015 14:00,-0.042833333,0.988
