index,well,date,tide,hw
1,1.088,1/13/2018 0:00,-2.007555556,1.733
2,1.088,1/13/2018 1:00,-2.012,1.728
3,1.088,1/13/2018 2:00,-1.715,1.743
4,1.078,1/13/2018 3:00,-1.32575,1.738
5,1.078,1/13/2018 4:00,-0.952,1.733
6,1.078,1/13/2018 5:00,-0.57,1.733
7,1.068,1/13/2018 6:00,-0.314222222,1.733
8,1.068,1/13/2018 7:00,-0.292,1.728
9,1.058,1/13/2018 8:00,-0.588,1.738
10,1.058,1/13/2018 9:00,-0.930666667,1.748
11,1.058,1/13/2018 10:00,-1.248923077,1.751333333
12,1.048,1/13/2018 11:00,-1.523818182,1.733
13,1.048,1/13/2018 12:00,-1.738,1.750857143
14,1.048,1/13/2018 13:00,-1.816,1.728
15,1.048,1/13/2018 14:00,-1.595846154,1.743
16,1.048,1/13/2018 15:00,-1.233875,1.748
17,1.038,1/13/2018 16:00,-0.872625,1.743
18,1.038,1/13/2018 17:00,-0.5295,1.733
19,1.038,1/13/2018 18:00,-0.284857143,1.733
20,1.038,1/13/2018 19:00,-0.315636364,1.743
21,1.038,1/13/2018 20:00,-0.655333333,1.743
22,1.028,1/13/2018 21:00,-1.052588235,1.721333333
23,1.028,1/13/2018 22:00,-1.441444444,1.733
24,1.028,1/13/2018 23:00,-1.851444444,1.738
25,1.028,1/14/2018 0:00,-2.196444444,1.748
26,1.018,1/14/2018 1:00,-2.359692308,1.731333333
27,1.018,1/14/2018 2:00,-2.2345,1.708
28,1.018,1/14/2018 3:00,-1.865,1.733
29,1.018,1/14/2018 4:00,-1.49,1.733
30,1.008,1/14/2018 5:00,-1.072,1.728
31,1.008,1/14/2018 6:00,-0.654666667,1.728
32,0.998,1/14/2018 7:00,-0.435333333,1.733
33,0.998,1/14/2018 8:00,-0.454727273,1.708
34,0.998,1/14/2018 9:00,-0.722,1.738
35,0.988,1/14/2018 10:00,-1.058153846,1.733
36,0.988,1/14/2018 11:00,-1.382625,1.728
37,0.988,1/14/2018 12:00,-1.665,1.728
38,0.988,1/14/2018 13:00,-1.839777778,1.718
39,0.988,1/14/2018 14:00,-1.7945,1.713
40,0.978,1/14/2018 15:00,-1.512,1.708
41,0.978,1/14/2018 16:00,-1.1595,1.708
42,0.978,1/14/2018 17:00,-0.787555556,1.723
43,0.978,1/14/2018 18:00,-0.437833333,1.713
44,0.978,1/14/2018 19:00,-0.282,1.718
45,0.978,1/14/2018 20:00,-0.434666667,1.708
46,0.978,1/14/2018 21:00,-0.745333333,1.713
47,0.968,1/14/2018 22:00,-1.12575,1.723
48,0.968,1/14/2018 23:00,-1.473333333,1.703
49,0.968,1/15/2018 0:00,-1.830125,1.728
50,0.968,1/15/2018 1:00,-2.124727273,1.708
51,0.968,1/15/2018 2:00,-2.227714286,1.713
52,0.958,1/15/2018 3:00,-1.973666667,1.708
53,0.958,1/15/2018 4:00,-1.527,1.703
54,0.958,1/15/2018 5:00,-1.055157895,1.718
55,0.948,1/15/2018 6:00,-0.628111111,1.708
56,0.948,1/15/2018 7:00,-0.252714286,1.708
57,0.948,1/15/2018 8:00,-0.030888889,1.703
58,0.948,1/15/2018 9:00,-0.142,1.708
