index,well,date,tide
1,0.211,1/25/2013 0:00,-1.624
2,0.211,1/25/2013 1:00,-1.824
3,0.211,1/25/2013 2:00,-1.781
4,0.211,1/25/2013 3:00,-1.499
5,0.211,1/25/2013 4:00,-1.086
6,0.211,1/25/2013 5:00,-0.719
7,0.211,1/25/2013 6:00,-0.318
8,0.211,1/25/2013 7:00,0.033
9,0.211,1/25/2013 8:00,0.207
10,0.211,1/25/2013 9:00,0.089
11,0.211,1/25/2013 10:00,-0.374
12,0.211,1/25/2013 11:00,-0.82
13,0.211,1/25/2013 12:00,-1.194
14,0.201,1/25/2013 13:00,-1.496
15,0.201,1/25/2013 14:00,-1.558
16,0.201,1/25/2013 15:00,-1.388
17,0.201,1/25/2013 16:00,-0.988
18,0.201,1/25/2013 17:00,-0.554
19,0.201,1/25/2013 18:00,-0.203
20,0.201,1/25/2013 19:00,0.131
21,0.201,1/25/2013 20:00,0.266
22,0.201,1/25/2013 21:00,0.052
23,0.201,1/25/2013 22:00,-0.443
24,0.201,1/25/2013 23:00,-0.892
25,0.201,1/26/2013 0:00,-1.319
26,0.201,1/26/2013 1:00,-1.67
27,0.201,1/26/2013 2:00,-1.844
28,0.201,1/26/2013 3:00,-1.755
29,0.181,1/26/2013 4:00,-1.421
30,0.181,1/26/2013 5:00,-0.942
31,0.181,1/26/2013 6:00,-0.512
32,0.181,1/26/2013 7:00,-0.154
33,0.171,1/26/2013 8:00,0.141
34,0.171,1/26/2013 9:00,0.157
35,0.171,1/26/2013 10:00,-0.21
36,0.171,1/26/2013 11:00,-0.679
37,0.171,1/26/2013 12:00,-1.102
38,0.171,1/26/2013 13:00,-1.496
39,0.171,1/26/2013 14:00,-1.752
40,0.171,1/26/2013 15:00,-1.781
41,0.171,1/26/2013 16:00,-1.473
42,0.171,1/26/2013 17:00,-1.02
43,0.171,1/26/2013 18:00,-0.607
44,0.171,1/26/2013 19:00,-0.24
45,0.171,1/26/2013 20:00,0.046
46,0.171,1/26/2013 21:00,0.115
47,0.171,1/26/2013 22:00,-0.22
48,0.171,1/26/2013 23:00,-0.741
49,0.171,1/27/2013 0:00,-1.201
50,0.171,1/27/2013 1:00,-1.627
51,0.171,1/27/2013 2:00,-1.909
52,0.171,1/27/2013 3:00,-1.985
53,0.171,1/27/2013 4:00,-1.778
54,0.171,1/27/2013 5:00,-1.316
55,0.161,1/27/2013 6:00,-0.794
56,0.161,1/27/2013 7:00,-0.367
57,0.161,1/27/2013 8:00,0.049
58,0.151,1/27/2013 9:00,0.256
59,0.151,1/27/2013 10:00,0.177
60,0.151,1/27/2013 11:00,-0.285
61,0.151,1/27/2013 12:00,-0.801
62,0.151,1/27/2013 13:00,-1.253
63,0.151,1/27/2013 14:00,-1.621
64,0.151,1/27/2013 15:00,-1.781
65,0.151,1/27/2013 16:00,-1.65
66,0.151,1/27/2013 17:00,-1.312
67,0.151,1/27/2013 18:00,-0.764
68,0.151,1/27/2013 19:00,-0.364
69,0.151,1/27/2013 20:00,0.03
70,0.151,1/27/2013 21:00,0.259
71,0.151,1/27/2013 22:00,0.187
72,0.151,1/27/2013 23:00,-0.269
73,0.151,1/28/2013 0:00,-0.771
74,0.151,1/28/2013 1:00,-1.201
75,0.151,1/28/2013 2:00,-1.601
76,0.151,1/28/2013 3:00,-1.857
77,0.151,1/28/2013 4:00,-1.85
78,0.151,1/28/2013 5:00,-1.585
79,0.151,1/28/2013 6:00,-1.112
80,0.151,1/28/2013 7:00,-0.614
81,0.151,1/28/2013 8:00,-0.164
82,0.151,1/28/2013 9:00,0.19
83,0.151,1/28/2013 10:00,0.285
84,0.151,1/28/2013 11:00,-0.043
85,0.151,1/28/2013 12:00,-0.64
86,0.151,1/28/2013 13:00,-1.102
87,0.151,1/28/2013 14:00,-1.529
88,0.151,1/28/2013 15:00,-1.86
89,0.151,1/28/2013 16:00,-1.952
90,0.151,1/28/2013 17:00,-1.752
91,0.151,1/28/2013 18:00,-1.302
92,0.151,1/28/2013 19:00,-0.81
93,0.151,1/28/2013 20:00,-0.384
94,0.151,1/28/2013 21:00,0
95,0.141,1/28/2013 22:00,0.174
96,0.141,1/28/2013 23:00,0.003
97,0.141,1/29/2013 0:00,-0.522
98,0.141,1/29/2013 1:00,-1.027
99,0.141,1/29/2013 2:00,-1.447
100,0.141,1/29/2013 3:00,-1.801
101,0.141,1/29/2013 4:00,-1.946
102,0.141,1/29/2013 5:00,-1.814
103,0.141,1/29/2013 6:00,-1.424
104,0.141,1/29/2013 7:00,-0.873
105,0.141,1/29/2013 8:00,-0.4
106,0.141,1/29/2013 9:00,0.046
107,0.141,1/29/2013 10:00,0.354
108,0.131,1/29/2013 11:00,0.312
109,0.131,1/29/2013 12:00,-0.141
110,0.131,1/29/2013 13:00,-0.682
111,0.131,1/29/2013 14:00,-1.135
112,0.131,1/29/2013 15:00,-1.545
113,0.131,1/29/2013 16:00,-1.795
114,0.131,1/29/2013 17:00,-1.778
115,0.131,1/29/2013 18:00,-1.467
116,0.131,1/29/2013 19:00,-0.951
117,0.131,1/29/2013 20:00,-0.489
118,0.131,1/29/2013 21:00,-0.033
119,0.131,1/29/2013 22:00,0.299
120,0.131,1/29/2013 23:00,0.407
121,0.131,1/30/2013 0:00,0.069
122,0.131,1/30/2013 1:00,-0.456
123,0.131,1/30/2013 2:00,-0.912
124,0.131,1/30/2013 3:00,-1.319
125,0.141,1/30/2013 4:00,-1.644
126,0.141,1/30/2013 5:00,-1.726
127,0.141,1/30/2013 6:00,-1.493
128,0.141,1/30/2013 7:00,-0.997
129,0.141,1/30/2013 8:00,-0.502
130,0.151,1/30/2013 9:00,0.007
131,0.151,1/30/2013 10:00,0.417
132,0.151,1/30/2013 11:00,0.535
133,0.151,1/30/2013 12:00,0.282
134,0.151,1/30/2013 13:00,-0.259
135,0.151,1/30/2013 14:00,-0.689
136,0.151,1/30/2013 15:00,-1.158
137,0.151,1/30/2013 16:00,-1.558
138,0.151,1/30/2013 17:00,-1.765
139,0.151,1/30/2013 18:00,-1.713
140,0.151,1/30/2013 19:00,-1.348
141,0.151,1/30/2013 20:00,-0.787
142,0.151,1/30/2013 21:00,-0.41
143,0.151,1/30/2013 22:00,0.013
144,0.151,1/30/2013 23:00,0.292
145,0.151,1/31/2013 0:00,0.154
146,0.151,1/31/2013 1:00,-0.344
147,0.151,1/31/2013 2:00,-0.807
148,0.151,1/31/2013 3:00,-1.23
149,0.151,1/31/2013 4:00,-1.575
150,0.151,1/31/2013 5:00,-1.837
151,0.161,1/31/2013 6:00,-1.854
152,0.161,1/31/2013 7:00,-1.542
153,0.161,1/31/2013 8:00,-1.037
154,0.161,1/31/2013 9:00,-0.577
155,0.161,1/31/2013 10:00,-0.194
156,0.161,1/31/2013 11:00,0.013
157,0.161,1/31/2013 12:00,0.049
158,0.151,1/31/2013 13:00,-0.23
159,0.151,1/31/2013 14:00,-0.748
160,0.151,1/31/2013 15:00,-1.224
161,0.151,1/31/2013 16:00,-1.578
162,0.151,1/31/2013 17:00,-1.932
163,0.151,1/31/2013 18:00,-2.051
164,0.151,1/31/2013 19:00,-1.873
165,0.151,1/31/2013 20:00,-1.453
166,0.151,1/31/2013 21:00,-0.994
167,0.151,1/31/2013 22:00,-0.509
168,0.151,1/31/2013 23:00,-0.138
169,0.151,2/1/2013 0:00,0.085
170,0.151,2/1/2013 1:00,-0.02
171,0.151,2/1/2013 2:00,-0.459
172,0.151,2/1/2013 3:00,-0.991
173,0.151,2/1/2013 4:00,-1.43
174,0.151,2/1/2013 5:00,-1.759
175,0.151,2/1/2013 6:00,-1.959
176,0.151,2/1/2013 7:00,-1.87
177,0.151,2/1/2013 8:00,-1.545
178,0.121,2/1/2013 9:00,-1.02
179,0.121,2/1/2013 10:00,-0.541
180,0.121,2/1/2013 11:00,-0.098
181,0.121,2/1/2013 12:00,0.171
182,0.121,2/1/2013 13:00,0.121
183,0.121,2/1/2013 14:00,-0.282
184,0.121,2/1/2013 15:00,-0.846
185,0.111,2/1/2013 16:00,-1.299
186,0.111,2/1/2013 17:00,-1.663
187,0.111,2/1/2013 18:00,-1.936
188,0.111,2/1/2013 19:00,-1.9
189,0.111,2/1/2013 20:00,-1.699
190,0.111,2/1/2013 21:00,-1.263
191,0.111,2/1/2013 22:00,-0.781
192,0.111,2/1/2013 23:00,-0.335
193,0.111,2/2/2013 0:00,0.059
194,0.111,2/2/2013 1:00,0.213
195,0.111,2/2/2013 2:00,0.089
196,0.111,2/2/2013 3:00,-0.354
197,0.111,2/2/2013 4:00,-0.856
198,0.111,2/2/2013 5:00,-1.214
199,0.111,2/2/2013 6:00,-1.509
200,0.111,2/2/2013 7:00,-1.614
201,0.111,2/2/2013 8:00,-1.473
202,0.111,2/2/2013 9:00,-1.112
203,0.111,2/2/2013 10:00,-0.623
204,0.111,2/2/2013 11:00,-0.243
205,0.111,2/2/2013 12:00,0.121
206,0.111,2/2/2013 13:00,0.315
207,0.111,2/2/2013 14:00,0.19
208,0.111,2/2/2013 15:00,-0.295
209,0.111,2/2/2013 16:00,-0.745
210,0.111,2/2/2013 17:00,-1.178
211,0.111,2/2/2013 18:00,-1.558
212,0.111,2/2/2013 19:00,-1.781
213,0.111,2/2/2013 20:00,-1.772
214,0.111,2/2/2013 21:00,-1.486
215,0.111,2/2/2013 22:00,-1.004
216,0.111,2/2/2013 23:00,-0.574
217,0.111,2/3/2013 0:00,-0.167
218,0.111,2/3/2013 1:00,0.18
219,0.111,2/3/2013 2:00,0.325
220,0.111,2/3/2013 3:00,0.157
221,0.111,2/3/2013 4:00,-0.312
222,0.111,2/3/2013 5:00,-0.778
223,0.111,2/3/2013 6:00,-1.155
224,0.111,2/3/2013 7:00,-1.493
225,0.111,2/3/2013 8:00,-1.624
226,0.111,2/3/2013 9:00,-1.45
227,0.111,2/3/2013 10:00,-1.056
228,0.111,2/3/2013 11:00,-0.584
229,0.111,2/3/2013 12:00,-0.2
230,0.111,2/3/2013 13:00,0.108
231,0.111,2/3/2013 14:00,0.279
232,0.111,2/3/2013 15:00,0.171
233,0.111,2/3/2013 16:00,-0.22
234,0.111,2/3/2013 17:00,-0.709
235,0.111,2/3/2013 18:00,-1.083
236,0.111,2/3/2013 19:00,-1.444
237,0.111,2/3/2013 20:00,-1.686
238,0.111,2/3/2013 21:00,-1.693
239,0.111,2/3/2013 22:00,-1.493
240,0.111,2/3/2013 23:00,-1.106
241,0.111,2/4/2013 0:00,-0.682
242,0.111,2/4/2013 1:00,-0.272
243,0.111,2/4/2013 2:00,0.112
244,0.111,2/4/2013 3:00,0.285
245,0.111,2/4/2013 4:00,0.115
246,0.111,2/4/2013 5:00,-0.325
247,0.111,2/4/2013 6:00,-0.778
248,0.111,2/4/2013 7:00,-1.125
249,0.111,2/4/2013 8:00,-1.368
250,0.111,2/4/2013 9:00,-1.388
251,0.111,2/4/2013 10:00,-1.188
252,0.111,2/4/2013 11:00,-0.817
253,0.111,2/4/2013 12:00,-0.433
254,0.111,2/4/2013 13:00,-0.079
255,0.111,2/4/2013 14:00,0.269
256,0.111,2/4/2013 15:00,0.459
257,0.111,2/4/2013 16:00,0.361
258,0.111,2/4/2013 17:00,-0.049
259,0.111,2/4/2013 18:00,-0.495
260,0.111,2/4/2013 19:00,-0.938
261,0.111,2/4/2013 20:00,-1.352
262,0.111,2/4/2013 21:00,-1.591
263,0.111,2/4/2013 22:00,-1.611
264,0.111,2/4/2013 23:00,-1.407
265,0.111,2/5/2013 0:00,-0.974
266,0.111,2/5/2013 1:00,-0.495
267,0.111,2/5/2013 2:00,-0.105
268,0.111,2/5/2013 3:00,0.279
269,0.111,2/5/2013 4:00,0.44
270,0.121,2/5/2013 5:00,0.361
271,0.141,2/5/2013 6:00,-0.023
272,0.141,2/5/2013 7:00,-0.499
273,0.141,2/5/2013 8:00,-0.853
274,0.141,2/5/2013 9:00,-1.168
275,0.141,2/5/2013 10:00,-1.273
276,0.141,2/5/2013 11:00,-1.152
277,0.141,2/5/2013 12:00,-0.827
278,0.141,2/5/2013 13:00,-0.436
279,0.141,2/5/2013 14:00,-0.069
280,0.141,2/5/2013 15:00,0.226
281,0.141,2/5/2013 16:00,0.423
282,0.141,2/5/2013 17:00,0.344
283,0.141,2/5/2013 18:00,-0.049
284,0.141,2/5/2013 19:00,-0.489
