index,well,date,tide
1,0.491,3/10/2020 0:00,-0.417
2,0.491,3/10/2020 1:00,-1.03
3,0.501,3/10/2020 2:00,-1.516
4,0.511,3/10/2020 3:00,-1.775
5,0.511,3/10/2020 4:00,-1.673
6,0.511,3/10/2020 5:00,-1.286
7,0.511,3/10/2020 6:00,-0.61
8,0.521,3/10/2020 7:00,-0.007
9,0.521,3/10/2020 8:00,0.495
10,0.521,3/10/2020 9:00,0.801
11,0.521,3/10/2020 10:00,0.768
12,0.521,3/10/2020 11:00,0.194
13,0.521,3/10/2020 12:00,-0.486
14,0.531,3/10/2020 13:00,-1.07
15,0.531,3/10/2020 14:00,-1.581
16,0.531,3/10/2020 15:00,-1.926
17,0.531,3/10/2020 16:00,-1.969
18,0.531,3/10/2020 17:00,-1.614
19,0.541,3/10/2020 18:00,-0.919
20,0.531,3/10/2020 19:00,-0.285
21,0.531,3/10/2020 20:00,0.328
22,0.531,3/10/2020 21:00,0.833
23,0.531,3/10/2020 22:00,1.017
24,0.531,3/10/2020 23:00,0.65
25,0.531,3/11/2020 0:00,-0.072
26,0.531,3/11/2020 1:00,-0.696
27,0.531,3/11/2020 2:00,-1.266
28,0.531,3/11/2020 3:00,-1.706
29,0.531,3/11/2020 4:00,-1.893
30,0.541,3/11/2020 5:00,-1.696
31,0.541,3/11/2020 6:00,-1.171
32,0.541,3/11/2020 7:00,-0.495
33,0.541,3/11/2020 8:00,0.079
34,0.541,3/11/2020 9:00,0.597
35,0.541,3/11/2020 10:00,0.883
36,0.541,3/11/2020 11:00,0.725
37,0.541,3/11/2020 12:00,0.095
38,0.541,3/11/2020 13:00,-0.607
39,0.541,3/11/2020 14:00,-1.165
40,0.541,3/11/2020 15:00,-1.699
41,0.541,3/11/2020 16:00,-1.998
42,0.541,3/11/2020 17:00,-1.959
43,0.551,3/11/2020 18:00,-1.535
44,0.541,3/11/2020 19:00,-0.814
45,0.541,3/11/2020 20:00,-0.161
46,0.541,3/11/2020 21:00,0.44
47,0.541,3/11/2020 22:00,0.876
48,0.541,3/11/2020 23:00,1.02
49,0.541,3/12/2020 0:00,0.604
50,0.541,3/12/2020 1:00,-0.135
51,0.541,3/12/2020 2:00,-0.722
52,0.541,3/12/2020 3:00,-1.247
53,0.541,3/12/2020 4:00,-1.657
54,0.541,3/12/2020 5:00,-1.801
55,0.541,3/12/2020 6:00,-1.555
56,0.541,3/12/2020 7:00,-1.02
57,0.541,3/12/2020 8:00,-0.39
58,0.541,3/12/2020 9:00,0.148
59,0.541,3/12/2020 10:00,0.679
60,0.541,3/12/2020 11:00,0.876
61,0.541,3/12/2020 12:00,0.61
62,0.541,3/12/2020 13:00,-0.089
63,0.541,3/12/2020 14:00,-0.719
64,0.541,3/12/2020 15:00,-1.263
65,0.541,3/12/2020 16:00,-1.739
66,0.541,3/12/2020 17:00,-1.995
67,0.541,3/12/2020 18:00,-1.893
68,0.541,3/12/2020 19:00,-1.447
69,0.541,3/12/2020 20:00,-0.761
70,0.541,3/12/2020 21:00,-0.141
71,0.541,3/12/2020 22:00,0.453
72,0.541,3/12/2020 23:00,0.883
73,0.541,3/13/2020 0:00,0.942
74,0.531,3/13/2020 1:00,0.509
75,0.531,3/13/2020 2:00,-0.184
76,0.531,3/13/2020 3:00,-0.725
77,0.531,3/13/2020 4:00,-1.224
78,0.531,3/13/2020 5:00,-1.542
79,0.531,3/13/2020 6:00,-1.657
80,0.531,3/13/2020 7:00,-1.378
81,0.531,3/13/2020 8:00,-0.817
82,0.531,3/13/2020 9:00,-0.213
83,0.531,3/13/2020 10:00,0.266
84,0.531,3/13/2020 11:00,0.656
85,0.531,3/13/2020 12:00,0.774
86,0.531,3/13/2020 13:00,0.413
87,0.531,3/13/2020 14:00,-0.249
88,0.521,3/13/2020 15:00,-0.794
89,0.521,3/13/2020 16:00,-1.335
90,0.531,3/13/2020 17:00,-1.781
91,0.531,3/13/2020 18:00,-1.988
92,0.531,3/13/2020 19:00,-1.886
93,0.531,3/13/2020 20:00,-1.503
94,0.531,3/13/2020 21:00,-0.889
95,0.531,3/13/2020 22:00,-0.331
96,0.531,3/13/2020 23:00,0.164
97,0.521,3/14/2020 0:00,0.515
98,0.521,3/14/2020 1:00,0.548
99,0.521,3/14/2020 2:00,0.069
100,0.521,3/14/2020 3:00,-0.548
101,0.521,3/14/2020 4:00,-1.01
102,0.521,3/14/2020 5:00,-1.463
103,0.521,3/14/2020 6:00,-1.745
104,0.521,3/14/2020 7:00,-1.791
105,0.521,3/14/2020 8:00,-1.555
106,0.521,3/14/2020 9:00,-1.056
107,0.511,3/14/2020 10:00,-0.564
108,0.511,3/14/2020 11:00,-0.161
109,0.501,3/14/2020 12:00,0.131
110,0.501,3/14/2020 13:00,0.187
111,0.501,3/14/2020 14:00,-0.171
112,0.491,3/14/2020 15:00,-0.751
113,0.491,3/14/2020 16:00,-1.22
114,0.491,3/14/2020 17:00,-1.693
115,0.491,3/14/2020 18:00,-2.014
116,0.491,3/14/2020 19:00,-2.165
117,0.491,3/14/2020 20:00,-2.031
118,0.491,3/14/2020 21:00,-1.594
119,0.491,3/14/2020 22:00,-1.037
120,0.481,3/14/2020 23:00,-0.535
121,0.481,3/15/2020 0:00,-0.069
122,0.481,3/15/2020 1:00,0.213
123,0.481,3/15/2020 2:00,0.279
124,0.461,3/15/2020 3:00,-0.082
125,0.461,3/15/2020 4:00,-0.633
126,0.461,3/15/2020 5:00,-1.043
127,0.461,3/15/2020 6:00,-1.424
128,0.461,3/15/2020 7:00,-1.683
129,0.461,3/15/2020 8:00,-1.745
130,0.451,3/15/2020 9:00,-1.493
131,0.451,3/15/2020 10:00,-1.017
132,0.451,3/15/2020 11:00,-0.607
133,0.441,3/15/2020 12:00,-0.253
134,0.441,3/15/2020 13:00,0.043
135,0.441,3/15/2020 14:00,0.069
136,0.441,3/15/2020 15:00,-0.233
137,0.431,3/15/2020 16:00,-0.741
138,0.431,3/15/2020 17:00,-1.168
139,0.431,3/15/2020 18:00,-1.555
140,0.431,3/15/2020 19:00,-1.85
141,0.431,3/15/2020 20:00,-2.005
142,0.431,3/15/2020 21:00,-1.886
143,0.431,3/15/2020 22:00,-1.476
144,0.431,3/15/2020 23:00,-0.984
145,0.431,3/16/2020 0:00,-0.525
146,0.431,3/16/2020 1:00,-0.131
147,0.431,3/16/2020 2:00,0.125
148,0.421,3/16/2020 3:00,0.157
149,0.421,3/16/2020 4:00,-0.131
150,0.421,3/16/2020 5:00,-0.6
151,0.421,3/16/2020 6:00,-0.961
152,0.421,3/16/2020 7:00,-1.306
153,0.421,3/16/2020 8:00,-1.522
154,0.421,3/16/2020 9:00,-1.509
155,0.421,3/16/2020 10:00,-1.257
156,0.421,3/16/2020 11:00,-0.846
157,0.421,3/16/2020 12:00,-0.499
158,0.421,3/16/2020 13:00,-0.174
159,0.421,3/16/2020 14:00,0.069
160,0.421,3/16/2020 15:00,0.092
161,0.421,3/16/2020 16:00,-0.177
162,0.421,3/16/2020 17:00,-0.577
163,0.421,3/16/2020 18:00,-0.958
164,0.421,3/16/2020 19:00,-1.325
165,0.421,3/16/2020 20:00,-1.64
166,0.421,3/16/2020 21:00,-1.795
167,0.411,3/16/2020 22:00,-1.719
168,0.411,3/16/2020 23:00,-1.375
169,0.411,3/17/2020 0:00,-0.909
170,0.411,3/17/2020 1:00,-0.528
171,0.411,3/17/2020 2:00,-0.174
172,0.411,3/17/2020 3:00,0.085
173,0.411,3/17/2020 4:00,0.121
174,0.411,3/17/2020 5:00,-0.154
175,0.411,3/17/2020 6:00,-0.581
176,0.411,3/17/2020 7:00,-0.896
177,0.411,3/17/2020 8:00,-1.234
178,0.411,3/17/2020 9:00,-1.444
179,0.411,3/17/2020 10:00,-1.463
180,0.411,3/17/2020 11:00,-1.332
181,0.411,3/17/2020 12:00,-0.955
182,0.411,3/17/2020 13:00,-0.581
183,0.411,3/17/2020 14:00,-0.308
184,0.411,3/17/2020 15:00,-0.089
185,0.401,3/17/2020 16:00,-0.016
186,0.401,3/17/2020 17:00,-0.233
187,0.401,3/17/2020 18:00,-0.607
188,0.401,3/17/2020 19:00,-0.955
189,0.401,3/17/2020 20:00,-1.342
190,0.401,3/17/2020 21:00,-1.624
191,0.401,3/17/2020 22:00,-1.742
192,0.401,3/17/2020 23:00,-1.621
193,0.401,3/18/2020 0:00,-1.283
194,0.401,3/18/2020 1:00,-0.853
195,0.401,3/18/2020 2:00,-0.479
196,0.401,3/18/2020 3:00,-0.118
197,0.401,3/18/2020 4:00,0.131
198,0.401,3/18/2020 5:00,0.197
199,0.401,3/18/2020 6:00,-0.036
200,0.401,3/18/2020 7:00,-0.43
201,0.401,3/18/2020 8:00,-0.823
202,0.401,3/18/2020 9:00,-1.148
