index,well,date,tide
1,0.661,4/21/2019 0:00,-0.446
2,0.661,4/21/2019 1:00,-1.033
3,0.661,4/21/2019 2:00,-1.499
4,0.661,4/21/2019 3:00,-1.903
5,0.661,4/21/2019 4:00,-2.1
6,0.661,4/21/2019 5:00,-1.985
7,0.631,4/21/2019 6:00,-1.611
8,0.631,4/21/2019 7:00,-1.024
9,0.631,4/21/2019 8:00,-0.505
10,0.631,4/21/2019 9:00,-0.046
11,0.611,4/21/2019 10:00,0.23
12,0.601,4/21/2019 11:00,0.056
13,0.601,4/21/2019 12:00,-0.472
14,0.601,4/21/2019 13:00,-1.05
15,0.601,4/21/2019 14:00,-1.526
16,0.591,4/21/2019 15:00,-1.975
17,0.581,4/21/2019 16:00,-2.241
18,0.581,4/21/2019 17:00,-2.247
19,0.581,4/21/2019 18:00,-1.952
20,0.571,4/21/2019 19:00,-1.339
21,0.571,4/21/2019 20:00,-0.738
22,0.561,4/21/2019 21:00,-0.194
23,0.561,4/21/2019 22:00,0.22
24,0.561,4/21/2019 23:00,0.39
25,0.551,4/22/2019 0:00,0.098
26,0.541,4/22/2019 1:00,-0.449
27,0.541,4/22/2019 2:00,-0.988
28,0.541,4/22/2019 3:00,-1.453
29,0.541,4/22/2019 4:00,-1.804
30,0.531,4/22/2019 5:00,-1.942
31,0.531,4/22/2019 6:00,-1.768
32,0.531,4/22/2019 7:00,-1.312
33,0.531,4/22/2019 8:00,-0.791
34,0.531,4/22/2019 9:00,-0.338
35,0.531,4/22/2019 10:00,0.092
36,0.521,4/22/2019 11:00,0.282
37,0.521,4/22/2019 12:00,0.056
38,0.511,4/22/2019 13:00,-0.459
39,0.511,4/22/2019 14:00,-1.01
40,0.511,4/22/2019 15:00,-1.467
41,0.501,4/22/2019 16:00,-1.841
42,0.501,4/22/2019 17:00,-2.031
43,0.501,4/22/2019 18:00,-1.982
44,0.501,4/22/2019 19:00,-1.598
45,0.501,4/22/2019 20:00,-1.014
46,0.501,4/22/2019 21:00,-0.463
47,0.491,4/22/2019 22:00,0.062
48,0.491,4/22/2019 23:00,0.443
49,0.491,4/23/2019 0:00,0.525
50,0.491,4/23/2019 1:00,0.184
51,0.491,4/23/2019 2:00,-0.413
52,0.491,4/23/2019 3:00,-0.899
53,0.491,4/23/2019 4:00,-1.322
54,0.491,4/23/2019 5:00,-1.594
55,0.491,4/23/2019 6:00,-1.644
56,0.491,4/23/2019 7:00,-1.421
57,0.491,4/23/2019 8:00,-0.971
58,0.491,4/23/2019 9:00,-0.528
59,0.481,4/23/2019 10:00,-0.138
60,0.481,4/23/2019 11:00,0.177
61,0.481,4/23/2019 12:00,0.233
62,0.481,4/23/2019 13:00,-0.043
63,0.471,4/23/2019 14:00,-0.604
64,0.471,4/23/2019 15:00,-1.07
65,0.471,4/23/2019 16:00,-1.486
66,0.471,4/23/2019 17:00,-1.831
67,0.471,4/23/2019 18:00,-1.949
68,0.471,4/23/2019 19:00,-1.804
69,0.471,4/23/2019 20:00,-1.398
70,0.461,4/23/2019 21:00,-0.902
71,0.461,4/23/2019 22:00,-0.41
72,0.461,4/23/2019 23:00,0.046
73,0.461,4/24/2019 0:00,0.312
74,0.461,4/24/2019 1:00,0.322
75,0.461,4/24/2019 2:00,-0.056
76,0.461,4/24/2019 3:00,-0.541
77,0.461,4/24/2019 4:00,-0.899
78,0.461,4/24/2019 5:00,-1.286
79,0.461,4/24/2019 6:00,-1.503
80,0.461,4/24/2019 7:00,-1.503
81,0.461,4/24/2019 8:00,-1.276
82,0.461,4/24/2019 9:00,-0.837
83,0.461,4/24/2019 10:00,-0.466
84,0.461,4/24/2019 11:00,-0.128
85,0.461,4/24/2019 12:00,0.105
86,0.451,4/24/2019 13:00,0.148
87,0.431,4/24/2019 14:00,-0.203
88,0.431,4/24/2019 15:00,-0.653
89,0.431,4/24/2019 16:00,-1.033
90,0.431,4/24/2019 17:00,-1.378
91,0.431,4/24/2019 18:00,-1.611
92,0.431,4/24/2019 19:00,-1.677
93,0.431,4/24/2019 20:00,-1.552
94,0.431,4/24/2019 21:00,-1.119
95,0.431,4/24/2019 22:00,-0.702
96,0.431,4/24/2019 23:00,-0.233
97,0.431,4/25/2019 0:00,0.128
98,0.431,4/25/2019 1:00,0.351
99,0.431,4/25/2019 2:00,0.279
100,0.431,4/25/2019 3:00,-0.131
101,0.431,4/25/2019 4:00,-0.551
102,0.431,4/25/2019 5:00,-0.863
103,0.431,4/25/2019 6:00,-1.188
104,0.431,4/25/2019 7:00,-1.345
105,0.431,4/25/2019 8:00,-1.322
106,0.421,4/25/2019 9:00,-1.122
107,0.421,4/25/2019 10:00,-0.679
108,0.421,4/25/2019 11:00,-0.358
109,0.411,4/25/2019 12:00,-0.069
110,0.411,4/25/2019 13:00,0.092
111,0.411,4/25/2019 14:00,0.056
112,0.411,4/25/2019 15:00,-0.249
113,0.411,4/25/2019 16:00,-0.591
114,0.411,4/25/2019 17:00,-0.928
115,0.411,4/25/2019 18:00,-1.25
116,0.411,4/25/2019 19:00,-1.457
117,0.411,4/25/2019 20:00,-1.506
118,0.411,4/25/2019 21:00,-1.342
119,0.411,4/25/2019 22:00,-0.932
120,0.411,4/25/2019 23:00,-0.541
121,0.411,4/26/2019 0:00,-0.161
122,0.411,4/26/2019 1:00,0.18
123,0.411,4/26/2019 2:00,0.335
124,0.411,4/26/2019 3:00,0.203
125,0.401,4/26/2019 4:00,-0.184
126,0.401,4/26/2019 5:00,-0.531
127,0.401,4/26/2019 6:00,-0.853
128,0.401,4/26/2019 7:00,-1.165
129,0.401,4/26/2019 8:00,-1.293
130,0.401,4/26/2019 9:00,-1.23
131,0.401,4/26/2019 10:00,-1.043
132,0.401,4/26/2019 11:00,-0.689
133,0.401,4/26/2019 12:00,-0.338
134,0.401,4/26/2019 13:00,-0.151
135,0.401,4/26/2019 14:00,-0.039
136,0.391,4/26/2019 15:00,-0.194
137,0.391,4/26/2019 16:00,-0.492
138,0.391,4/26/2019 17:00,-0.761
139,0.391,4/26/2019 18:00,-1.079
140,0.391,4/26/2019 19:00,-1.375
141,0.391,4/26/2019 20:00,-1.578
142,0.391,4/26/2019 21:00,-1.611
143,0.391,4/26/2019 22:00,-1.473
144,0.391,4/26/2019 23:00,-1.138
145,0.391,4/27/2019 0:00,-0.784
146,0.391,4/27/2019 1:00,-0.466
147,0.391,4/27/2019 2:00,-0.164
148,0.381,4/27/2019 3:00,-0.01
149,0.381,4/27/2019 4:00,-0.046
150,0.381,4/27/2019 5:00,-0.4
151,0.381,4/27/2019 6:00,-0.705
152,0.381,4/27/2019 7:00,-1.004
153,0.381,4/27/2019 8:00,-1.263
154,0.381,4/27/2019 9:00,-1.388
155,0.361,4/27/2019 10:00,-1.283
156,0.361,4/27/2019 11:00,-1.004
157,0.361,4/27/2019 12:00,-0.65
158,0.361,4/27/2019 13:00,-0.371
159,0.361,4/27/2019 14:00,-0.131
160,0.351,4/27/2019 15:00,0.026
161,0.351,4/27/2019 16:00,0.02
162,0.351,4/27/2019 17:00,-0.262
163,0.351,4/27/2019 18:00,-0.581
164,0.351,4/27/2019 19:00,-0.83
165,0.351,4/27/2019 20:00,-1.115
166,0.351,4/27/2019 21:00,-1.319
167,0.351,4/27/2019 22:00,-1.342
168,0.351,4/27/2019 23:00,-1.132
169,0.351,4/28/2019 0:00,-0.784
170,0.351,4/28/2019 1:00,-0.453
171,0.351,4/28/2019 2:00,-0.164
172,0.351,4/28/2019 3:00,0.049
173,0.351,4/28/2019 4:00,0.125
174,0.351,4/28/2019 5:00,-0.049
175,0.351,4/28/2019 6:00,-0.328
176,0.351,4/28/2019 7:00,-0.696
177,0.351,4/28/2019 8:00,-1.014
178,0.351,4/28/2019 9:00,-1.289
179,0.351,4/28/2019 10:00,-1.424
180,0.351,4/28/2019 11:00,-1.404
181,0.351,4/28/2019 12:00,-1.142
182,0.341,4/28/2019 13:00,-0.801
183,0.341,4/28/2019 14:00,-0.541
184,0.341,4/28/2019 15:00,-0.282
185,0.341,4/28/2019 16:00,-0.085
186,0.341,4/28/2019 17:00,-0.062
187,0.331,4/28/2019 18:00,-0.367
188,0.331,4/28/2019 19:00,-0.696
189,0.331,4/28/2019 20:00,-0.994
190,0.331,4/28/2019 21:00,-1.365
191,0.331,4/28/2019 22:00,-1.49
192,0.331,4/28/2019 23:00,-1.506
193,0.331,4/29/2019 0:00,-1.302
194,0.331,4/29/2019 1:00,-0.912
195,0.331,4/29/2019 2:00,-0.617
196,0.331,4/29/2019 3:00,-0.299
197,0.331,4/29/2019 4:00,-0.072
198,0.331,4/29/2019 5:00,0.079
199,0.331,4/29/2019 6:00,-0.056
200,0.331,4/29/2019 7:00,-0.413
201,0.331,4/29/2019 8:00,-0.774
202,0.331,4/29/2019 9:00,-1.096
203,0.331,4/29/2019 10:00,-1.345
204,0.331,4/29/2019 11:00,-1.476
205,0.321,4/29/2019 12:00,-1.365
206,0.321,4/29/2019 13:00,-1.086
207,0.321,4/29/2019 14:00,-0.702
208,0.321,4/29/2019 15:00,-0.423
209,0.321,4/29/2019 16:00,-0.141
210,0.321,4/29/2019 17:00,0.01
211,0.321,4/29/2019 18:00,0.007
212,0.311,4/29/2019 19:00,-0.223
213,0.311,4/29/2019 20:00,-0.617
214,0.311,4/29/2019 21:00,-0.965
215,0.311,4/29/2019 22:00,-1.25
216,0.321,4/29/2019 23:00,-1.43
217,0.321,4/30/2019 0:00,-1.421
218,0.321,4/30/2019 1:00,-1.214
219,0.321,4/30/2019 2:00,-0.82
220,0.321,4/30/2019 3:00,-0.499
221,0.321,4/30/2019 4:00,-0.2
222,0.311,4/30/2019 5:00,0.052
223,0.311,4/30/2019 6:00,0.125
224,0.311,4/30/2019 7:00,-0.052
225,0.311,4/30/2019 8:00,-0.453
