date,year,month,day,hour,well,tide,date_hw,hw
1/1/2015 0:00,2015,1,1,0,0.274,-1.496,1/1/2015 0:00,0.178
1/1/2015 1:00,2015,1,1,1,0.274,-1.692666667,1/1/2015 1:00,0.178
1/1/2015 2:00,2015,1,1,2,0.274,-1.558666667,1/1/2015 2:00,0.168
1/1/2015 3:00,2015,1,1,3,0.264,-1.216,1/1/2015 3:00,0.168
1/1/2015 4:00,2015,1,1,4,0.264,-0.790736842,1/1/2015 4:00,0.168
1/1/2015 5:00,2015,1,1,5,0.264,-0.344421053,1/1/2015 5:00,0.163
1/1/2015 6:00,2015,1,1,6,0.264,0.031857143,1/1/2015 6:00,0.163
1/1/2015 7:00,2015,1,1,7,0.264,0.211142857,1/1/2015 7:00,0.158
1/1/2015 8:00,2015,1,1,8,0.264,0.024,1/1/2015 8:00,0.158
1/1/2015 9:00,2015,1,1,9,0.264,-0.3,1/1/2015 9:00,0.158
1/1/2015 10:00,2015,1,1,10,0.264,-0.617428571,1/1/2015 10:00,0.158
1/1/2015 11:00,2015,1,1,11,0.264,-0.888727273,1/1/2015 11:00,0.151333333
1/1/2015 12:00,2015,1,1,12,0.254,-1.135166667,1/1/2015 12:00,0.148
1/1/2015 13:00,2015,1,1,13,0.254,-1.300285714,1/1/2015 13:00,0.143
1/1/2015 14:00,2015,1,1,14,0.254,-1.2885,1/1/2015 14:00,0.138
1/1/2015 15:00,2015,1,1,15,0.254,-1.053857143,1/1/2015 15:00,0.138
1/1/2015 16:00,2015,1,1,16,0.244,-0.693222222,1/1/2015 16:00,0.138
1/1/2015 17:00,2015,1,1,17,0.234,-0.31475,1/1/2015 17:00,0.138
1/1/2015 18:00,2015,1,1,18,0.234,0.016307692,1/1/2015 18:00,0.138
1/1/2015 19:00,2015,1,1,19,0.234,0.221142857,1/1/2015 19:00,0.138
1/1/2015 20:00,2015,1,1,20,0.234,0.056,1/1/2015 20:00,0.138
1/1/2015 21:00,2015,1,1,21,0.234,-0.288666667,1/1/2015 21:00,0.143
1/1/2015 22:00,2015,1,1,22,0.234,-0.597111111,1/1/2015 22:00,0.143
1/1/2015 23:00,2015,1,1,23,0.234,-0.962153846,1/1/2015 23:00,0.148
1/2/2015 0:00,2015,1,2,0,0.224,-1.229846154,1/2/2015 0:00,0.138
1/2/2015 1:00,2015,1,2,1,0.224,-1.442363636,1/2/2015 1:00,0.138
1/2/2015 2:00,2015,1,2,2,0.224,-1.524181818,1/2/2015 2:00,0.134666667
1/2/2015 3:00,2015,1,2,3,0.224,-1.464333333,1/2/2015 3:00,0.133
1/2/2015 4:00,2015,1,2,4,0.224,-1.081,1/2/2015 4:00,0.128
1/2/2015 5:00,2015,1,2,5,0.214,-0.658105263,1/2/2015 5:00,0.128
1/2/2015 6:00,2015,1,2,6,0.214,-0.219,1/2/2015 6:00,0.123
1/2/2015 7:00,2015,1,2,7,0.214,0.151692308,1/2/2015 7:00,0.118
1/2/2015 8:00,2015,1,2,8,0.214,0.325666667,1/2/2015 8:00,0.118
1/2/2015 9:00,2015,1,2,9,0.214,0.125176471,1/2/2015 9:00,0.118
1/2/2015 10:00,2015,1,2,10,0.214,-0.220615385,1/2/2015 10:00,0.118
1/2/2015 11:00,2015,1,2,11,0.214,-0.522923077,1/2/2015 11:00,0.118
1/2/2015 12:00,2015,1,2,12,0.214,-0.794333333,1/2/2015 12:00,0.118
1/2/2015 13:00,2015,1,2,13,0.204,-1.061384615,1/2/2015 13:00,0.101333333
1/2/2015 14:00,2015,1,2,14,0.194,-1.262666667,1/2/2015 14:00,0.108
1/2/2015 15:00,2015,1,2,15,0.194,-1.26975,1/2/2015 15:00,0.108
1/2/2015 16:00,2015,1,2,16,0.194,-1.056769231,1/2/2015 16:00,0.108
1/2/2015 17:00,2015,1,2,17,0.184,-0.702666667,1/2/2015 17:00,0.108
1/2/2015 18:00,2015,1,2,18,0.174,-0.29725,1/2/2015 18:00,0.108
1/2/2015 19:00,2015,1,2,19,0.174,0.034769231,1/2/2015 19:00,0.108
1/2/2015 20:00,2015,1,2,20,0.174,0.228285714,1/2/2015 20:00,0.108
1/2/2015 21:00,2015,1,2,21,0.174,0.064,1/2/2015 21:00,0.108
1/2/2015 22:00,2015,1,2,22,0.174,-0.225166667,1/2/2015 22:00,0.108
1/2/2015 23:00,2015,1,2,23,0.174,-0.508307692,1/2/2015 23:00,0.108
1/3/2015 0:00,2015,1,3,0,0.174,-0.785230769,1/3/2015 0:00,0.108
1/3/2015 1:00,2015,1,3,1,0.174,-1.071,1/3/2015 1:00,0.103
1/3/2015 2:00,2015,1,3,2,0.164,-1.291,1/3/2015 2:00,0.098
1/3/2015 3:00,2015,1,3,3,0.164,-1.412666667,1/3/2015 3:00,0.098
1/3/2015 4:00,2015,1,3,4,0.154,-1.241,1/3/2015 4:00,0.098
1/3/2015 5:00,2015,1,3,5,0.154,-0.888222222,1/3/2015 5:00,0.098
1/3/2015 6:00,2015,1,3,6,0.154,-0.459157895,1/3/2015 6:00,0.098
1/3/2015 7:00,2015,1,3,7,0.154,0.002947368,1/3/2015 7:00,0.093
1/3/2015 8:00,2015,1,3,8,0.154,0.373166667,1/3/2015 8:00,0.093
1/3/2015 9:00,2015,1,3,9,0.144,0.48775,1/3/2015 9:00,0.088
1/3/2015 10:00,2015,1,3,10,0.144,0.259,1/3/2015 10:00,0.088
1/3/2015 11:00,2015,1,3,11,0.144,-0.082,1/3/2015 11:00,0.093
1/3/2015 12:00,2015,1,3,12,0.144,-0.385230769,1/3/2015 12:00,0.098
1/3/2015 13:00,2015,1,3,13,0.144,-0.675285714,1/3/2015 13:00,0.098
1/3/2015 14:00,2015,1,3,14,0.144,-0.971882353,1/3/2015 14:00,0.092285714
1/3/2015 15:00,2015,1,3,15,0.144,-1.1485,1/3/2015 15:00,0.093
1/3/2015 16:00,2015,1,3,16,0.144,-1.113777778,1/3/2015 16:00,0.088
1/3/2015 17:00,2015,1,3,17,0.144,-0.829529412,1/3/2015 17:00,0.088
1/3/2015 18:00,2015,1,3,18,0.144,-0.417578947,1/3/2015 18:00,0.088
1/3/2015 19:00,2015,1,3,19,0.134,0.005764706,1/3/2015 19:00,0.088
1/3/2015 20:00,2015,1,3,20,0.134,0.334769231,1/3/2015 20:00,0.088
1/3/2015 21:00,2015,1,3,21,0.134,0.449,1/3/2015 21:00,0.088
1/3/2015 22:00,2015,1,3,22,0.134,0.222461538,1/3/2015 22:00,0.098
1/3/2015 23:00,2015,1,3,23,0.134,-0.076,1/3/2015 23:00,0.098
1/4/2015 0:00,2015,1,4,0,0.134,-0.408857143,1/4/2015 0:00,0.103
1/4/2015 1:00,2015,1,4,1,0.134,-0.703857143,1/4/2015 1:00,0.103
1/4/2015 2:00,2015,1,4,2,0.134,-0.987666667,1/4/2015 2:00,0.098
1/4/2015 3:00,2015,1,4,3,0.134,-1.219,1/4/2015 3:00,0.098
1/4/2015 4:00,2015,1,4,4,0.134,-1.3235,1/4/2015 4:00,0.093
1/4/2015 5:00,2015,1,4,5,0.134,-1.1235,1/4/2015 5:00,0.093
1/4/2015 6:00,2015,1,4,6,0.134,-0.746,1/4/2015 6:00,0.088
1/4/2015 7:00,2015,1,4,7,0.124,-0.3135,1/4/2015 7:00,0.088
1/4/2015 8:00,2015,1,4,8,0.124,0.100875,1/4/2015 8:00,0.083
1/4/2015 9:00,2015,1,4,9,0.124,0.371,1/4/2015 9:00,0.081333333
1/4/2015 10:00,2015,1,4,10,0.124,0.305538462,1/4/2015 10:00,0.078
1/4/2015 11:00,2015,1,4,11,0.124,-0.002428571,1/4/2015 11:00,0.093
1/4/2015 12:00,2015,1,4,12,0.124,-0.342666667,1/4/2015 12:00,0.093
1/4/2015 13:00,2015,1,4,13,0.124,-0.691294118,1/4/2015 13:00,0.088
1/4/2015 14:00,2015,1,4,14,0.124,-1.005230769,1/4/2015 14:00,0.083
1/4/2015 15:00,2015,1,4,15,0.114,-1.261,1/4/2015 15:00,0.078
1/4/2015 16:00,2015,1,4,16,0.114,-1.456,1/4/2015 16:00,0.078
1/4/2015 17:00,2015,1,4,17,0.114,-1.380166667,1/4/2015 17:00,0.078
1/4/2015 18:00,2015,1,4,18,0.114,-1.087875,1/4/2015 18:00,0.078
1/4/2015 19:00,2015,1,4,19,0.114,-0.689684211,1/4/2015 19:00,0.078
1/4/2015 20:00,2015,1,4,20,0.114,-0.303333333,1/4/2015 20:00,0.068
1/4/2015 21:00,2015,1,4,21,0.114,-0.033,1/4/2015 21:00,0.068
1/4/2015 22:00,2015,1,4,22,0.104,-0.081833333,1/4/2015 22:00,0.068
1/4/2015 23:00,2015,1,4,23,0.104,-0.370666667,1/4/2015 23:00,0.068
1/5/2015 0:00,2015,1,5,0,0.104,-0.705333333,1/5/2015 0:00,0.068
1/5/2015 1:00,2015,1,5,1,0.104,-0.9985,1/5/2015 1:00,0.068
1/5/2015 2:00,2015,1,5,2,0.104,-1.273857143,1/5/2015 2:00,0.068
1/5/2015 3:00,2015,1,5,3,0.094,-1.524,1/5/2015 3:00,0.068
1/5/2015 4:00,2015,1,5,4,0.094,-1.693777778,1/5/2015 4:00,0.068
1/5/2015 5:00,2015,1,5,5,0.094,-1.736,1/5/2015 5:00,0.068
1/5/2015 6:00,2015,1,5,6,0.094,-1.473647059,1/5/2015 6:00,0.058
1/5/2015 7:00,2015,1,5,7,0.094,-1.0705,1/5/2015 7:00,0.063
1/5/2015 8:00,2015,1,5,8,0.094,-0.6025,1/5/2015 8:00,0.058
1/5/2015 9:00,2015,1,5,9,0.094,-0.167875,1/5/2015 9:00,0.058
1/5/2015 10:00,2015,1,5,10,0.084,0.109555556,1/5/2015 10:00,0.048
1/5/2015 11:00,2015,1,5,11,0.084,-0.00225,1/5/2015 11:00,0.053
1/5/2015 12:00,2015,1,5,12,0.084,-0.34975,1/5/2015 12:00,0.058
1/5/2015 13:00,2015,1,5,13,0.084,-0.707111111,1/5/2015 13:00,0.054666667
1/5/2015 14:00,2015,1,5,14,0.084,-1.016,1/5/2015 14:00,-0.153111111
1/5/2015 15:00,2015,1,5,15,0.084,-1.272071429,1/5/2015 15:00,-0.063304348
1/5/2015 16:00,2015,1,5,16,0.084,-1.523777778,1/5/2015 16:00,0.021333333
1/5/2015 17:00,2015,1,5,17,0.084,-1.601,1/5/2015 17:00,0.023
1/5/2015 18:00,2015,1,5,18,0.084,-1.388142857,1/5/2015 18:00,0.028
1/5/2015 19:00,2015,1,5,19,0.084,-1.0385,1/5/2015 19:00,0.028
1/5/2015 20:00,2015,1,5,20,0.084,-0.638352941,1/5/2015 20:00,0.038
1/5/2015 21:00,2015,1,5,21,0.084,-0.210117647,1/5/2015 21:00,0.033
1/5/2015 22:00,2015,1,5,22,0.084,0.152571429,1/5/2015 22:00,0.028
1/5/2015 23:00,2015,1,5,23,0.084,0.173090909,1/5/2015 23:00,0.028
1/6/2015 0:00,2015,1,6,0,0.084,-0.118666667,1/6/2015 0:00,0.033
1/6/2015 1:00,2015,1,6,1,0.084,-0.487176471,1/6/2015 1:00,0.044666667
1/6/2015 2:00,2015,1,6,2,0.084,-0.817428571,1/6/2015 2:00,0.043
1/6/2015 3:00,2015,1,6,3,0.084,-1.116,1/6/2015 3:00,0.048
1/6/2015 4:00,2015,1,6,4,0.084,-1.403272727,1/6/2015 4:00,0.048
1/6/2015 5:00,2015,1,6,5,0.084,-1.567428571,1/6/2015 5:00,0.043
1/6/2015 6:00,2015,1,6,6,0.084,-1.525,1/6/2015 6:00,0.048
1/6/2015 7:00,2015,1,6,7,0.084,-1.267538462,1/6/2015 7:00,0.053
1/6/2015 8:00,2015,1,6,8,0.074,-0.909157895,1/6/2015 8:00,0.053
1/6/2015 9:00,2015,1,6,9,0.074,-0.491333333,1/6/2015 9:00,0.043
1/6/2015 10:00,2015,1,6,10,0.074,-0.158666667,1/6/2015 10:00,0.038
1/6/2015 11:00,2015,1,6,11,0.074,0.024,1/6/2015 11:00,0.048
1/6/2015 12:00,2015,1,6,12,0.074,-0.172875,1/6/2015 12:00,0.033
1/6/2015 13:00,2015,1,6,13,0.074,-0.540705882,1/6/2015 13:00,0.038
1/6/2015 14:00,2015,1,6,14,0.074,-0.898142857,1/6/2015 14:00,0.038
1/6/2015 15:00,2015,1,6,15,0.064,-1.169333333,1/6/2015 15:00,0.038
1/6/2015 16:00,2015,1,6,16,0.064,-1.4135,1/6/2015 16:00,0.038
1/6/2015 17:00,2015,1,6,17,0.064,-1.608857143,1/6/2015 17:00,0.043
1/6/2015 18:00,2015,1,6,18,0.064,-1.566,1/6/2015 18:00,0.038
1/6/2015 19:00,2015,1,6,19,0.064,-1.316714286,1/6/2015 19:00,0.038
1/6/2015 20:00,2015,1,6,20,0.064,-0.958777778,1/6/2015 20:00,0.043
1/6/2015 21:00,2015,1,6,21,0.064,-0.559333333,1/6/2015 21:00,0.043
1/6/2015 22:00,2015,1,6,22,0.064,-0.244333333,1/6/2015 22:00,0.043
1/6/2015 23:00,2015,1,6,23,0.064,-0.087666667,1/6/2015 23:00,0.043
1/7/2015 0:00,2015,1,7,0,0.064,-0.276,1/7/2015 0:00,0.048
1/7/2015 1:00,2015,1,7,1,0.064,-0.615333333,1/7/2015 1:00,0.048
1/7/2015 2:00,2015,1,7,2,0.064,-0.970666667,1/7/2015 2:00,0.048
1/7/2015 3:00,2015,1,7,3,0.064,-1.256,1/7/2015 3:00,0.048
1/7/2015 4:00,2015,1,7,4,0.064,-1.518307692,1/7/2015 4:00,0.038
1/7/2015 5:00,2015,1,7,5,0.064,-1.745,1/7/2015 5:00,0.038
1/7/2015 6:00,2015,1,7,6,0.064,-1.826,1/7/2015 6:00,0.043
1/7/2015 7:00,2015,1,7,7,0.064,-1.573058824,1/7/2015 7:00,0.038
1/7/2015 8:00,2015,1,7,8,0.064,-1.20725,1/7/2015 8:00,0.038
1/7/2015 9:00,2015,1,7,9,0.064,-0.766909091,1/7/2015 9:00,0.048
1/7/2015 10:00,2015,1,7,10,0.064,-0.320444444,1/7/2015 10:00,0.043
1/7/2015 11:00,2015,1,7,11,0.054,-0.009636364,1/7/2015 11:00,0.048
1/7/2015 12:00,2015,1,7,12,0.054,0.046727273,1/7/2015 12:00,0.048
1/7/2015 13:00,2015,1,7,13,0.054,-0.241333333,1/7/2015 13:00,0.038
1/7/2015 14:00,2015,1,7,14,0.054,-0.597764706,1/7/2015 14:00,0.043
1/7/2015 15:00,2015,1,7,15,0.054,-0.942666667,1/7/2015 15:00,0.043
1/7/2015 16:00,2015,1,7,16,0.054,-1.241384615,1/7/2015 16:00,0.038
1/7/2015 17:00,2015,1,7,17,0.054,-1.476,1/7/2015 17:00,0.038
1/7/2015 18:00,2015,1,7,18,0.054,-1.61,1/7/2015 18:00,0.033
1/7/2015 19:00,2015,1,7,19,0.054,-1.466,1/7/2015 19:00,0.033
1/7/2015 20:00,2015,1,7,20,0.054,-1.188142857,1/7/2015 20:00,0.033
1/7/2015 21:00,2015,1,7,21,0.054,-0.819684211,1/7/2015 21:00,0.028
1/7/2015 22:00,2015,1,7,22,0.054,-0.40225,1/7/2015 22:00,0.028
1/7/2015 23:00,2015,1,7,23,0.054,-0.107818182,1/7/2015 23:00,0.028
1/8/2015 0:00,2015,1,8,0,0.044,-0.100444444,1/8/2015 0:00,0.038
1/8/2015 1:00,2015,1,8,1,0.044,-0.320166667,1/8/2015 1:00,0.033
1/8/2015 2:00,2015,1,8,2,0.044,-0.600285714,1/8/2015 2:00,0.038
1/8/2015 3:00,2015,1,8,3,0.044,-0.929333333,1/8/2015 3:00,0.033
1/8/2015 4:00,2015,1,8,4,0.044,-1.224461538,1/8/2015 4:00,0.033
1/8/2015 5:00,2015,1,8,5,0.044,-1.466909091,1/8/2015 5:00,0.033
1/8/2015 6:00,2015,1,8,6,0.044,-1.607666667,1/8/2015 6:00,0.033
1/8/2015 7:00,2015,1,8,7,0.044,-1.486909091,1/8/2015 7:00,0.023
1/8/2015 8:00,2015,1,8,8,0.044,-1.228857143,1/8/2015 8:00,0.023
1/8/2015 9:00,2015,1,8,9,0.044,-0.84552381,1/8/2015 9:00,0.028
1/8/2015 10:00,2015,1,8,10,0.044,-0.377052632,1/8/2015 10:00,0.023
1/8/2015 11:00,2015,1,8,11,0.044,0.009,1/8/2015 11:00,0.028
1/8/2015 12:00,2015,1,8,12,0.044,0.269555556,1/8/2015 12:00,0.018
1/8/2015 13:00,2015,1,8,13,0.044,0.231142857,1/8/2015 13:00,0.008
1/8/2015 14:00,2015,1,8,14,0.044,0.076307692,1/8/2015 14:00,0.003
1/8/2015 15:00,2015,1,8,15,0.044,-0.255333333,1/8/2015 15:00,0.008
1/8/2015 16:00,2015,1,8,16,0.044,-0.548727273,1/8/2015 16:00,0.013
1/8/2015 17:00,2015,1,8,17,0.044,-0.789333333,1/8/2015 17:00,0.018
1/8/2015 18:00,2015,1,8,18,0.044,-0.927666667,1/8/2015 18:00,0.018
1/8/2015 19:00,2015,1,8,19,0.044,-0.792,1/8/2015 19:00,0.013
1/8/2015 20:00,2015,1,8,20,0.034,-0.511,1/8/2015 20:00,0.008
1/8/2015 21:00,2015,1,8,21,0.034,-0.195285714,1/8/2015 21:00,0.008
1/8/2015 22:00,2015,1,8,22,0.034,0.168666667,1/8/2015 22:00,0.008
1/8/2015 23:00,2015,1,8,23,0.034,0.443,1/8/2015 23:00,0.008
1/9/2015 0:00,2015,1,9,0,0.034,0.611,1/9/2015 0:00,0.018
1/9/2015 1:00,2015,1,9,1,0.034,0.449,1/9/2015 1:00,0.018
1/9/2015 2:00,2015,1,9,2,0.034,0.103333333,1/9/2015 2:00,0.023
1/9/2015 3:00,2015,1,9,3,0.044,-0.263058824,1/9/2015 3:00,0.028
1/9/2015 4:00,2015,1,9,4,0.044,-0.586,1/9/2015 4:00,0.038
1/9/2015 5:00,2015,1,9,5,0.044,-0.860166667,1/9/2015 5:00,0.033
1/9/2015 6:00,2015,1,9,6,0.044,-1.085230769,1/9/2015 6:00,0.028
1/9/2015 7:00,2015,1,9,7,0.044,-1.181,1/9/2015 7:00,0.028
1/9/2015 8:00,2015,1,9,8,0.044,-0.964666667,1/9/2015 8:00,0.028
1/9/2015 9:00,2015,1,9,9,0.044,-0.611555556,1/9/2015 9:00,0.028
1/9/2015 10:00,2015,1,9,10,0.044,-0.217111111,1/9/2015 10:00,0.028
1/9/2015 11:00,2015,1,9,11,0.044,0.141333333,1/9/2015 11:00,0.028
1/9/2015 12:00,2015,1,9,12,0.044,0.389,1/9/2015 12:00,0.033
1/9/2015 13:00,2015,1,9,13,0.044,0.342333333,1/9/2015 13:00,0.033
1/9/2015 14:00,2015,1,9,14,0.044,0.050666667,1/9/2015 14:00,0.033
1/9/2015 15:00,2015,1,9,15,0.044,-0.312666667,1/9/2015 15:00,0.038
1/9/2015 16:00,2015,1,9,16,0.044,-0.647333333,1/9/2015 16:00,0.038
1/9/2015 17:00,2015,1,9,17,0.044,-0.932666667,1/9/2015 17:00,0.038
1/9/2015 18:00,2015,1,9,18,0.044,-1.166,1/9/2015 18:00,0.038
1/9/2015 19:00,2015,1,9,19,0.044,-1.301,1/9/2015 19:00,0.033
1/9/2015 20:00,2015,1,9,20,0.044,-1.158857143,1/9/2015 20:00,0.028
1/9/2015 21:00,2015,1,9,21,0.044,-0.82225,1/9/2015 21:00,0.028
1/9/2015 22:00,2015,1,9,22,0.044,-0.4685,1/9/2015 22:00,0.028
1/9/2015 23:00,2015,1,9,23,0.044,-0.151,1/9/2015 23:00,0.038
1/10/2015 0:00,2015,1,10,0,0.044,0.096,1/10/2015 0:00,0.033
1/10/2015 1:00,2015,1,10,1,0.044,0.192571429,1/10/2015 1:00,0.033
1/10/2015 2:00,2015,1,10,2,0.044,0.001857143,1/10/2015 2:00,0.038
1/10/2015 3:00,2015,1,10,3,0.044,-0.3185,1/10/2015 3:00,0.038
1/10/2015 4:00,2015,1,10,4,0.044,-0.657875,1/10/2015 4:00,0.048
1/10/2015 5:00,2015,1,10,5,0.044,-0.951833333,1/10/2015 5:00,0.043
1/10/2015 6:00,2015,1,10,6,0.044,-1.163,1/10/2015 6:00,0.038
1/10/2015 7:00,2015,1,10,7,0.044,-1.341555556,1/10/2015 7:00,0.031333333
1/10/2015 8:00,2015,1,10,8,0.044,-1.335166667,1/10/2015 8:00,0.038
1/10/2015 9:00,2015,1,10,9,0.044,-1.071714286,1/10/2015 9:00,0.033
1/10/2015 10:00,2015,1,10,10,0.044,-0.6875,1/10/2015 10:00,0.028
1/10/2015 11:00,2015,1,10,11,0.044,-0.256,1/10/2015 11:00,0.028
1/10/2015 12:00,2015,1,10,12,0.044,0.102666667,1/10/2015 12:00,0.018
1/10/2015 13:00,2015,1,10,13,0.044,0.334,1/10/2015 13:00,0.018
1/10/2015 14:00,2015,1,10,14,0.044,0.27025,1/10/2015 14:00,0.013
1/10/2015 15:00,2015,1,10,15,0.044,-0.030117647,1/10/2015 15:00,0.013
1/10/2015 16:00,2015,1,10,16,0.044,-0.324,1/10/2015 16:00,0.013
1/10/2015 17:00,2015,1,10,17,0.044,-0.529333333,1/10/2015 17:00,0.023
1/10/2015 18:00,2015,1,10,18,0.044,-0.706,1/10/2015 18:00,0.024666667
1/10/2015 19:00,2015,1,10,19,0.044,-0.864571429,1/10/2015 19:00,0.018
1/10/2015 20:00,2015,1,10,20,0.044,-0.876,1/10/2015 20:00,0.018
1/10/2015 21:00,2015,1,10,21,0.044,-0.693142857,1/10/2015 21:00,0.018
1/10/2015 22:00,2015,1,10,22,0.044,-0.398857143,1/10/2015 22:00,0.011333333
1/10/2015 23:00,2015,1,10,23,0.044,-0.107333333,1/10/2015 23:00,0.008
1/11/2015 0:00,2015,1,11,0,0.044,0.154909091,1/11/2015 0:00,0.008
1/11/2015 1:00,2015,1,11,1,0.044,0.339,1/11/2015 1:00,0.013
1/11/2015 2:00,2015,1,11,2,0.044,0.277636364,1/11/2015 2:00,0.018
1/11/2015 3:00,2015,1,11,3,0.044,0.004769231,1/11/2015 3:00,0.018
1/11/2015 4:00,2015,1,11,4,0.044,-0.284461538,1/11/2015 4:00,0.028
1/11/2015 5:00,2015,1,11,5,0.054,-0.564333333,1/11/2015 5:00,0.028
1/11/2015 6:00,2015,1,11,6,0.054,-0.805090909,1/11/2015 6:00,0.028
1/11/2015 7:00,2015,1,11,7,0.054,-0.993,1/11/2015 7:00,0.028
1/11/2015 8:00,2015,1,11,8,0.054,-1.089333333,1/11/2015 8:00,0.018
1/11/2015 9:00,2015,1,11,9,0.054,-0.888307692,1/11/2015 9:00,0.014666667
1/11/2015 10:00,2015,1,11,10,0.054,-0.586,1/11/2015 10:00,0.008
1/11/2015 11:00,2015,1,11,11,0.054,-0.204888889,1/11/2015 11:00,-0.007
1/11/2015 12:00,2015,1,11,12,0.054,0.125538462,1/11/2015 12:00,-0.002
1/11/2015 13:00,2015,1,11,13,0.054,0.364,1/11/2015 13:00,0.003
1/11/2015 14:00,2015,1,11,14,0.054,0.421142857,1/11/2015 14:00,-0.002
1/11/2015 15:00,2015,1,11,15,0.054,0.194,1/11/2015 15:00,0.003
1/11/2015 16:00,2015,1,11,16,0.054,-0.131,1/11/2015 16:00,0.013
1/11/2015 17:00,2015,1,11,17,0.054,-0.406,1/11/2015 17:00,0.013
1/11/2015 18:00,2015,1,11,18,0.054,-0.632666667,1/11/2015 18:00,0.013
1/11/2015 19:00,2015,1,11,19,0.054,-0.856,1/11/2015 19:00,0.018
1/11/2015 20:00,2015,1,11,20,0.054,-0.9985,1/11/2015 20:00,0.008
1/11/2015 21:00,2015,1,11,21,0.054,-0.9685,1/11/2015 21:00,-0.002
1/11/2015 22:00,2015,1,11,22,0.054,-0.749076923,1/11/2015 22:00,-0.002
1/11/2015 23:00,2015,1,11,23,0.054,-0.453333333,1/11/2015 23:00,-0.002
1/12/2015 0:00,2015,1,12,0,0.054,-0.150545455,1/12/2015 0:00,-0.002
1/12/2015 1:00,2015,1,12,1,0.054,0.062888889,1/12/2015 1:00,-0.012
1/12/2015 2:00,2015,1,12,2,0.044,0.227333333,1/12/2015 2:00,-0.012
1/12/2015 3:00,2015,1,12,3,0.044,0.17275,1/12/2015 3:00,-0.007
1/12/2015 4:00,2015,1,12,4,0.054,0.014,1/12/2015 4:00,-0.007
1/12/2015 5:00,2015,1,12,5,0.054,-0.279076923,1/12/2015 5:00,-0.002
1/12/2015 6:00,2015,1,12,6,0.054,-0.511,1/12/2015 6:00,-0.002
1/12/2015 7:00,2015,1,12,7,0.054,-0.724333333,1/12/2015 7:00,0.004666667
1/12/2015 8:00,2015,1,12,8,0.054,-0.919636364,1/12/2015 8:00,0.008
1/12/2015 9:00,2015,1,12,9,0.054,-0.976,1/12/2015 9:00,0.008
1/12/2015 10:00,2015,1,12,10,0.054,-0.830166667,1/12/2015 10:00,-0.002
1/12/2015 11:00,2015,1,12,11,0.054,-0.5725,1/12/2015 11:00,0.023
1/12/2015 12:00,2015,1,12,12,0.054,-0.269333333,1/12/2015 12:00,0.013
1/12/2015 13:00,2015,1,12,13,0.054,-0.037,1/12/2015 13:00,0.008
1/12/2015 14:00,2015,1,12,14,0.054,0.099,1/12/2015 14:00,0.023
1/12/2015 15:00,2015,1,12,15,0.054,-0.055166667,1/12/2015 15:00,0.028
1/12/2015 16:00,2015,1,12,16,0.054,-0.314461538,1/12/2015 16:00,0.028
1/12/2015 17:00,2015,1,12,17,0.054,-0.579076923,1/12/2015 17:00,0.033
1/12/2015 18:00,2015,1,12,18,0.054,-0.829333333,1/12/2015 18:00,0.033
1/12/2015 19:00,2015,1,12,19,0.054,-1.084461538,1/12/2015 19:00,0.038
1/12/2015 20:00,2015,1,12,20,0.054,-1.304,1/12/2015 20:00,0.038
1/12/2015 21:00,2015,1,12,21,0.054,-1.448,1/12/2015 21:00,0.028
1/12/2015 22:00,2015,1,12,22,0.054,-1.416,1/12/2015 22:00,0.028
1/12/2015 23:00,2015,1,12,23,0.054,-1.190285714,1/12/2015 23:00,0.028
1/13/2015 0:00,2015,1,13,0,0.054,-0.822,1/13/2015 0:00,0.041333333
1/13/2015 1:00,2015,1,13,1,0.084,-0.491625,1/13/2015 1:00,0.122285714
1/13/2015 2:00,2015,1,13,2,0.344,-0.216,1/13/2015 2:00,0.212
1/13/2015 3:00,2015,1,13,3,0.344,-0.01225,1/13/2015 3:00,0.286
1/13/2015 4:00,2015,1,13,4,0.344,-0.08,1/13/2015 4:00,0.3455
1/13/2015 5:00,2015,1,13,5,0.344,-0.270545455,1/13/2015 5:00,0.374666667
1/13/2015 6:00,2015,1,13,6,0.344,-0.557666667,1/13/2015 6:00,0.393
1/13/2015 7:00,2015,1,13,7,0.344,-0.879636364,1/13/2015 7:00,0.398
1/13/2015 8:00,2015,1,13,8,0.344,-1.084,1/13/2015 8:00,0.403
1/13/2015 9:00,2015,1,13,9,0.344,-1.229333333,1/13/2015 9:00,0.408
1/13/2015 10:00,2015,1,13,10,0.344,-1.172666667,1/13/2015 10:00,0.408
1/13/2015 11:00,2015,1,13,11,0.344,-0.96975,1/13/2015 11:00,0.408
1/13/2015 12:00,2015,1,13,12,0.344,-0.626,1/13/2015 12:00,0.403
1/13/2015 13:00,2015,1,13,13,0.334,-0.326,1/13/2015 13:00,0.391333333
1/13/2015 14:00,2015,1,13,14,0.334,-0.078222222,1/13/2015 14:00,0.398
1/13/2015 15:00,2015,1,13,15,0.334,0.047333333,1/13/2015 15:00,0.398
1/13/2015 16:00,2015,1,13,16,0.334,-0.070545455,1/13/2015 16:00,0.408
1/13/2015 17:00,2015,1,13,17,0.334,-0.328142857,1/13/2015 17:00,0.408
1/13/2015 18:00,2015,1,13,18,0.334,-0.604181818,1/13/2015 18:00,0.398
1/13/2015 19:00,2015,1,13,19,0.334,-0.863857143,1/13/2015 19:00,0.398
