date,year,month,day,hour,well,tide,date_hw,hw
2/27/2015 20:00,2015,2,27,20,0.044,-0.640285714,2/27/2015 20:00,-0.047
2/27/2015 21:00,2015,2,27,21,0.044,-0.936,2/27/2015 21:00,-0.052
2/27/2015 22:00,2015,2,27,22,0.044,-1.150444444,2/27/2015 22:00,-0.052
2/27/2015 23:00,2015,2,27,23,0.044,-1.386,2/27/2015 23:00,-0.052
2/28/2015 0:00,2015,2,28,0,0.044,-1.486,2/28/2015 0:00,-0.052
2/28/2015 1:00,2015,2,28,1,0.044,-1.346666667,2/28/2015 1:00,-0.062
2/28/2015 2:00,2015,2,28,2,0.044,-1.046,2/28/2015 2:00,-0.062
2/28/2015 3:00,2015,2,28,3,0.044,-0.757428571,2/28/2015 3:00,-0.067
2/28/2015 4:00,2015,2,28,4,0.044,-0.461454545,2/28/2015 4:00,-0.067
2/28/2015 5:00,2015,2,28,5,0.044,-0.179333333,2/28/2015 5:00,-0.068666667
2/28/2015 6:00,2015,2,28,6,0.044,0.067333333,2/28/2015 6:00,-0.067
2/28/2015 7:00,2015,2,28,7,0.044,-0.067818182,2/28/2015 7:00,-0.062
2/28/2015 8:00,2015,2,28,8,0.044,-0.347666667,2/28/2015 8:00,-0.065333333
2/28/2015 9:00,2015,2,28,9,0.044,-0.625230769,2/28/2015 9:00,-0.068666667
2/28/2015 10:00,2015,2,28,10,0.044,-0.865,2/28/2015 10:00,-0.0795
2/28/2015 11:00,2015,2,28,11,0.044,-1.091833333,2/28/2015 11:00,-0.082
2/28/2015 12:00,2015,2,28,12,0.034,-1.276,2/28/2015 12:00,-0.075333333
2/28/2015 13:00,2015,2,28,13,0.034,-1.352666667,2/28/2015 13:00,-0.087
2/28/2015 14:00,2015,2,28,14,0.034,-1.222666667,2/28/2015 14:00,-0.082
2/28/2015 15:00,2015,2,28,15,0.034,-0.876,2/28/2015 15:00,-0.088
2/28/2015 16:00,2015,2,28,16,0.024,-0.576,2/28/2015 16:00,-0.085333333
2/28/2015 17:00,2015,2,28,17,0.024,-0.283777778,2/28/2015 17:00,-0.088666667
2/28/2015 18:00,2015,2,28,18,0.024,-0.08,2/28/2015 18:00,-0.092
2/28/2015 19:00,2015,2,28,19,0.024,-0.036,2/28/2015 19:00,-0.088666667
2/28/2015 20:00,2015,2,28,20,0.024,-0.196,2/28/2015 20:00,-0.092
2/28/2015 21:00,2015,2,28,21,0.024,-0.424181818,2/28/2015 21:00,-0.0895
2/28/2015 22:00,2015,2,28,22,0.024,-0.712666667,2/28/2015 22:00,-0.097
2/28/2015 23:00,2015,2,28,23,0.024,-0.879333333,2/28/2015 23:00,-0.095333333
3/1/2015 0:00,2015,3,1,0,0.024,-1.152,3/1/2015 0:00,-0.088666667
3/1/2015 1:00,2015,3,1,1,0.024,-1.093142857,3/1/2015 1:00,-0.102
3/1/2015 2:00,2015,3,1,2,0.024,-0.9035,3/1/2015 2:00,-0.102
3/1/2015 3:00,2015,3,1,3,0.024,-0.716,3/1/2015 3:00,-0.102
3/1/2015 4:00,2015,3,1,4,0.024,-0.526,3/1/2015 4:00,-0.102
3/1/2015 5:00,2015,3,1,5,0.014,-0.312923077,3/1/2015 5:00,-0.092
3/1/2015 6:00,2015,3,1,6,0.014,-0.004571429,3/1/2015 6:00,-0.1
3/1/2015 7:00,2015,3,1,7,0.014,0.167181818,3/1/2015 7:00,-0.092
3/1/2015 8:00,2015,3,1,8,0.014,0.007636364,3/1/2015 8:00,-0.092
3/1/2015 9:00,2015,3,1,9,0.014,-0.346,3/1/2015 9:00,-0.097
3/1/2015 10:00,2015,3,1,10,0.014,-0.542923077,3/1/2015 10:00,-0.105333333
3/1/2015 11:00,2015,3,1,11,0.014,-0.810615385,3/1/2015 11:00,-0.107
3/1/2015 12:00,2015,3,1,12,0.014,-1.055166667,3/1/2015 12:00,-0.112
3/1/2015 13:00,2015,3,1,13,0.014,-1.224571429,3/1/2015 13:00,-0.102
3/1/2015 14:00,2015,3,1,14,0.014,-1.294333333,3/1/2015 14:00,-0.102
3/1/2015 15:00,2015,3,1,15,-0.006,-1.125166667,3/1/2015 15:00,-0.102
3/1/2015 16:00,2015,3,1,16,-0.006,-0.838,3/1/2015 16:00,-0.102
3/1/2015 17:00,2015,3,1,17,-0.006,-0.506,3/1/2015 17:00,-0.102
3/1/2015 18:00,2015,3,1,18,-0.006,-0.246,3/1/2015 18:00,-0.098666667
3/1/2015 19:00,2015,3,1,19,-0.006,0.020666667,3/1/2015 19:00,-0.095333333
3/1/2015 20:00,2015,3,1,20,-0.016,-0.026,3/1/2015 20:00,-0.102
3/1/2015 21:00,2015,3,1,21,-0.016,-0.229333333,3/1/2015 21:00,-0.097
3/1/2015 22:00,2015,3,1,22,-0.016,-0.518666667,3/1/2015 22:00,-0.098666667
3/1/2015 23:00,2015,3,1,23,-0.016,-0.800166667,3/1/2015 23:00,-0.102
3/2/2015 0:00,2015,3,2,0,-0.016,-1.03975,3/2/2015 0:00,-0.095333333
3/2/2015 1:00,2015,3,2,1,-0.016,-1.296909091,3/2/2015 1:00,-0.092
3/2/2015 2:00,2015,3,2,2,-0.016,-1.438,3/2/2015 2:00,-0.102
3/2/2015 3:00,2015,3,2,3,-0.016,-1.381,3/2/2015 3:00,-0.097
3/2/2015 4:00,2015,3,2,4,-0.016,-1.162153846,3/2/2015 4:00,-0.092
3/2/2015 5:00,2015,3,2,5,-0.026,-0.86975,3/2/2015 5:00,-0.095333333
3/2/2015 6:00,2015,3,2,6,-0.026,-0.442666667,3/2/2015 6:00,-0.092
3/2/2015 7:00,2015,3,2,7,-0.026,-0.192666667,3/2/2015 7:00,-0.092
3/2/2015 8:00,2015,3,2,8,-0.026,-0.028,3/2/2015 8:00,-0.102
3/2/2015 9:00,2015,3,2,9,-0.026,-0.196714286,3/2/2015 9:00,-0.102
3/2/2015 10:00,2015,3,2,10,-0.026,-0.492153846,3/2/2015 10:00,-0.097
3/2/2015 11:00,2015,3,2,11,-0.026,-0.789571429,3/2/2015 11:00,-0.102
3/2/2015 12:00,2015,3,2,12,-0.026,-1.074333333,3/2/2015 12:00,-0.088666667
3/2/2015 13:00,2015,3,2,13,-0.026,-1.297666667,3/2/2015 13:00,-0.098666667
3/2/2015 14:00,2015,3,2,14,-0.036,-1.487538462,3/2/2015 14:00,-0.093666667
3/2/2015 15:00,2015,3,2,15,-0.036,-1.501294118,3/2/2015 15:00,-0.092833333
3/2/2015 16:00,2015,3,2,16,-0.036,-1.284,3/2/2015 16:00,-0.0945
3/2/2015 17:00,2015,3,2,17,-0.046,-0.978941176,3/2/2015 17:00,-0.096285714
3/2/2015 18:00,2015,3,2,18,-0.046,-0.606,3/2/2015 18:00,-0.092769231
3/2/2015 19:00,2015,3,2,19,-0.046,-0.28,3/2/2015 19:00,-0.092
3/2/2015 20:00,2015,3,2,20,-0.046,-0.056,3/2/2015 20:00,-0.092909091
3/2/2015 21:00,2015,3,2,21,-0.046,-0.118666667,3/2/2015 21:00,-0.095333333
3/2/2015 22:00,2015,3,2,22,-0.046,-0.411263158,3/2/2015 22:00,-0.092
3/2/2015 23:00,2015,3,2,23,-0.046,-0.675565217,3/2/2015 23:00,-0.093428571
3/3/2015 0:00,2015,3,3,0,-0.046,-0.939157895,3/3/2015 0:00,-0.095076923
3/3/2015 1:00,2015,3,3,1,-0.046,-1.223894737,3/3/2015 1:00,-0.097
3/3/2015 2:00,2015,3,3,2,-0.046,-1.4285,3/3/2015 2:00,-0.097333333
3/3/2015 3:00,2015,3,3,3,-0.046,-1.533,3/3/2015 3:00,-0.100888889
3/3/2015 4:00,2015,3,3,4,-0.046,-1.348340426,3/3/2015 4:00,-0.102238095
3/3/2015 5:00,2015,3,3,5,-0.046,-1.10225,3/3/2015 5:00,-0.102
3/3/2015 6:00,2015,3,3,6,-0.046,-0.687034483,3/3/2015 6:00,-0.101473684
3/3/2015 7:00,2015,3,3,7,-0.046,-0.297304348,3/3/2015 7:00,-0.102
3/3/2015 8:00,2015,3,3,8,-0.056,0.00447619,3/3/2015 8:00,-0.1095
3/3/2015 9:00,2015,3,3,9,-0.056,0.120428571,3/3/2015 9:00,-0.107
3/3/2015 10:00,2015,3,3,10,-0.056,-0.099,3/3/2015 10:00,-0.114142857
3/3/2015 11:00,2015,3,3,11,-0.056,-0.401263158,3/3/2015 11:00,-0.110888889
3/3/2015 12:00,2015,3,3,12,-0.056,-0.711714286,3/3/2015 12:00,-0.116
3/3/2015 13:00,2015,3,3,13,-0.056,-0.954666667,3/3/2015 13:00,-0.117714286
3/3/2015 14:00,2015,3,3,14,-0.066,-1.171333333,3/3/2015 14:00,-0.118666667
3/3/2015 15:00,2015,3,3,15,-0.066,-1.327428571,3/3/2015 15:00,-0.119777778
3/3/2015 16:00,2015,3,3,16,-0.066,-1.293826087,3/3/2015 16:00,-0.11152381
3/3/2015 17:00,2015,3,3,17,-0.066,-1.099703704,3/3/2015 17:00,-0.105636364
3/3/2015 18:00,2015,3,3,18,-0.066,-0.703037037,3/3/2015 18:00,-0.103666667
3/3/2015 19:00,2015,3,3,19,-0.066,-0.3104,3/3/2015 19:00,-0.106893617
3/3/2015 20:00,2015,3,3,20,-0.066,0.035944444,3/3/2015 20:00,-0.105870968
3/3/2015 21:00,2015,3,3,21,-0.066,0.209,3/3/2015 21:00,-0.1045
3/3/2015 22:00,2015,3,3,22,-0.066,0.06,3/3/2015 22:00,-0.101565217
3/3/2015 23:00,2015,3,3,23,-0.066,-0.178777778,3/3/2015 23:00,-0.099096774
3/4/2015 0:00,2015,3,4,0,-0.066,-0.495047619,3/4/2015 0:00,-0.095076923
3/4/2015 1:00,2015,3,4,1,-0.066,-0.812666667,3/4/2015 1:00,-0.0896
3/4/2015 2:00,2015,3,4,2,-0.066,-1.1165,3/4/2015 2:00,-0.0845
3/4/2015 3:00,2015,3,4,3,-0.066,-1.337428571,3/4/2015 3:00,-0.085571429
3/4/2015 4:00,2015,3,4,4,-0.066,-1.4135,3/4/2015 4:00,-0.087
3/4/2015 5:00,2015,3,4,5,-0.066,-1.236789474,3/4/2015 5:00,-0.091189189
3/4/2015 6:00,2015,3,4,6,-0.066,-0.87,3/4/2015 6:00,-0.091565217
3/4/2015 7:00,2015,3,4,7,-0.066,-0.509333333,3/4/2015 7:00,-0.091473684
3/4/2015 8:00,2015,3,4,8,-0.076,-0.128631579,3/4/2015 8:00,-0.09
3/4/2015 9:00,2015,3,4,9,-0.076,0.11,3/4/2015 9:00,-0.096
3/4/2015 10:00,2015,3,4,10,-0.076,0.054,3/4/2015 10:00,-0.097555556
3/4/2015 11:00,2015,3,4,11,-0.076,-0.244461538,3/4/2015 11:00,-0.104
3/4/2015 12:00,2015,3,4,12,-0.076,-0.560285714,3/4/2015 12:00,-0.109
3/4/2015 13:00,2015,3,4,13,-0.076,-0.8136,3/4/2015 13:00,-0.106666667
3/4/2015 14:00,2015,3,4,14,-0.076,-1.133142857,3/4/2015 14:00,-0.107384615
3/4/2015 15:00,2015,3,4,15,-0.076,-1.358222222,3/4/2015 15:00,-0.106545455
3/4/2015 16:00,2015,3,4,16,-0.076,-1.559333333,3/4/2015 16:00,-0.108666667
3/4/2015 17:00,2015,3,4,17,-0.076,-1.418777778,3/4/2015 17:00,-0.104
3/4/2015 18:00,2015,3,4,18,-0.076,-1.103727273,3/4/2015 18:00,-0.108363636
3/4/2015 19:00,2015,3,4,19,-0.076,-0.7312,3/4/2015 19:00,-0.107833333
3/4/2015 20:00,2015,3,4,20,-0.076,-0.317111111,3/4/2015 20:00,-0.104
3/4/2015 21:00,2015,3,4,21,-0.076,0.0268125,3/4/2015 21:00,-0.110076923
3/4/2015 22:00,2015,3,4,22,-0.076,0.071894737,3/4/2015 22:00,-0.106
3/4/2015 23:00,2015,3,4,23,-0.076,-0.199333333,3/4/2015 23:00,-0.102833333
3/5/2015 0:00,2015,3,5,0,-0.076,-0.479333333,3/5/2015 0:00,-0.107
3/5/2015 1:00,2015,3,5,1,-0.076,-0.746,3/5/2015 1:00,-0.107
3/5/2015 2:00,2015,3,5,2,-0.076,-1.038352941,3/5/2015 2:00,-0.105333333
3/5/2015 3:00,2015,3,5,3,-0.076,-1.285,3/5/2015 3:00,-0.102666667
3/5/2015 4:00,2015,3,5,4,-0.076,-1.452764706,3/5/2015 4:00,-0.100235294
3/5/2015 5:00,2015,3,5,5,-0.076,-1.449846154,3/5/2015 5:00,-0.102
3/5/2015 6:00,2015,3,5,6,-0.076,-1.230285714,3/5/2015 6:00,-0.100571429
3/5/2015 7:00,2015,3,5,7,-0.076,-0.868,3/5/2015 7:00,-0.102
3/5/2015 8:00,2015,3,5,8,-0.076,-0.426869565,3/5/2015 8:00,-0.108
3/5/2015 9:00,2015,3,5,9,-0.076,-0.128222222,3/5/2015 9:00,-0.106
3/5/2015 10:00,2015,3,5,10,-0.076,-0.051652174,3/5/2015 10:00,-0.104352941
3/5/2015 11:00,2015,3,5,11,-0.076,-0.28475,3/5/2015 11:00,-0.107333333
3/5/2015 12:00,2015,3,5,12,-0.076,-0.611789474,3/5/2015 12:00,-0.108363636
3/5/2015 13:00,2015,3,5,13,-0.076,-0.941882353,3/5/2015 13:00,-0.115
3/5/2015 14:00,2015,3,5,14,-0.076,-1.210210526,3/5/2015 14:00,-0.111166667
3/5/2015 15:00,2015,3,5,15,-0.076,-1.478941176,3/5/2015 15:00,-0.118
3/5/2015 16:00,2015,3,5,16,-0.086,-1.695333333,3/5/2015 16:00,-0.114222222
3/5/2015 17:00,2015,3,5,17,-0.096,-1.855285714,3/5/2015 17:00,-0.115
3/5/2015 18:00,2015,3,5,18,-0.096,-1.724,3/5/2015 18:00,-0.112
3/5/2015 19:00,2015,3,5,19,-0.096,-1.401714286,3/5/2015 19:00,-0.110333333
3/5/2015 20:00,2015,3,5,20,-0.096,-0.998272727,3/5/2015 20:00,-0.111285714
3/5/2015 21:00,2015,3,5,21,-0.096,-0.662315789,3/5/2015 21:00,-0.109857143
3/5/2015 22:00,2015,3,5,22,-0.096,-0.392666667,3/5/2015 22:00,-0.111090909
3/5/2015 23:00,2015,3,5,23,-0.096,-0.468941176,3/5/2015 23:00,-0.1045
3/6/2015 0:00,2015,3,6,0,-0.096,-0.741789474,3/6/2015 0:00,-0.102
3/6/2015 1:00,2015,3,6,1,-0.096,-1.026,3/6/2015 1:00,-0.102
3/6/2015 2:00,2015,3,6,2,-0.096,-1.3585,3/6/2015 2:00,-0.108
3/6/2015 3:00,2015,3,6,3,-0.096,-1.544235294,3/6/2015 3:00,-0.104222222
3/6/2015 4:00,2015,3,6,4,-0.096,-1.797,3/6/2015 4:00,-0.112
3/6/2015 5:00,2015,3,6,5,-0.106,-1.924333333,3/6/2015 5:00,-0.112
3/6/2015 6:00,2015,3,6,6,-0.106,-1.717,3/6/2015 6:00,-0.112
3/6/2015 7:00,2015,3,6,7,-0.106,-1.3765,3/6/2015 7:00,-0.112
3/6/2015 8:00,2015,3,6,8,-0.106,-0.993619048,3/6/2015 8:00,-0.112909091
3/6/2015 9:00,2015,3,6,9,-0.106,-0.57975,3/6/2015 9:00,-0.117
3/6/2015 10:00,2015,3,6,10,-0.116,-0.255285714,3/6/2015 10:00,-0.123111111
3/6/2015 11:00,2015,3,6,11,-0.116,-0.228941176,3/6/2015 11:00,-0.122
3/6/2015 12:00,2015,3,6,12,-0.116,-0.526,3/6/2015 12:00,-0.123428571
3/6/2015 13:00,2015,3,6,13,-0.116,-0.837428571,3/6/2015 13:00,-0.125076923
3/6/2015 14:00,2015,3,6,14,-0.116,-1.1605,3/6/2015 14:00,-0.128666667
3/6/2015 15:00,2015,3,6,15,-0.116,-1.423777778,3/6/2015 15:00,-0.130181818
3/6/2015 16:00,2015,3,6,16,-0.126,-1.64,3/6/2015 16:00,-0.130333333
3/6/2015 17:00,2015,3,6,17,-0.126,-1.812315789,3/6/2015 17:00,-0.127384615
3/6/2015 18:00,2015,3,6,18,-0.126,-1.760117647,3/6/2015 18:00,-0.122
3/6/2015 19:00,2015,3,6,19,-0.126,-1.472470588,3/6/2015 19:00,-0.122
3/6/2015 20:00,2015,3,6,20,-0.126,-1.079888889,3/6/2015 20:00,-0.122
3/6/2015 21:00,2015,3,6,21,-0.126,-0.708857143,3/6/2015 21:00,-0.122
3/6/2015 22:00,2015,3,6,22,-0.126,-0.357052632,3/6/2015 22:00,-0.122
3/6/2015 23:00,2015,3,6,23,-0.126,-0.202875,3/6/2015 23:00,-0.118666667
3/7/2015 0:00,2015,3,7,0,-0.126,-0.4365,3/7/2015 0:00,-0.116444444
3/7/2015 1:00,2015,3,7,1,-0.126,-0.7484,3/7/2015 1:00,-0.112
3/7/2015 2:00,2015,3,7,2,-0.126,-1.0755,3/7/2015 2:00,-0.112
3/7/2015 3:00,2015,3,7,3,-0.126,-1.367764706,3/7/2015 3:00,-0.088666667
3/7/2015 4:00,2015,3,7,4,-0.076,-1.637818182,3/7/2015 4:00,-0.062
3/7/2015 5:00,2015,3,7,5,-0.076,-1.786,3/7/2015 5:00,-0.052
3/7/2015 6:00,2015,3,7,6,-0.076,-1.816833333,3/7/2015 6:00,-0.0445
3/7/2015 7:00,2015,3,7,7,-0.076,-1.546,3/7/2015 7:00,-0.04075
3/7/2015 8:00,2015,3,7,8,-0.076,-1.2095,3/7/2015 8:00,-0.032
3/7/2015 9:00,2015,3,7,9,-0.076,-0.799684211,3/7/2015 9:00,-0.027555556
3/7/2015 10:00,2015,3,7,10,-0.076,-0.439888889,3/7/2015 10:00,-0.022909091
3/7/2015 11:00,2015,3,7,11,-0.076,-0.190666667,3/7/2015 11:00,-0.023666667
3/7/2015 12:00,2015,3,7,12,-0.076,-0.288666667,3/7/2015 12:00,-0.028666667
3/7/2015 13:00,2015,3,7,13,-0.076,-0.506,3/7/2015 13:00,-0.030125
3/7/2015 14:00,2015,3,7,14,-0.076,-0.8415,3/7/2015 14:00,-0.032
3/7/2015 15:00,2015,3,7,15,-0.076,-1.068352941,3/7/2015 15:00,-0.029
3/7/2015 16:00,2015,3,7,16,-0.076,-1.3285,3/7/2015 16:00,-0.030461538
3/7/2015 17:00,2015,3,7,17,-0.076,-1.499333333,3/7/2015 17:00,-0.033818182
3/7/2015 18:00,2015,3,7,18,-0.076,-1.511,3/7/2015 18:00,-0.0345
3/7/2015 19:00,2015,3,7,19,-0.076,-1.1335,3/7/2015 19:00,-0.034857143
3/7/2015 20:00,2015,3,7,20,-0.076,-0.674888889,3/7/2015 20:00,-0.03
3/7/2015 21:00,2015,3,7,21,-0.066,-0.2455,3/7/2015 21:00,-0.030888889
3/7/2015 22:00,2015,3,7,22,-0.056,0.130315789,3/7/2015 22:00,-0.022909091
3/7/2015 23:00,2015,3,7,23,-0.056,0.414952381,3/7/2015 23:00,-0.015636364
3/8/2015 0:00,2015,3,8,0,-0.046,0.451826087,3/8/2015 0:00,-0.011285714
3/8/2015 1:00,2015,3,8,1,-0.036,0.171391304,3/8/2015 1:00,0.008769231
3/8/2015 3:00,2015,3,8,3,-0.026,-0.128777778,3/8/2015 2:00,0.035142857
3/8/2015 4:00,2015,3,8,4,0.004,-0.464888889,3/8/2015 3:00,0.064666667
3/8/2015 5:00,2015,3,8,5,0.014,-0.636952381,3/8/2015 4:00,0.088
3/8/2015 6:00,2015,3,8,6,0.034,-0.912818182,3/8/2015 5:00,0.118769231
3/8/2015 7:00,2015,3,8,7,0.034,-0.816714286,3/8/2015 6:00,0.14
3/8/2015 8:00,2015,3,8,8,0.054,-0.744235294,3/8/2015 7:00,0.175272727
3/8/2015 9:00,2015,3,8,9,0.054,-0.461517241,3/8/2015 8:00,0.198
3/8/2015 10:00,2015,3,8,10,0.054,-0.120583333,3/8/2015 9:00,0.206333333
3/8/2015 11:00,2015,3,8,11,0.064,0.1895,3/8/2015 10:00,0.218
3/8/2015 12:00,2015,3,8,12,0.064,0.425904762,3/8/2015 11:00,0.221571429
3/8/2015 13:00,2015,3,8,13,0.064,0.4165,3/8/2015 12:00,0.228833333
3/8/2015 14:00,2015,3,8,14,0.074,0.141142857,3/8/2015 13:00,0.238
3/8/2015 15:00,2015,3,8,15,0.074,-0.162538462,3/8/2015 14:00,0.241181818
3/8/2015 16:00,2015,3,8,16,0.084,-0.544095238,3/8/2015 15:00,0.251
3/8/2015 17:00,2015,3,8,17,0.084,-0.893916667,3/8/2015 16:00,0.284666667
3/8/2015 18:00,2015,3,8,18,0.094,-1.019636364,3/8/2015 17:00,0.282444444
3/8/2015 19:00,2015,3,8,19,0.094,-1.245375,3/8/2015 18:00,0.288
3/8/2015 20:00,2015,3,8,20,0.094,-1.213058824,3/8/2015 19:00,0.288
3/8/2015 21:00,2015,3,8,21,0.094,-0.926,3/8/2015 20:00,0.29175
3/8/2015 22:00,2015,3,8,22,0.094,-0.581909091,3/8/2015 21:00,0.288833333
3/8/2015 23:00,2015,3,8,23,0.094,-0.187111111,3/8/2015 22:00,0.286333333
3/9/2015 0:00,2015,3,9,0,0.094,0.150111111,3/8/2015 23:00,0.287375
3/9/2015 1:00,2015,3,9,1,0.094,0.320923077,3/9/2015 0:00,0.278
3/9/2015 2:00,2015,3,9,2,0.094,0.169,3/9/2015 1:00,0.280142857
3/9/2015 3:00,2015,3,9,3,0.094,-0.1535,3/9/2015 2:00,0.283555556
3/9/2015 4:00,2015,3,9,4,0.094,-0.457764706,3/9/2015 3:00,0.278
3/9/2015 5:00,2015,3,9,5,0.104,-0.729846154,3/9/2015 4:00,0.278
3/9/2015 6:00,2015,3,9,6,0.104,-0.98225,3/9/2015 5:00,0.277166667
3/9/2015 7:00,2015,3,9,7,0.104,-1.162153846,3/9/2015 6:00,0.273
3/9/2015 8:00,2015,3,9,8,0.104,-1.148777778,3/9/2015 7:00,0.269428571
3/9/2015 9:00,2015,3,9,9,0.104,-0.876,3/9/2015 8:00,0.263
3/9/2015 10:00,2015,3,9,10,0.104,-0.554571429,3/9/2015 9:00,0.258
3/9/2015 11:00,2015,3,9,11,0.104,-0.171909091,3/9/2015 10:00,0.249428571
3/9/2015 12:00,2015,3,9,12,0.094,0.159263158,3/9/2015 11:00,0.245857143
3/9/2015 13:00,2015,3,9,13,0.094,0.327125,3/9/2015 12:00,0.239818182
3/9/2015 14:00,2015,3,9,14,0.094,0.1755,3/9/2015 13:00,0.238
3/9/2015 15:00,2015,3,9,15,0.094,-0.187764706,3/9/2015 14:00,0.232545455
3/9/2015 16:00,2015,3,9,16,0.094,-0.46773913,3/9/2015 15:00,0.232666667
3/9/2015 17:00,2015,3,9,17,0.094,-0.808631579,3/9/2015 16:00,0.233555556
3/9/2015 18:00,2015,3,9,18,0.094,-1.065375,3/9/2015 17:00,0.228909091
3/9/2015 19:00,2015,3,9,19,0.094,-1.242666667,3/9/2015 18:00,0.226181818
3/9/2015 20:00,2015,3,9,20,0.094,-1.284823529,3/9/2015 19:00,0.2255
3/9/2015 21:00,2015,3,9,21,0.094,-1.042666667,3/9/2015 20:00,0.218
3/9/2015 22:00,2015,3,9,22,0.094,-0.7,3/9/2015 21:00,0.208909091
3/9/2015 23:00,2015,3,9,23,0.094,-0.242666667,3/9/2015 22:00,0.198666667
3/10/2015 0:00,2015,3,10,0,0.094,0.145333333,3/9/2015 23:00,0.199428571
3/10/2015 1:00,2015,3,10,1,0.094,0.402571429,3/10/2015 0:00,0.196333333
3/10/2015 2:00,2015,3,10,2,0.094,0.442571429,3/10/2015 1:00,0.193
3/10/2015 3:00,2015,3,10,3,0.094,0.097636364,3/10/2015 2:00,0.191333333
3/10/2015 4:00,2015,3,10,4,0.094,-0.211555556,3/10/2015 3:00,0.188
3/10/2015 5:00,2015,3,10,5,0.094,-0.442666667,3/10/2015 4:00,0.193
3/10/2015 6:00,2015,3,10,6,0.094,-0.719076923,3/10/2015 5:00,0.188
3/10/2015 7:00,2015,3,10,7,0.094,-0.946,3/10/2015 6:00,0.184666667
3/10/2015 8:00,2015,3,10,8,0.094,-1.05225,3/10/2015 7:00,0.176333333
3/10/2015 9:00,2015,3,10,9,0.094,-0.953272727,3/10/2015 8:00,0.164
3/10/2015 10:00,2015,3,10,10,0.094,-0.731,3/10/2015 9:00,0.158
3/10/2015 11:00,2015,3,10,11,0.094,-0.402521739,3/10/2015 10:00,0.151333333
3/10/2015 12:00,2015,3,10,12,0.094,-0.0635,3/10/2015 11:00,0.136571429
3/10/2015 13:00,2015,3,10,13,0.094,0.190428571,3/10/2015 12:00,0.12675
3/10/2015 14:00,2015,3,10,14,0.094,0.184952381,3/10/2015 13:00,0.126947368
3/10/2015 15:00,2015,3,10,15,0.094,-0.108631579,3/10/2015 14:00,0.119818182
3/10/2015 16:00,2015,3,10,16,0.094,-0.467052632,3/10/2015 15:00,0.120222222
3/10/2015 17:00,2015,3,10,17,0.094,-0.728777778,3/10/2015 16:00,0.118
3/10/2015 18:00,2015,3,10,18,0.094,-1.021789474,3/10/2015 17:00,0.118
3/10/2015 19:00,2015,3,10,19,0.094,-1.236666667,3/10/2015 18:00,0.113555556
3/10/2015 20:00,2015,3,10,20,0.084,-1.423,3/10/2015 19:00,0.113555556
3/10/2015 21:00,2015,3,10,21,0.084,-1.363,3/10/2015 20:00,0.106888889
3/10/2015 22:00,2015,3,10,22,0.084,-1.11225,3/10/2015 21:00,0.095692308
3/10/2015 23:00,2015,3,10,23,0.084,-0.716434783,3/10/2015 22:00,0.091809524
3/11/2015 0:00,2015,3,11,0,0.084,-0.408413793,3/10/2015 23:00,0.092615385
3/11/2015 1:00,2015,3,11,1,0.084,-0.013222222,3/11/2015 0:00,0.089176471
3/11/2015 2:00,2015,3,11,2,0.084,0.147333333,3/11/2015 1:00,0.088833333
3/11/2015 3:00,2015,3,11,3,0.084,0.048615385,3/11/2015 2:00,0.089818182
3/11/2015 4:00,2015,3,11,4,0.084,-0.235090909,3/11/2015 3:00,0.089818182
3/11/2015 5:00,2015,3,11,5,0.084,-0.553058824,3/11/2015 4:00,0.088625
3/11/2015 6:00,2015,3,11,6,0.084,-0.835090909,3/11/2015 5:00,0.088
3/11/2015 7:00,2015,3,11,7,0.084,-1.04725,3/11/2015 6:00,0.084666667
3/11/2015 8:00,2015,3,11,8,0.084,-1.216,3/11/2015 7:00,0.080222222
3/11/2015 9:00,2015,3,11,9,0.084,-1.289076923,3/11/2015 8:00,0.070727273
3/11/2015 10:00,2015,3,11,10,0.074,-1.135375,3/11/2015 9:00,0.067
3/11/2015 11:00,2015,3,11,11,0.074,-0.851,3/11/2015 10:00,0.059666667
3/11/2015 12:00,2015,3,11,12,0.074,-0.531454545,3/11/2015 11:00,0.053454545
3/11/2015 13:00,2015,3,11,13,0.074,-0.240444444,3/11/2015 12:00,0.053833333
3/11/2015 14:00,2015,3,11,14,0.074,-0.064571429,3/11/2015 13:00,0.052166667
3/11/2015 15:00,2015,3,11,15,0.074,-0.193368421,3/11/2015 14:00,0.0505
3/11/2015 16:00,2015,3,11,16,0.074,-0.454888889,3/11/2015 15:00,0.048
3/11/2015 17:00,2015,3,11,17,0.074,-0.750285714,3/11/2015 16:00,0.054363636
3/11/2015 18:00,2015,3,11,18,0.074,-1.034,3/11/2015 17:00,0.048909091
3/11/2015 19:00,2015,3,11,19,0.074,-1.296,3/11/2015 18:00,0.052
3/11/2015 20:00,2015,3,11,20,0.074,-1.528857143,3/11/2015 19:00,0.048
3/11/2015 21:00,2015,3,11,21,0.064,-1.68225,3/11/2015 20:00,0.048
3/11/2015 22:00,2015,3,11,22,0.064,-1.655285714,3/11/2015 21:00,0.043
3/11/2015 23:00,2015,3,11,23,0.064,-1.386,3/11/2015 22:00,0.038909091
3/12/2015 0:00,2015,3,12,0,0.064,-1.068,3/11/2015 23:00,0.038
3/12/2015 1:00,2015,3,12,1,0.064,-0.6315,3/12/2015 0:00,0.032285714
