index,well,date,tide
1,0.421,1/10/2009 0:00,-2.51
2,0.421,1/10/2009 1:00,-2.835
3,0.421,1/10/2009 2:00,-2.894
4,0.421,1/10/2009 3:00,-2.615
5,0.421,1/10/2009 4:00,-2.073
6,0.421,1/10/2009 5:00,-1.398
7,0.421,1/10/2009 6:00,-0.856
8,0.421,1/10/2009 7:00,-0.361
9,0.421,1/10/2009 8:00,-0.098
10,0.421,1/10/2009 9:00,-0.24
11,0.421,1/10/2009 10:00,-0.801
12,0.421,1/10/2009 11:00,-1.401
13,0.411,1/10/2009 12:00,-1.86
14,0.411,1/10/2009 13:00,-2.264
15,0.381,1/10/2009 14:00,-2.49
16,0.381,1/10/2009 15:00,-2.382
17,0.381,1/10/2009 16:00,-1.975
18,0.381,1/10/2009 17:00,-1.401
19,0.381,1/10/2009 18:00,-0.922
20,0.391,1/10/2009 19:00,-0.512
21,0.391,1/10/2009 20:00,-0.259
22,0.391,1/10/2009 21:00,-0.41
23,0.411,1/10/2009 22:00,-0.935
24,0.411,1/10/2009 23:00,-1.519
25,0.411,1/11/2009 0:00,-2.057
26,0.411,1/11/2009 1:00,-2.516
27,0.411,1/11/2009 2:00,-2.851
28,0.411,1/11/2009 3:00,-2.881
29,0.411,1/11/2009 4:00,-2.562
30,0.411,1/11/2009 5:00,-1.991
31,0.411,1/11/2009 6:00,-1.355
32,0.411,1/11/2009 7:00,-0.807
33,0.411,1/11/2009 8:00,-0.318
34,0.411,1/11/2009 9:00,-0.095
35,0.411,1/11/2009 10:00,-0.305
36,0.411,1/11/2009 11:00,-0.892
37,0.411,1/11/2009 12:00,-1.48
38,0.411,1/11/2009 13:00,-1.913
39,0.411,1/11/2009 14:00,-2.297
40,0.411,1/11/2009 15:00,-2.428
41,0.411,1/11/2009 16:00,-2.369
42,0.411,1/11/2009 17:00,-1.906
43,0.411,1/11/2009 18:00,-1.312
44,0.411,1/11/2009 19:00,-0.784
45,0.411,1/11/2009 20:00,-0.367
46,0.411,1/11/2009 21:00,-0.144
47,0.411,1/11/2009 22:00,-0.282
48,0.411,1/11/2009 23:00,-0.902
49,0.411,1/12/2009 0:00,-1.535
50,0.411,1/12/2009 1:00,-2.054
51,0.411,1/12/2009 2:00,-2.49
52,0.411,1/12/2009 3:00,-2.779
53,0.411,1/12/2009 4:00,-2.772
54,0.411,1/12/2009 5:00,-2.441
55,0.411,1/12/2009 6:00,-1.86
56,0.411,1/12/2009 7:00,-1.273
57,0.411,1/12/2009 8:00,-0.751
58,0.411,1/12/2009 9:00,-0.279
59,0.411,1/12/2009 10:00,-0.105
60,0.411,1/12/2009 11:00,-0.39
61,0.381,1/12/2009 12:00,-1.017
62,0.371,1/12/2009 13:00,-1.617
63,0.371,1/12/2009 14:00,-2.041
64,0.371,1/12/2009 15:00,-2.385
65,0.371,1/12/2009 16:00,-2.503
66,0.371,1/12/2009 17:00,-2.405
67,0.371,1/12/2009 18:00,-1.903
68,0.381,1/12/2009 19:00,-1.312
69,0.381,1/12/2009 20:00,-0.814
70,0.381,1/12/2009 21:00,-0.387
