index,well,date,tide
1,0.841,4/20/2019 0:00,-0.594
2,0.831,4/20/2019 1:00,-1.115
3,0.821,4/20/2019 2:00,-1.614
4,0.811,4/20/2019 3:00,-1.939
5,0.791,4/20/2019 4:00,-1.89
6,0.781,4/20/2019 5:00,-1.545
7,0.771,4/20/2019 6:00,-0.981
8,0.771,4/20/2019 7:00,-0.443
9,0.761,4/20/2019 8:00,0.072
10,0.761,4/20/2019 9:00,0.43
11,0.751,4/20/2019 10:00,0.453
12,0.741,4/20/2019 11:00,-0.121
13,0.741,4/20/2019 12:00,-0.728
14,0.731,4/20/2019 13:00,-1.319
15,0.721,4/20/2019 14:00,-1.824
16,0.721,4/20/2019 15:00,-2.172
17,0.711,4/20/2019 16:00,-2.274
18,0.711,4/20/2019 17:00,-2.001
19,0.701,4/20/2019 18:00,-1.401
20,0.691,4/20/2019 19:00,-0.797
21,0.691,4/20/2019 20:00,-0.236
22,0.681,4/20/2019 21:00,0.22
23,0.681,4/20/2019 22:00,0.43
24,0.681,4/20/2019 23:00,0.217
25,0.681,4/21/2019 0:00,-0.446
26,0.671,4/21/2019 1:00,-1.033
27,0.671,4/21/2019 2:00,-1.499
28,0.671,4/21/2019 3:00,-1.903
29,0.671,4/21/2019 4:00,-2.1
30,0.671,4/21/2019 5:00,-1.985
31,0.671,4/21/2019 6:00,-1.611
32,0.661,4/21/2019 7:00,-1.024
33,0.661,4/21/2019 8:00,-0.505
34,0.661,4/21/2019 9:00,-0.046
35,0.661,4/21/2019 10:00,0.23
36,0.661,4/21/2019 11:00,0.056
37,0.651,4/21/2019 12:00,-0.472
38,0.641,4/21/2019 13:00,-1.05
39,0.641,4/21/2019 14:00,-1.526
40,0.641,4/21/2019 15:00,-1.975
41,0.641,4/21/2019 16:00,-2.241
42,0.641,4/21/2019 17:00,-2.247
43,0.641,4/21/2019 18:00,-1.952
44,0.631,4/21/2019 19:00,-1.339
45,0.631,4/21/2019 20:00,-0.738
46,0.631,4/21/2019 21:00,-0.194
47,0.631,4/21/2019 22:00,0.22
48,0.631,4/21/2019 23:00,0.39
49,0.621,4/22/2019 0:00,0.098
50,0.621,4/22/2019 1:00,-0.449
51,0.621,4/22/2019 2:00,-0.988
52,0.621,4/22/2019 3:00,-1.453
53,0.621,4/22/2019 4:00,-1.804
54,0.621,4/22/2019 5:00,-1.942
55,0.611,4/22/2019 6:00,-1.768
56,0.611,4/22/2019 7:00,-1.312
57,0.611,4/22/2019 8:00,-0.791
58,0.611,4/22/2019 9:00,-0.338
59,0.611,4/22/2019 10:00,0.092
60,0.601,4/22/2019 11:00,0.282
61,0.601,4/22/2019 12:00,0.056
62,0.601,4/22/2019 13:00,-0.459
63,0.601,4/22/2019 14:00,-1.01
64,0.601,4/22/2019 15:00,-1.467
65,0.601,4/22/2019 16:00,-1.841
66,0.601,4/22/2019 17:00,-2.031
67,0.601,4/22/2019 18:00,-1.982
68,0.601,4/22/2019 19:00,-1.598
69,0.601,4/22/2019 20:00,-1.014
70,0.601,4/22/2019 21:00,-0.463
71,0.601,4/22/2019 22:00,0.062
72,0.601,4/22/2019 23:00,0.443
73,0.601,4/23/2019 0:00,0.525
74,0.601,4/23/2019 1:00,0.184
75,0.601,4/23/2019 2:00,-0.413
76,0.601,4/23/2019 3:00,-0.899
77,0.601,4/23/2019 4:00,-1.322
78,0.601,4/23/2019 5:00,-1.594
79,0.601,4/23/2019 6:00,-1.644
80,0.601,4/23/2019 7:00,-1.421
81,0.601,4/23/2019 8:00,-0.971
82,0.601,4/23/2019 9:00,-0.528
83,0.591,4/23/2019 10:00,-0.138
84,0.591,4/23/2019 11:00,0.177
85,0.591,4/23/2019 12:00,0.233
86,0.591,4/23/2019 13:00,-0.043
87,0.591,4/23/2019 14:00,-0.604
88,0.591,4/23/2019 15:00,-1.07
89,0.591,4/23/2019 16:00,-1.486
90,0.591,4/23/2019 17:00,-1.831
91,0.591,4/23/2019 18:00,-1.949
92,0.591,4/23/2019 19:00,-1.804
93,0.591,4/23/2019 20:00,-1.398
94,0.591,4/23/2019 21:00,-0.902
95,0.591,4/23/2019 22:00,-0.41
96,0.591,4/23/2019 23:00,0.046
97,0.591,4/24/2019 0:00,0.312
98,0.591,4/24/2019 1:00,0.322
99,0.591,4/24/2019 2:00,-0.056
100,0.591,4/24/2019 3:00,-0.541
101,0.591,4/24/2019 4:00,-0.899
102,0.591,4/24/2019 5:00,-1.286
103,0.591,4/24/2019 6:00,-1.503
104,0.591,4/24/2019 7:00,-1.503
105,0.591,4/24/2019 8:00,-1.276
106,0.591,4/24/2019 9:00,-0.837
107,0.591,4/24/2019 10:00,-0.466
108,0.591,4/24/2019 11:00,-0.128
109,0.591,4/24/2019 12:00,0.105
110,0.591,4/24/2019 13:00,0.148
111,0.591,4/24/2019 14:00,-0.203
112,0.591,4/24/2019 15:00,-0.653
113,0.591,4/24/2019 16:00,-1.033
114,0.591,4/24/2019 17:00,-1.378
115,0.591,4/24/2019 18:00,-1.611
116,0.591,4/24/2019 19:00,-1.677
117,0.591,4/24/2019 20:00,-1.552
118,0.591,4/24/2019 21:00,-1.119
119,0.591,4/24/2019 22:00,-0.702
120,0.591,4/24/2019 23:00,-0.233
121,0.591,4/25/2019 0:00,0.128
122,0.591,4/25/2019 1:00,0.351
123,0.591,4/25/2019 2:00,0.279
124,0.581,4/25/2019 3:00,-0.131
125,0.581,4/25/2019 4:00,-0.551
126,0.581,4/25/2019 5:00,-0.863
127,0.581,4/25/2019 6:00,-1.188
128,0.581,4/25/2019 7:00,-1.345
129,0.581,4/25/2019 8:00,-1.322
130,0.581,4/25/2019 9:00,-1.122
131,0.581,4/25/2019 10:00,-0.679
132,0.581,4/25/2019 11:00,-0.358
133,0.581,4/25/2019 12:00,-0.069
134,0.581,4/25/2019 13:00,0.092
