index,well,date,tide
1,1.081,3/30/2010 0:00,-1.424
2,1.081,3/30/2010 1:00,-1.936
3,1.081,3/30/2010 2:00,-2.274
4,1.081,3/30/2010 3:00,-2.349
5,1.081,3/30/2010 4:00,-2.051
6,1.081,3/30/2010 5:00,-1.594
7,1.081,3/30/2010 6:00,-1.014
8,1.081,3/30/2010 7:00,-0.466
9,1.081,3/30/2010 8:00,-0.013
10,1.081,3/30/2010 9:00,0.167
11,1.081,3/30/2010 10:00,-0.118
12,1.081,3/30/2010 11:00,-0.83
13,1.081,3/30/2010 12:00,-1.453
14,1.051,3/30/2010 13:00,-1.913
15,1.051,3/30/2010 14:00,-2.339
16,1.051,3/30/2010 15:00,-2.572
17,1.051,3/30/2010 16:00,-2.477
18,1.051,3/30/2010 17:00,-2.018
19,1.051,3/30/2010 18:00,-1.342
20,1.041,3/30/2010 19:00,-0.663
21,1.041,3/30/2010 20:00,-0.128
22,1.041,3/30/2010 21:00,0.266
23,1.041,3/30/2010 22:00,0.233
24,1.041,3/30/2010 23:00,-0.39
25,1.041,3/31/2010 0:00,-1.086
26,1.041,3/31/2010 1:00,-1.65
27,1.041,3/31/2010 2:00,-2.119
28,1.041,3/31/2010 3:00,-2.461
29,1.041,3/31/2010 4:00,-2.523
30,1.041,3/31/2010 5:00,-2.208
31,1.041,3/31/2010 6:00,-1.68
32,1.041,3/31/2010 7:00,-1.119
33,1.041,3/31/2010 8:00,-0.604
34,1.041,3/31/2010 9:00,-0.19
35,1.031,3/31/2010 10:00,-0.046
36,1.031,3/31/2010 11:00,-0.456
37,0.971,3/31/2010 12:00,-1.145
38,0.971,3/31/2010 13:00,-1.663
39,0.971,3/31/2010 14:00,-2.142
40,0.971,3/31/2010 15:00,-2.572
41,0.971,3/31/2010 16:00,-2.769
42,0.971,3/31/2010 17:00,-2.579
43,0.971,3/31/2010 18:00,-2.041
44,0.971,3/31/2010 19:00,-1.365
45,0.951,3/31/2010 20:00,-0.748
46,0.951,3/31/2010 21:00,-0.217
47,0.951,3/31/2010 22:00,0.115
48,0.951,3/31/2010 23:00,0.043
49,0.951,4/1/2010 0:00,-0.535
50,0.951,4/1/2010 1:00,-1.148
51,0.951,4/1/2010 2:00,-1.611
52,0.951,4/1/2010 3:00,-2.011
53,0.951,4/1/2010 4:00,-2.251
54,0.951,4/1/2010 5:00,-2.208
55,0.951,4/1/2010 6:00,-1.801
56,0.951,4/1/2010 7:00,-1.227
57,0.951,4/1/2010 8:00,-0.725
58,0.951,4/1/2010 9:00,-0.226
59,0.931,4/1/2010 10:00,0.089
60,0.931,4/1/2010 11:00,0.069
61,0.931,4/1/2010 12:00,-0.486
62,0.931,4/1/2010 13:00,-1.119
63,0.931,4/1/2010 14:00,-1.634
