index,well,date,tide
1,1.081,6/20/2020 0:00,-0.725
2,1.081,6/20/2020 1:00,-1.06
3,1.081,6/20/2020 2:00,-1.158
4,1.071,6/20/2020 3:00,-1.04
5,1.071,6/20/2020 4:00,-0.696
6,1.071,6/20/2020 5:00,-0.279
7,1.061,6/20/2020 6:00,0.059
8,1.061,6/20/2020 7:00,0.344
9,1.051,6/20/2020 8:00,0.518
10,1.051,6/20/2020 9:00,0.354
11,1.041,6/20/2020 10:00,-0.102
12,1.041,6/20/2020 11:00,-0.587
13,1.031,6/20/2020 12:00,-1.014
14,1.031,6/20/2020 13:00,-1.358
15,1.031,6/20/2020 14:00,-1.552
16,1.031,6/20/2020 15:00,-1.453
17,1.031,6/20/2020 16:00,-1.073
18,1.031,6/20/2020 17:00,-0.545
19,1.021,6/20/2020 18:00,-0.112
20,1.011,6/20/2020 19:00,0.328
21,1.011,6/20/2020 20:00,0.673
22,1.011,6/20/2020 21:00,0.771
23,1.001,6/20/2020 22:00,0.466
24,0.991,6/20/2020 23:00,-0.033
25,0.991,6/21/2020 0:00,-0.449
26,0.991,6/21/2020 1:00,-0.81
27,0.981,6/21/2020 2:00,-1.086
28,0.981,6/21/2020 3:00,-1.175
29,0.981,6/21/2020 4:00,-0.951
30,0.981,6/21/2020 5:00,-0.489
31,0.971,6/21/2020 6:00,-0.102
32,0.971,6/21/2020 7:00,0.194
33,0.961,6/21/2020 8:00,0.482
34,0.961,6/21/2020 9:00,0.522
35,0.951,6/21/2020 10:00,0.187
36,0.951,6/21/2020 11:00,-0.308
37,0.951,6/21/2020 12:00,-0.755
38,0.951,6/21/2020 13:00,-1.191
39,0.951,6/21/2020 14:00,-1.519
40,0.951,6/21/2020 15:00,-1.654
41,0.951,6/21/2020 16:00,-1.532
42,0.951,6/21/2020 17:00,-1.086
43,0.941,6/21/2020 18:00,-0.581
44,0.941,6/21/2020 19:00,-0.105
45,0.941,6/21/2020 20:00,0.344
46,0.941,6/21/2020 21:00,0.676
47,0.901,6/21/2020 22:00,0.676
48,0.901,6/21/2020 23:00,0.285
49,0.891,6/22/2020 0:00,-0.223
50,0.891,6/22/2020 1:00,-0.64
51,0.891,6/22/2020 2:00,-1.053
52,0.891,6/22/2020 3:00,-1.312
53,0.891,6/22/2020 4:00,-1.283
54,0.891,6/22/2020 5:00,-1.05
55,0.891,6/22/2020 6:00,-0.584
56,0.891,6/22/2020 7:00,-0.174
57,0.891,6/22/2020 8:00,0.174
58,0.891,6/22/2020 9:00,0.39
59,0.881,6/22/2020 10:00,0.387
60,0.881,6/22/2020 11:00,-0.016
61,0.881,6/22/2020 12:00,-0.561
62,0.881,6/22/2020 13:00,-0.988
63,0.881,6/22/2020 14:00,-1.378
64,0.881,6/22/2020 15:00,-1.683
65,0.881,6/22/2020 16:00,-1.752
66,0.881,6/22/2020 17:00,-1.493
67,0.881,6/22/2020 18:00,-0.994
68,0.881,6/22/2020 19:00,-0.469
69,0.871,6/22/2020 20:00,0.02
70,0.871,6/22/2020 21:00,0.417
71,0.871,6/22/2020 22:00,0.604
72,0.871,6/22/2020 23:00,0.427
73,0.871,6/23/2020 0:00,-0.066
74,0.871,6/23/2020 1:00,-0.564
75,0.871,6/23/2020 2:00,-0.915
76,0.871,6/23/2020 3:00,-1.247
77,0.871,6/23/2020 4:00,-1.421
78,0.871,6/23/2020 5:00,-1.348
79,0.871,6/23/2020 6:00,-0.984
80,0.871,6/23/2020 7:00,-0.449
81,0.871,6/23/2020 8:00,-0.069
82,0.871,6/23/2020 9:00,0.269
83,0.871,6/23/2020 10:00,0.466
84,0.861,6/23/2020 11:00,0.397
85,0.861,6/23/2020 12:00,-0.112
86,0.861,6/23/2020 13:00,-0.561
87,0.861,6/23/2020 14:00,-0.965
88,0.861,6/23/2020 15:00,-1.345
89,0.861,6/23/2020 16:00,-1.598
90,0.861,6/23/2020 17:00,-1.631
91,0.861,6/23/2020 18:00,-1.263
92,0.861,6/23/2020 19:00,-0.715
93,0.861,6/23/2020 20:00,-0.259
94,0.861,6/23/2020 21:00,0.23
95,0.851,6/23/2020 22:00,0.614
96,0.851,6/23/2020 23:00,0.804
97,0.851,6/24/2020 0:00,0.518
98,0.851,6/24/2020 1:00,-0.043
99,0.851,6/24/2020 2:00,-0.509
100,0.851,6/24/2020 3:00,-0.879
101,0.851,6/24/2020 4:00,-1.25
102,0.851,6/24/2020 5:00,-1.352
103,0.851,6/24/2020 6:00,-1.227
104,0.851,6/24/2020 7:00,-0.827
105,0.851,6/24/2020 8:00,-0.348
106,0.851,6/24/2020 9:00,0.02
107,0.851,6/24/2020 10:00,0.354
108,0.851,6/24/2020 11:00,0.561
109,0.851,6/24/2020 12:00,0.413
110,0.851,6/24/2020 13:00,-0.115
111,0.851,6/24/2020 14:00,-0.627
112,0.841,6/24/2020 15:00,-1.03
113,0.841,6/24/2020 16:00,-1.404
114,0.841,6/24/2020 17:00,-1.601
115,0.841,6/24/2020 18:00,-1.555
116,0.841,6/24/2020 19:00,-1.158
117,0.841,6/24/2020 20:00,-0.614
118,0.841,6/24/2020 21:00,-0.082
119,0.841,6/24/2020 22:00,0.39
120,0.841,6/24/2020 23:00,0.702
121,0.841,6/25/2020 0:00,0.755
122,0.841,6/25/2020 1:00,0.433
123,0.841,6/25/2020 2:00,-0.052
124,0.841,6/25/2020 3:00,-0.564
125,0.841,6/25/2020 4:00,-0.942
126,0.841,6/25/2020 5:00,-1.22
127,0.841,6/25/2020 6:00,-1.286
128,0.841,6/25/2020 7:00,-1.102
129,0.841,6/25/2020 8:00,-0.646
130,0.841,6/25/2020 9:00,-0.177
131,0.841,6/25/2020 10:00,0.226
132,0.841,6/25/2020 11:00,0.535
133,0.841,6/25/2020 12:00,0.682
134,0.841,6/25/2020 13:00,0.44
135,0.841,6/25/2020 14:00,-0.118
136,0.841,6/25/2020 15:00,-0.571
137,0.841,6/25/2020 16:00,-1.014
138,0.841,6/25/2020 17:00,-1.365
139,0.841,6/25/2020 18:00,-1.512
140,0.841,6/25/2020 19:00,-1.421
141,0.841,6/25/2020 20:00,-1.007
142,0.841,6/25/2020 21:00,-0.479
143,0.841,6/25/2020 22:00,-0.003
144,0.841,6/25/2020 23:00,0.446
145,0.841,6/26/2020 0:00,0.715
146,0.841,6/26/2020 1:00,0.702
147,0.841,6/26/2020 2:00,0.292
148,0.841,6/26/2020 3:00,-0.236
149,0.841,6/26/2020 4:00,-0.669
150,0.841,6/26/2020 5:00,-1.076
151,0.841,6/26/2020 6:00,-1.358
152,0.841,6/26/2020 7:00,-1.424
153,0.841,6/26/2020 8:00,-1.175
154,0.841,6/26/2020 9:00,-0.748
155,0.841,6/26/2020 10:00,-0.322
156,0.841,6/26/2020 11:00,0.072
157,0.841,6/26/2020 12:00,0.361
158,0.841,6/26/2020 13:00,0.469
159,0.841,6/26/2020 14:00,0.24
160,0.831,6/26/2020 15:00,-0.299
161,0.831,6/26/2020 16:00,-0.807
162,0.831,6/26/2020 17:00,-1.22
163,0.831,6/26/2020 18:00,-1.535
164,0.831,6/26/2020 19:00,-1.627
165,0.831,6/26/2020 20:00,-1.457
166,0.831,6/26/2020 21:00,-1.007
167,0.831,6/26/2020 22:00,-0.518
168,0.831,6/26/2020 23:00,-0.059
169,0.831,6/27/2020 0:00,0.335
170,0.831,6/27/2020 1:00,0.561
171,0.831,6/27/2020 2:00,0.535
172,0.831,6/27/2020 3:00,0.112
173,0.831,6/27/2020 4:00,-0.394
174,0.831,6/27/2020 5:00,-0.82
175,0.831,6/27/2020 6:00,-1.227
176,0.831,6/27/2020 7:00,-1.49
177,0.831,6/27/2020 8:00,-1.503
178,0.831,6/27/2020 9:00,-1.25
179,0.821,6/27/2020 10:00,-0.781
180,0.821,6/27/2020 11:00,-0.338
181,0.821,6/27/2020 12:00,0.085
182,0.821,6/27/2020 13:00,0.407
183,0.821,6/27/2020 14:00,0.548
184,0.821,6/27/2020 15:00,0.351
185,0.821,6/27/2020 16:00,-0.18
186,0.821,6/27/2020 17:00,-0.63
187,0.821,6/27/2020 18:00,-1.03
188,0.821,6/27/2020 19:00,-1.348
189,0.821,6/27/2020 20:00,-1.463
190,0.821,6/27/2020 21:00,-1.306
191,0.821,6/27/2020 22:00,-0.869
192,0.821,6/27/2020 23:00,-0.394
193,0.821,6/28/2020 0:00,0.023
194,0.821,6/28/2020 1:00,0.394
195,0.821,6/28/2020 2:00,0.607
196,0.821,6/28/2020 3:00,0.505
197,0.801,6/28/2020 4:00,0.125
198,0.801,6/28/2020 5:00,-0.364
199,0.801,6/28/2020 6:00,-0.814
200,0.801,6/28/2020 7:00,-1.188
201,0.801,6/28/2020 8:00,-1.447
202,0.801,6/28/2020 9:00,-1.47
203,0.801,6/28/2020 10:00,-1.24
204,0.801,6/28/2020 11:00,-0.728
205,0.801,6/28/2020 12:00,-0.256
206,0.801,6/28/2020 13:00,0.157
207,0.801,6/28/2020 14:00,0.522
208,0.801,6/28/2020 15:00,0.663
209,0.801,6/28/2020 16:00,0.453
210,0.801,6/28/2020 17:00,-0.016
211,0.801,6/28/2020 18:00,-0.449
212,0.801,6/28/2020 19:00,-0.823
213,0.801,6/28/2020 20:00,-1.132
214,0.801,6/28/2020 21:00,-1.276
215,0.801,6/28/2020 22:00,-1.171
216,0.801,6/28/2020 23:00,-0.732
217,0.801,6/29/2020 0:00,-0.236
218,0.801,6/29/2020 1:00,0.174
219,0.801,6/29/2020 2:00,0.6
220,0.801,6/29/2020 3:00,0.738
221,0.801,6/29/2020 4:00,0.6
222,0.801,6/29/2020 5:00,0.167
223,0.781,6/29/2020 6:00,-0.377
224,0.781,6/29/2020 7:00,-0.771
225,0.781,6/29/2020 8:00,-1.191
226,0.781,6/29/2020 9:00,-1.476
227,0.781,6/29/2020 10:00,-1.522
228,0.781,6/29/2020 11:00,-1.312
